,ISIN код,Дата присвоения кода,Параметры ценной бумаги (выпуска),Эмитент,ИНН эмитента,Наименование выпуска/транша,Форма выпуска ценной бумаги,Порядок хранения/учета,Pегистрационный номер,Дата регистрации,Номинальная стоимость каждой ценной бумаги,Валюта номинала,Дата погашения,Параметры ценной бумаги (пая),Наименование фонда,Тип фонда,"Вид, категория, тип ценной бумаги",Регистрационный номер,Управляющая компания,Специализированный депозитарий,Реестродержатель
10,RU000A10AM40,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-IND-001S-114,Бездокументарная,С централизованным учетом,6-114-01793-A-001P,27 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
11,RU000A10AM32,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-IND-001S-113,Бездокументарная,С централизованным учетом,6-113-01793-A-001P,27 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
12,RU000A10AM24,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-IND-001S-112,Бездокументарная,С централизованным учетом,6-112-01793-A-001P,27 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
13,RU000A10AM16,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-IND-001S-111,Бездокументарная,С централизованным учетом,6-111-01793-A-001P,27 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
14,RU000A10AM08,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-IND-001S-110,Бездокументарная,С централизованным учетом,6-110-01793-A-001P,27 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
15,RU000A10ALZ2,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-IND-001S-109,Бездокументарная,С централизованным учетом,6-109-01793-A-001P,27 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
16,RU000A10ALY5,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-IND-001S-108,Бездокументарная,С централизованным учетом,6-108-01793-A-001P,27 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
17,RU000A10ALX7,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-IND-001S-107,Бездокументарная,С централизованным учетом,6-107-01793-A-001P,27 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
18,RU000A10ALW9,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-IND-001S-106,Бездокументарная,С централизованным учетом,6-106-01793-A-001P,27 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
19,RU000A10ALV1,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-IND-001S-105,Бездокументарная,С централизованным учетом,6-105-01793-A-001P,27 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
20,RU000A10ALU3,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-IND-001S-104,Бездокументарная,С централизованным учетом,6-104-01793-A-001P,27 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
21,RU000A10ALT5,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-IND-001S-103,Бездокументарная,С централизованным учетом,6-103-01793-A-001P,27 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
22,RU000A10ALS7,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-IND-001S-102,Бездокументарная,С централизованным учетом,6-102-01793-A-001P,27 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
23,RU000A10ALR9,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-IND-001S-101,Бездокументарная,С централизованным учетом,6-101-01793-A-001P,27 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
24,RU000A10ALQ1,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-IND-001S-100,Бездокументарная,С централизованным учетом,6-100-01793-A-001P,27 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
25,RU000A10ALP3,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-IND-001S-99,Бездокументарная,С централизованным учетом,6-99-01793-A-001P,27 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
26,RU000A10ALN8,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-IND-001S-98,Бездокументарная,С централизованным учетом,6-98-01793-A-001P,27 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
27,RU000A10ALM0,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-IND-001S-97,Бездокументарная,С централизованным учетом,6-97-01793-A-001P,27 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
28,RU000A10ALL2,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-IND-001S-96,Бездокументарная,С централизованным учетом,6-96-01793-A-001P,27 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
29,RU000A10ALK4,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-IND-001S-95,Бездокументарная,С централизованным учетом,6-95-01793-A-001P,27 декабря 2024 г.,,Рубли,,,,,,,,,
30,RU000A10ALH0,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-EQ-001S-94,Бездокументарная,С централизованным учетом,6-94-01793-A-001P,26 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
31,RU000A10ALG2,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-EQ-001S-93,Бездокументарная,С централизованным учетом,6-93-01793-A-001P,26 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
32,RU000A10ALF4,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-EQ-001S-92,Бездокументарная,С централизованным учетом,6-92-01793-A-001P,26 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
33,RU000A10ALE7,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-EQ-001S-91,Бездокументарная,С централизованным учетом,6-91-01793-A-001P,26 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
34,RU000A10ALD9,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-EQ-001S-90,Бездокументарная,С централизованным учетом,6-90-01793-A-001P,26 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
35,RU000A10ALC1,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-EQ-001S-89,Бездокументарная,С централизованным учетом,6-89-01793-A-001P,26 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
36,RU000A10ALB3,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-EQ-001S-88,Бездокументарная,С централизованным учетом,6-88-01793-A-001P,26 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
37,RU000A10ALA5,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-EQ-001S-87,Бездокументарная,С централизованным учетом,6-87-01793-A-001P,26 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
38,RU000A10AL90,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-EQ-001S-86,Бездокументарная,С централизованным учетом,6-86-01793-A-001P,26 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
39,RU000A10AL82,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-EQ-001S-85,Бездокументарная,С централизованным учетом,6-85-01793-A-001P,26 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
40,RU000A10AL74,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-EQ-001S-84,Бездокументарная,С централизованным учетом,6-84-01793-A-001P,26 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
41,RU000A10AL66,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-EQ-001S-83,Бездокументарная,С централизованным учетом,6-83-01793-A-001P,26 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
42,RU000A10AL58,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-EQ-001S-82,Бездокументарная,С централизованным учетом,6-82-01793-A-001P,26 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
43,RU000A10AL41,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-EQ-001S-81,Бездокументарная,С централизованным учетом,6-81-01793-A-001P,26 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
44,RU000A10AL33,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-EQ-001S-80,Бездокументарная,С централизованным учетом,6-80-01793-A-001P,26 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
45,RU000A10AL25,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-EQ-001S-79,Бездокументарная,С централизованным учетом,6-79-01793-A-001P,26 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
46,RU000A10AL17,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-EQ-001S-78,Бездокументарная,С централизованным учетом,6-78-01793-A-001P,26 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
47,RU000A10AL09,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-EQ-001S-77,Бездокументарная,С централизованным учетом,6-77-01793-A-001P,26 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
48,RU000A10AKZ4,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-EQ-001S-76,Бездокументарная,С централизованным учетом,6-76-01793-A-001P,26 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
49,RU000A10AKY7,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-EQ-001S-75,Бездокументарная,С централизованным учетом,6-75-01793-A-001P,26 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
50,RU000A10AKX9,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-EQ-001S-74,Бездокументарная,С централизованным учетом,6-74-01793-A-001P,26 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
51,RU000A10AKW1,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-EQ-001S-73,Бездокументарная,С централизованным учетом,6-73-01793-A-001P,26 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
52,RU000A10AKV3,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-EQ-001S-72,Бездокументарная,С централизованным учетом,6-72-01793-A-001P,26 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
53,RU000A10AKU5,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-EQ-001S-71,Бездокументарная,С централизованным учетом,6-71-01793-A-001P,26 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
54,RU000A10AKT7,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-EQ-001S-70,Бездокументарная,С централизованным учетом,6-70-01793-A-001P,26 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
55,RU000A10AKS9,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-EQ-001S-69,Бездокументарная,С централизованным учетом,6-69-01793-A-001P,26 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
56,RU000A10AKR1,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-EQ-001S-68,Бездокументарная,С централизованным учетом,6-68-01793-A-001P,26 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
57,RU000A10AKQ3,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-EQ-001S-67,Бездокументарная,С централизованным учетом,6-67-01793-A-001P,26 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
58,RU000A10AKP5,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-EQ-001S-66,Бездокументарная,С централизованным учетом,6-66-01793-A-001P,26 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
59,RU000A10AKN0,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-EQ-001S-65,Бездокументарная,С централизованным учетом,6-65-01793-A-001P,26 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
60,RU000A10AKM2,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-EQ-001S-64,Бездокументарная,С централизованным учетом,6-64-01793-A-001P,26 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
61,RU000A10AKL4,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-EQ-001S-63,Бездокументарная,С централизованным учетом,6-63-01793-A-001P,26 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
62,RU000A10AKK6,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-EQ-001S-62,Бездокументарная,С централизованным учетом,6-62-01793-A-001P,26 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
63,RU000A10AKJ8,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-EQ-001S-61,Бездокументарная,С централизованным учетом,6-61-01793-A-001P,26 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
64,RU000A10AKH2,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-EQ-001S-60,Бездокументарная,С централизованным учетом,6-60-01793-A-001P,26 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
65,RU000A10AKG4,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-EQ-001S-59,Бездокументарная,С централизованным учетом,6-59-01793-A-001P,26 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
66,RU000A10AKF6,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-EQ-001S-58,Бездокументарная,С централизованным учетом,6-58-01793-A-001P,26 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
67,RU000A10AKE9,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-EQ-001S-57,Бездокументарная,С централизованным учетом,6-57-01793-A-001P,26 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
68,RU000A10AKD1,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-EQ-001S-56,Бездокументарная,С централизованным учетом,6-56-01793-A-001P,26 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
69,RU000A10AKC3,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-EQ-001S-55,Бездокументарная,С централизованным учетом,6-55-01793-A-001P,26 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
70,RU000A10AKB5,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-EQ-001S-54,Бездокументарная,С централизованным учетом,6-54-01793-A-001P,26 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
71,RU000A10AKA7,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-EQ-001S-53,Бездокументарная,С централизованным учетом,6-53-01793-A-001P,26 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
72,RU000A10AK91,28 декабря 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные процентные дисконтные бездокументарные неконвертируемые с залоговым обеспечением серии CIB-CO-EQ-001S-52,Бездокументарная,С централизованным учетом,6-52-01793-A-001P,26 декабря 2024 г.,1 000.00,Рубли,,,,,,,,,
