,ISIN код,Дата присвоения кода,Параметры ценной бумаги (выпуска),Эмитент,ИНН эмитента,Наименование выпуска/транша,Форма выпуска ценной бумаги,Порядок хранения/учета,Pегистрационный номер,Дата регистрации,Номинальная стоимость каждой ценной бумаги,Валюта номинала,Дата погашения,Параметры ценной бумаги (пая),Наименование фонда,Тип фонда,"Вид, категория, тип ценной бумаги",Регистрационный номер,Управляющая компания,Специализированный депозитарий,Реестродержатель
573,RU000A109Z68,30 октября 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные бездокументарные с централизованным учетом прав серии CIB-СО-725 неконвертируемые с залоговым обеспечением процентные,Бездокументарная,С централизованным учетом,6-725-01793-A,19 февраля 2024 г.,1 000.00,Юань,,,,,,,,,
574,RU000A109Z50,30 октября 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные бездокументарные с централизованным учетом прав серии CIB-СО-724 неконвертируемые с залоговым обеспечением процентные,Бездокументарная,С централизованным учетом,6-724-01793-A,19 февраля 2024 г.,1 000.00,Юань,,,,,,,,,
575,RU000A109Z43,30 октября 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные бездокументарные с централизованным учетом прав серии CIB-СО-723 неконвертируемые с залоговым обеспечением процентные,Бездокументарная,С централизованным учетом,6-723-01793-A,19 февраля 2024 г.,1 000.00,Юань,,,,,,,,,
576,RU000A109Z35,30 октября 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные бездокументарные с централизованным учетом прав серии CIB-СО-722 неконвертируемые с залоговым обеспечением процентные,Бездокументарная,С централизованным учетом,6-722-01793-A,19 февраля 2024 г.,1 000.00,Юань,,,,,,,,,
577,RU000A109Z27,30 октября 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные бездокументарные с централизованным учетом прав серии CIB-СО-721 неконвертируемые с залоговым обеспечением процентные,Бездокументарная,С централизованным учетом,6-721-01793-A,19 февраля 2024 г.,1 000.00,Юань,,,,,,,,,
578,RU000A109Z19,30 октября 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные бездокументарные с централизованным учетом прав серии CIB-СО-720 неконвертируемые с залоговым обеспечением процентные,Бездокументарная,С централизованным учетом,6-720-01793-A,19 февраля 2024 г.,1 000.00,Юань,,,,,,,,,
579,RU000A109Z01,30 октября 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные бездокументарные с централизованным учетом прав серии CIB-СО-719 неконвертируемые с залоговым обеспечением процентные,Бездокументарная,С централизованным учетом,6-719-01793-A,19 февраля 2024 г.,1 000.00,Юань,,,,,,,,,
580,RU000A109YZ2,30 октября 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные бездокументарные с централизованным учетом прав серии CIB-СО-718 неконвертируемые с залоговым обеспечением процентные,Бездокументарная,С централизованным учетом,6-718-01793-A,19 февраля 2024 г.,1 000.00,Юань,,,,,,,,,
581,RU000A109YY5,30 октября 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные бездокументарные с централизованным учетом прав серии CIB-СО-717 неконвертируемые с залоговым обеспечением процентные,Бездокументарная,С централизованным учетом,6-717-01793-A,19 февраля 2024 г.,,Юань,,,,,,,,,
711,RU000A109V62,23 октября 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Базовые металлы""",7720587949,Коммерческие облигации бездокументарные неконвертируемые процентные серии 001КО-01,Бездокументарная,С централизованным учетом,4CDE-01-67340-H-001P,18 октября 2024 г.,1 000.00,Юань,30 декабря 2025 г.,,,,,,,,
761,RU000A109S26,9 октября 2024 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Специализированное финансовое общество Румберг Структурные Продукты""",9714022790,Структурные процентные или дисконтные неконвертируемые бездокументарные облигации серии СП-1-CLN-4 с залоговым обеспечением,Бездокументарная,С централизованным учетом,6-20-00761-R-001P,8 октября 2024 г.,,Юань,,,,,,,,,
763,RU000A109S00,9 октября 2024 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Специализированное финансовое общество Румберг Структурные Продукты""",9714022790,Структурные процентные или дисконтные неконвертируемые бездокументарные облигации серии СП-1-CLN-3 с залоговым обеспечением,Бездокументарная,С централизованным учетом,6-19-00761-R-001P,8 октября 2024 г.,,Юань,,,,,,,,,
778,RU000A109QU9,3 октября 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Сбербанк КИБ""",7710048970,Облигации структурные бездокументарные с централизованным учетом прав серии CIB-СО-716 неконвертируемые с залоговым обеспечением процентные,Бездокументарная,С централизованным учетом,6-716-01793-A,19 февраля 2024 г.,,Юань,,,,,,,,,
1053,RU000A109DY9,2 сентября 2024 г.,Параметры ценной бумаги (выпуска),"публичное акционерное общество ""Нефтяная компания ""Роснефть""",7706107510,Биржевые облигации процентные неконвертируемые бездокументарные серии 004P-02,Бездокументарная,С централизованным учетом,4B02-02-00122-A-004P,28 августа 2024 г.,1 000.00,Юань,22 августа 2034 г.,,,,,,,,
1130,RU000A109BF2,28 августа 2024 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные дисконтные неконвертируемые бездокументарные облигации с централизованным учетом прав серии C-1-1278,Бездокументарная,С централизованным учетом,6-1278-01000-B-001P,26 августа 2024 г.,,Юань,,,,,,,,,
1131,RU000A109BE5,28 августа 2024 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные дисконтные неконвертируемые бездокументарные облигации с централизованным учетом прав серии C-1-1277,Бездокументарная,С централизованным учетом,6-1277-01000-B-001P,26 августа 2024 г.,,Юань,,,,,,,,,
1677,RU000A108PZ2,14 июня 2024 г.,Параметры ценной бумаги (выпуска),"Публичное акционерное общество ""Газпром нефть""",5504036333,Биржевые облигации бездокументарные процентные неконвертируемые серии 003Р-12R,Бездокументарная,С централизованным учетом,4B02-12-00146-A-003P,11 июня 2024 г.,1 000.00,Юань,,,,,,,,,
1696,RU000A108NS2,10 июня 2024 г.,Параметры ценной бумаги (выпуска),"акционерное общество ""Государственная транспортная лизинговая компания""",7720261827,Биржевые облигации процентные неконвертируемые бездокументарные серии 002P-05,Бездокументарная,С централизованным учетом,4B02-05-32432-H-002P,4 июня 2024 г.,1 000.00,Юань,9 июня 2026 г.,,,,,,,,
1784,RU000A108JH3,23 мая 2024 г.,Параметры ценной бумаги (выпуска),"Публичное акционерное общество ""Акрон""",5321029508,Биржевые облигации бездокументарные процентные неконвертируемые БО-001P-04,Бездокументарная,Обязательное централизованное хранение,4B02-04-00207-A-001P,15 мая 2024 г.,1 000.00,Юань,22 мая 2026 г.,,,,,,,,
1849,RU000A108FX8,20 мая 2024 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""ЕвроСибЭнерго-Гидрогенерация""",3812142445,Биржевые облигации бездокументарные процентные неконвертируемые серии 001РС-05,Бездокументарная,С централизованным учетом,4B02-05-00660-R-001P,2 мая 2024 г.,1 000.00,Юань,17 ноября 2026 г.,,,,,,,,
1969,RU000A108B26,18 апреля 2024 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные дисконтные неконвертируемые бездокументарные облигации с централизованным учетом прав серии C-1-1080,Бездокументарная,С централизованным учетом,6-1080-01000-B-001P,15 апреля 2024 г.,,Юань,,,,,,,,,
1970,RU000A108B18,18 апреля 2024 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные дисконтные неконвертируемые бездокументарные облигации с централизованным учетом прав серии C-1-1079,Бездокументарная,С централизованным учетом,6-1079-01000-B-001P,15 апреля 2024 г.,1 000.00,Юань,,,,,,,,,
1971,RU000A108B00,18 апреля 2024 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные дисконтные неконвертируемые бездокументарные облигации с централизованным учетом прав серии C-1-1078,Бездокументарная,С централизованным учетом,6-1078-01000-B-001P,15 апреля 2024 г.,1 000.00,Юань,,,,,,,,,
1972,RU000A108AZ4,18 апреля 2024 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные дисконтные неконвертируемые бездокументарные облигации с централизованным учетом прав серии C-1-1077,Бездокументарная,С централизованным учетом,6-1077-01000-B-001P,15 апреля 2024 г.,1 000.00,Юань,,,,,,,,,
1973,RU000A108AY7,18 апреля 2024 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные дисконтные неконвертируемые бездокументарные облигации с централизованным учетом прав серии C-1-1076,Бездокументарная,С централизованным учетом,6-1076-01000-B-001P,15 апреля 2024 г.,1 000.00,Юань,,,,,,,,,
1974,RU000A108AX9,18 апреля 2024 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные дисконтные неконвертируемые бездокументарные облигации с централизованным учетом прав серии C-1-1075,Бездокументарная,С централизованным учетом,6-1075-01000-B-001P,15 апреля 2024 г.,1 000.00,Юань,,,,,,,,,
1975,RU000A108AW1,18 апреля 2024 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные дисконтные неконвертируемые бездокументарные облигации с централизованным учетом прав серии C-1-1074,Бездокументарная,С централизованным учетом,6-1074-01000-B-001P,15 апреля 2024 г.,1 000.00,Юань,,,,,,,,,
1976,RU000A108AV3,18 апреля 2024 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные дисконтные неконвертируемые бездокументарные облигации с централизованным учетом прав серии C-1-1073,Бездокументарная,С централизованным учетом,6-1073-01000-B-001P,15 апреля 2024 г.,,Юань,,,,,,,,,
1977,RU000A108AU5,18 апреля 2024 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные дисконтные неконвертируемые бездокументарные облигации с централизованным учетом прав серии C-1-1072,Бездокументарная,С централизованным учетом,6-1072-01000-B-001P,15 апреля 2024 г.,1 000.00,Юань,,,,,,,,,
1978,RU000A108AT7,18 апреля 2024 г.,Параметры ценной бумаги (выпуска),Банк ВТБ (публичное акционерное общество),7702070139,Cтруктурные процентные дисконтные неконвертируемые бездокументарные облигации с централизованным учетом прав серии C-1-1071,Бездокументарная,С централизованным учетом,6-1071-01000-B-001P,15 апреля 2024 г.,1 000.00,Юань,,,,,,,,,
2001,RU000A1089K2,11 апреля 2024 г.,Параметры ценной бумаги (выпуска),"Международная компания публичное акционерное общество ""Объединённая Компания ""РУСАЛ""""",3906394938,Биржевые облигации бездокументарные процентные неконвертируемые серии БО-001Р-07,Бездокументарная,С централизованным учетом,4B02-07-16677-A-001P,9 апреля 2024 г.,1 000.00,Юань,9 октября 2026 г.,,,,,,,,
2011,RU000A108975,9 апреля 2024 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-375,Бездокументарная,С централизованным учетом,6-375-01326-B-001P,4 апреля 2024 г.,,Юань,,,,,,,,,
2013,RU000A108959,9 апреля 2024 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-374,Бездокументарная,С централизованным учетом,6-374-01326-B-001P,4 апреля 2024 г.,1 000.00,Юань,,,,,,,,,
2014,RU000A108942,9 апреля 2024 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-373,Бездокументарная,С централизованным учетом,6-373-01326-B-001P,4 апреля 2024 г.,1 000.00,Юань,,,,,,,,,
2015,RU000A108934,9 апреля 2024 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-372,Бездокументарная,С централизованным учетом,6-372-01326-B-001P,4 апреля 2024 г.,1 000.00,Юань,,,,,,,,,
2016,RU000A108926,9 апреля 2024 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-371,Бездокументарная,С централизованным учетом,6-371-01326-B-001P,4 апреля 2024 г.,1 000.00,Юань,,,,,,,,,
2017,RU000A108918,9 апреля 2024 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-370,Бездокументарная,С централизованным учетом,6-370-01326-B-001P,4 апреля 2024 г.,1 000.00,Юань,,,,,,,,,
2018,RU000A108900,9 апреля 2024 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-369,Бездокументарная,С централизованным учетом,6-369-01326-B-001P,4 апреля 2024 г.,1 000.00,Юань,,,,,,,,,
2019,RU000A1088Z2,9 апреля 2024 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-368,Бездокументарная,С централизованным учетом,6-368-01326-B-001P,4 апреля 2024 г.,1 000.00,Юань,,,,,,,,,
2020,RU000A1088Y5,9 апреля 2024 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-367,Бездокументарная,С централизованным учетом,6-367-01326-B-001P,4 апреля 2024 г.,1 000.00,Юань,,,,,,,,,
2029,RU000A1088P3,9 апреля 2024 г.,Параметры ценной бумаги (выпуска),"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФА-БАНК""",7728168971,Структурные процентные неконвертируемые бездокументарные облигации с централизованным учетом прав серии С-1-366,Бездокументарная,С централизованным учетом,6-366-01326-B-001P,4 апреля 2024 г.,,Юань,,,,,,,,,
2061,RU000A1087L4,9 апреля 2024 г.,Параметры ценной бумаги (выпуска),"""Газпромбанк"" (Акционерное общество)",7744001497,Биржевые облигации процентные неконвертируемые бездокументарные с централизованным учетом прав серии 003P-07CNY,Бездокументарная,С централизованным учетом,4B02-07-00354-B-003P,13 июня 2023 г.,,Юань,,,,,,,,,
2068,RU000A1087C3,8 апреля 2024 г.,Параметры ценной бумаги (выпуска),"""Газпромбанк"" (Акционерное общество)",7744001497,Биржевые облигации процентные неконвертируемые бездокументарные серии 003P-06CNY,Бездокументарная,С централизованным учетом,4B02-06-00354-B-003P,13 июня 2023 г.,100.00,Юань,9 апреля 2027 г.,,,,,,,,
2165,RU000A1083N9,26 марта 2024 г.,Параметры ценной бумаги (выпуска),"публичное акционерное общество ""Нефтяная компания ""Роснефть""",7706107510,Биржевые облигации процентные неконвертируемые бездокументарные серии 004P-01,Бездокументарная,С централизованным учетом,4B02-01-00122-A-004P,21 марта 2024 г.,1 000.00,Юань,15 марта 2034 г.,,,,,,,,
2213,RU000A1080Z9,13 марта 2024 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Славянск ЭКО""",2370000496,Биржевые облигации процентные неконвертируемые бездокументарные серии 001P-03Y,Бездокументарная,С централизованным учетом,4B02-03-00039-L-001P,1 марта 2024 г.,1 000.00,Юань,12 марта 2026 г.,,,,,,,,
2403,RU000A107U99,21 февраля 2024 г.,Параметры ценной бумаги (выпуска),"Общество с ограниченной ответственностью ""Специализированное финансовое общество БКС Структурные Ноты""",7743298037,"Облигации структурные бездокументарные серии 27, процентные дисконтные неконвертируемые с залоговым обеспечением",Бездокументарная,С централизованным учетом,6-27-00508-R,15 февраля 2024 г.,,Юань,,,,,,,,,
2404,RU000A107U81,21 февраля 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Уральская Сталь""",5607019523,Биржевые облигации процентные неконвертируемые бездокументарные серии БО-001Р-03,Бездокументарная,С централизованным учетом,4B02-03-55163-E-001P,20 февраля 2024 г.,1 000.00,Юань,19 февраля 2026 г.,,,,,,,,
2508,RU000A107RH8,6 февраля 2024 г.,Параметры ценной бумаги (выпуска),"Международная компания публичное акционерное общество ""Объединённая Компания ""РУСАЛ""""",3906394938,Биржевые облигации бездокументарные процентные неконвертируемые серии БО-001Р-06,Бездокументарная,С централизованным учетом,4B02-06-16677-A-001P,2 февраля 2024 г.,1 000.00,Юань,5 августа 2026 г.,,,,,,,,
2630,RU000A107K18,10 января 2024 г.,Параметры ценной бумаги (выпуска),"Акционерное общество ""Холдинговая компания ""МЕТАЛЛОИНВЕСТ""",7705392230,Биржевые облигации процентные неконвертируемые бездокументарные с централизованным учетом прав серии 001P-07,Бездокументарная,С централизованным учетом,4B02-07-25642-H-001P,28 декабря 2023 г.,1 000.00,Юань,25 декабря 2025 г.,,,,,,,,
