,Company Name,Registration Number,Taxpayer Number,Subtitle,CBR Decission,CBR Structural Unit,Date
10,НАО «АГРОКОНЦЕПТ»,ОГРН не присвоен,ИНН не присвоен,"Банк России 30.05.2023 принял решение о государственной регистрации выпуска обыкновенных акций Непубличного акционерного общества «АГРОКОНЦЕПТ» (Московская область), размещаемых путем обмена на акции акционерного общества, создаваемого в результате преобразования, долей участников в уставном капитале реорганизуемого в форме преобразования Общества с ограниченной ответственностью «АГРОКОНЦЕПТ». Выпуску ценных бумаг присвоен регистрационный номер 1-01-87539-H.Решение о государственной регистрации указанного выпуска ценных бумаг вступает в силу с даты государственной регистрации Непубличного акционерного общества «АГРОКОНЦЕПТ».
Решение в отношении ценных бумаг
Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва",Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,30.05.2023 17:13
11,АО «ЗЭД-Капитал»,ОГРН 1217700635965,ИНН 9710094673,"Банк России 30.05.2023 принял решение о государственной регистрации дополнительного выпуска обыкновенных акций Акционерного общества «ЗЭД-Капитал» (г. Москва), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-87268-H-001D.",Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,30.05.2023 17:05
12,АО «Альфа концепт»,ОГРН 1217700178046,ИНН 7727463734,"Банк России 30.05.2023 принял решение о государственной регистрации отчета об итогах дополнительного выпуска обыкновенных акций Акционерного общества «Альфа концепт» (г. Москва), размещавшихся путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-01173-G-001D, дата регистрации дополнительного выпуска 25.06.2021, о признании указанного дополнительного выпуска ценных бумаг несостоявшимся в связи с неразмещением ни одной ценной бумаги и аннулировании его государственной регистрации.",Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,30.05.2023 16:02
13,АО «ВНИИНМ»,ОГРН 5087746697198,ИНН 7734598490,"Банк России 30.05.2023 принял решение о государственной регистрации дополнительного выпуска обыкновенных акций Акционерного общества «Высокотехнологический научно-исследовательский институт неорганических материалов имени академика А.А. Бочвара» (г. Москва), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-13398-A-012D.",Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,30.05.2023 15:40
14,АО «КИП «Мастер»,ОГРН 1041616023514,ИНН 1650120258,Банк России 30.05.2023 принял решение об аннулировании индивидуального кода 010D дополнительного выпуска обыкновенных акций акционерного общества «Камский индустриальный парк «Мастер» (Республика Татарстан) с регистрационным номером 1-01-56708-D-010D от 28.12.2021.,Решение в отношении ценных бумаг,Волго-Вятское главное управление Центрального банка Российской Федерации,30.05.2023 15:14
15,О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом,представленных ООО УК «Гамма Групп»,,Банк России 30.05.2023 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевым инвестиционным фондом со следующим полным названием: Закрытый паевой инвестиционный фонд недвижимости «РИФ Складской Федеральный 1».,Решение в отношении иных финансовых инструментов,Департамент корпоративных отношений,30.05.2023 14:36
16,АО НПЗ,ОГРН 1235000035203,ИНН 5074080786,"Банк России 30.05.2023 принял решение о государственной регистрации отчета об итогах выпуска обыкновенных акций Акционерного общества НПЗ (Московская область), размещенных путем обмена на акции акционерного общества, создаваемого в результате преобразования, долей участников в уставном капитале реорганизуемого в форме преобразования Общества с ограниченной ответственностью «Патрон», регистрационный номер выпуска 1-01-87509-H.",Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,30.05.2023 14:28
17,АО «Образовательные проекты»,ОГРН не присвоен,ИНН не присвоен,"Банк России 30.05.2023 принял решение о государственной регистрации выпуска обыкновенных акций Акционерного общества «Образовательные проекты» (г. Москва), размещаемых путем обмена на акции акционерного общества, создаваемого в результате преобразования, долей участников в уставном капитале реорганизуемого в форме преобразования Общества с ограниченной ответственностью «Образовательные проекты». Выпуску ценных бумаг присвоен регистрационный номер 1-01-87535-H.Решение о государственной регистрации указанного выпуска ценных бумаг вступает в силу с даты государственной регистрации Акционерного общества «Образовательные проекты».
Решение в отношении ценных бумаг
Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва",Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,30.05.2023 14:14
18,О корректировке сообщения,опубликованного 27.04.2023 в 16:04,"в отношении ПАО ""Россети""","Текст сообщения в уточненной редакции: Банк России 27.04.2023 принял решение об аннулировании индивидуальных кодов 105D, 106D, 107D, 108D дополнительных выпусков обыкновенных акций публичного акционерного общества «Федеральная сетевая компания - Россети» (г. Москва) с регистрационными номерами 1-01-65018-D-105D, 1-01-65018-D-106D, 1-01-65018-D-107D, 1-01-65018-D-108D от 15.12.2022 соответственно.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,30.05.2023 12:56
19,АО «ПАТП-1 г. Ярославля»,ОГРН 1167627074922,ИНН 7604306509,"Банк России 30.05.2023 принял решение о возобновлении эмиссии и государственной регистрации отчета об итогах дополнительного выпуска акций обыкновенных Акционерного общества «Пассажирское автотранспортное предприятие № 1 города Ярославля» (Ярославская область), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-84214-Н-002D.",Решение в отношении ценных бумаг,Отделение по Орловской области Главного управления Центрального банка Российской Федерации по Центральному федеральному округу,30.05.2023 12:34
20,АО «Стенд»,ОГРН 1043700611778,ИНН 3714083495,"Банк России 30.05.2023 принял решение о государственной регистрации отчета об итогах дополнительного выпуска акций обыкновенных Акционерного общества «Испытательный стенд Ивановской ГРЭС» (Ивановская область), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-03-10002-А-001D.",Решение в отношении ценных бумаг,Отделение по Орловской области Главного управления Центрального банка Российской Федерации по Центральному федеральному округу,30.05.2023 12:34
21,АО «Трест Гидромонтаж»,ОГРН 1027739318815,ИНН 7734047608,"Банк России 29.05.2023 принял решение о государственной регистрации изменений в решение о выпуске привилегированных акций типа А Акционерного общества «Трест Гидромонтаж» (г. Москва), государственный регистрационный номер выпуска 2-01-01085-A, дата государственной регистрации выпуска 14.03.1994, путем регистрации решения о выпуске ценных бумаг.",Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,30.05.2023 10:33
22,АО РТИ,ОГРН 1027739323831,ИНН 7713006449,"Банк России 29.05.2023 принял решение о государственной регистрации отчета об итогах дополнительного выпуска обыкновенных акций Акционерного общества «Радиотехнический институт имени академика А.Л. Минца» (г. Москва), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-01200-A-002D.",Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,30.05.2023 10:28
23,АО «ВЕРБЕКС Технологии»,ОГРН 1237700311551,ИНН 9706032635,"Банк России 29.05.2023 принял решение о государственной регистрации отчета об итогах выпуска обыкновенных акций Акционерного общества «ВЕРБЕКС Технологии» (г. Москва), размещенных путем обмена на акции акционерного общества, создаваемого в результате преобразования, долей участников в уставном капитале реорганизуемого в форме преобразования Общества с ограниченной ответственностью «ВЕРБЕКС - Речевые технологии и девайсы», регистрационный номер выпуска 1-01-87503-H.",Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,30.05.2023 10:27
24,АО «ЦФК»,ОГРН 1185958011656,ИНН 5906152876,"Банк России 29.05.2023 принял решение о государственной регистрации отчета об итогах дополнительного выпуска привилегированных акций Акционерного общества «Центр финансирования и комплектации» (г. Москва), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 2-01-12417-K-002D.",Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,30.05.2023 10:23
25,АО «ТИРЛИНА»,ОГРН не присвоен,ИНН не присвоен,"Банк России 29.05.2023 принял решение о государственной регистрации выпуска обыкновенных акций Акционерного общества «ТИРЛИНА» (г. Москва), размещаемых путем обмена на акции акционерного общества, создаваемого в результате преобразования, долей участников в уставном капитале реорганизуемого в форме преобразования Общества с ограниченной ответственностью «ТИРЛИНА». Выпуску ценных бумаг присвоен регистрационный номер 1-01-87548-H.Решение о государственной регистрации указанного выпуска ценных бумаг вступает в силу с даты государственной регистрации Акционерного общества «ТИРЛИНА».
Решение в отношении ценных бумаг
Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва",Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,30.05.2023 10:21
26,АО «Донинтурфлот»,ОГРН 1026103269004,ИНН 6164048531,"Банк России 29.05.2023 принял решение о приостановлении эмиссии обыкновенных акций Акционерного общества «Донинтурфлот» (г. Москва), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-09483-P-001D.",Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,30.05.2023 10:21
27,АО «МПК»,ОГРН 1025003469875,ИНН 5028015253,"Банк России 29.05.2023 принял решение о государственной регистрации отчета об итогах дополнительного выпуска привилегированных акций типа А Акционерного общества «Можайский полиграфический комбинат» (Московская область), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 2-01-07433-A-001D.",Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,30.05.2023 10:19
28,АО «ДСИО»,ОГРН 1073808009330,ИНН 3808166080,"Банк России 30.05.2023 принял решение о приостановлении эмиссии обыкновенных акций акционерного общества «Дорожная служба Иркутской области» (Иркутская область), размещаемых путем закрытой подписки.",Решение в отношении ценных бумаг,Сибирское главное управление Центрального банка Российской Федерации,30.05.2023 09:55
29,ПАО «ИФК «Инфраструктура»,ОГРН 1024701478878,ИНН 4708002443,"Банк России 29.05.2023 принял решение о государственной регистрации дополнительного выпуска обыкновенных акций Публичного акционерного общества «Инвестиционно-финансовая компания «Инфраструктура» (Ленинградская область), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-01295-D-002D.",Решение в отношении ценных бумаг,Северо-Западное главное управление Центрального банка Российской Федерации,30.05.2023 08:17
30,АО «Янтарное»,ОГРН 1022200730617,ИНН 2243001578,"Банк России 30.05.2023 принял решение об аннулировании государственного регистрационного номера 17-1п-745 от 07.06.1994, присвоенного выпуску обыкновенных акций акционерного общества «Янтарное» (Новосибирская область), и присвоении указанному выпуску регистрационного номера 1-01-35315-N.",Решение в отношении ценных бумаг,Сибирское главное управление Центрального банка Российской Федерации,30.05.2023 06:53
31,О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом,представленных ООО «СФН»,,Банк России 29.05.2023 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевым инвестиционным фондом со следующим полным названием: Закрытый паевой инвестиционный фонд недвижимости «Современный Арендный бизнес 7».,Решение в отношении иных финансовых инструментов,Департамент корпоративных отношений,29.05.2023 16:19
32,Об отказе в регистрации правил доверительного управления фондом,представленных ООО «УК «Атон-менеджмент»,,Банк России 29.05.2023 принял решение отказать в регистрации правил доверительного управления со следующим полным названием: Открытый паевой инвестиционный фонд рыночных финансовых инструментов «Атон – Всесезонный портфель».,Решение в отношении иных финансовых инструментов,Департамент корпоративных отношений,29.05.2023 16:19
33,О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом,представленных АО «Управляющая Компания ТРИНФИКО»,,Банк России 29.05.2023 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевым инвестиционным фондом со следующим полным названием: Открытый паевой инвестиционный фонд рыночных финансовых инструментов «ТРИНФИКО ЭКОФИНАНС».,Решение в отношении иных финансовых инструментов,Департамент корпоративных отношений,29.05.2023 16:19
34,О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом,представленных ООО Сбережения плюс,,Банк России 29.05.2023 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевым инвестиционным фондом со следующим полным названием: Закрытый паевой инвестиционный фонд недвижимости «РД 2».,Решение в отношении иных финансовых инструментов,Департамент корпоративных отношений,29.05.2023 16:19
35,О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом,представленных ООО УК «Альфа-Капитал»,,Банк России 29.05.2023 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевым инвестиционным фондом со следующим полным названием: Биржевой паевой инвестиционный фонд рыночных финансовых инструментов «Альфа-Капитал Управляемые облигации».,Решение в отношении иных финансовых инструментов,Департамент корпоративных отношений,29.05.2023 16:19
36,ООО «СФО БКС Структурные Ноты»,ОГРН 1197746248963,ИНН 7743298037,"Банк России 29.05.2023 принял решение о возобновлении эмиссии и государственной регистрации выпуска структурных неконвертируемых процентных бездокументарных облигаций серии 05 с залоговым обеспечением, предназначенных для квалифицированных инвесторов, общества с ограниченной ответственностью «Специализированное финансовое общество БКС Структурные Ноты» (г. Москва), размещаемых путем закрытой подписки. Выпуску ценных бумаг присвоен регистрационный номер 6-05-00508-R.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,29.05.2023 15:14
37,ПАО «МТС»,ОГРН 1027700149124,ИНН 7740000076,"Банк России 29.05.2023 принял решение о возобновлении эмиссии, государственной регистрации программ неконвертируемых процентных бездокументарных облигаций серий 001 и 002 и регистрации проспектов неконвертируемых процентных бездокументарных облигаций, размещаемых в рамках программ облигаций серий 001 и 002, публичного акционерного общества «Мобильные ТелеСистемы» (г. Москва). Программам облигаций присвоены регистрационные номера 4-04715-А-001P и 4-04715-А-002P.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,29.05.2023 15:14
38,ООО «СФО «Цефей-2»,ОГРН 1227700382480,ИНН 7730281340,"Банк России 29.05.2023 принял решение о государственной регистрации дополнительного выпуска структурных неконвертируемых процентных бездокументарных облигаций с залоговым обеспечением денежными требованиями серии А-1, предназначенных для квалифицированных инвесторов, общества с ограниченной ответственностью «Специализированное финансовое общество «Цефей-2» (г. Москва), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 6-01-00695-R.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,29.05.2023 15:14
39,АО «В/О «Союзхимэкспорт»,ОГРН 1127747284367,ИНН 7727795497,"Банк России 29.05.2023 принял решение о приостановлении эмиссии обыкновенных акций акционерного общества «Внешнеэкономическое объединение «Союзхимэкспорт» (г. Москва), размещаемых путем закрытой подписки.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,29.05.2023 15:14
40,АО «Чеченцемент»,ОГРН 1172036000113,ИНН 2012006949,"Банк России 29.05.2023 принял решение о государственной регистрации дополнительного выпуска обыкновенных акций акционерного общества «Чеченцемент» (Чеченская Республика), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-09310-P-001D.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,29.05.2023 15:14
41,ООО «СФО «Орион-6»,ОГРН 1227700902879,ИНН 7730295102,"Банк России 29.05.2023 принял решение о государственной регистрации выпуска структурных неконвертируемых процентных бездокументарных облигаций с залоговым обеспечением серии А-1, предназначенных для квалифицированных инвесторов, общества с ограниченной ответственностью «Специализированное финансовое общество «Орион-6» (г. Москва), размещаемых путем закрытой подписки. Выпуску ценных бумаг присвоен регистрационный номер 6-01-00717-R.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,29.05.2023 15:14
42,Банк ВТБ (ПАО),ОГРН 1027739609391,ИНН 7702070139,"Банк России 29.05.2023 принял решение о государственной регистрации выпуска структурных процентных неконвертируемых бездокументарных облигаций с централизованным учетом прав серии С-1-540, размещаемых в рамках программы облигаций Банка ВТБ (публичное акционерное общество) (г. Санкт-Петербург). Выпуску ценных бумаг присвоен регистрационный номер 6-540-01000-В-001P.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,29.05.2023 14:45
43,АО «Сетевая компания»,ОГРН 1021602830930,ИНН 1655049111,"Банк России 26.05.2023 принял решение о государственной регистрации изменений в документ, содержащий условия размещения акций обыкновенных акционерного общества «Сетевая компания» (Республика Татарстан), регистрационный номер дополнительного выпуска 1-02-65007-D-007D.",Решение в отношении ценных бумаг,Волго-Вятское главное управление Центрального банка Российской Федерации,29.05.2023 13:49
44,"АО ""ТОДЭП"" ОГРН 1067203269726",ИНН 7203175930,,Банк России 29.05.2023 принял решение об аннулировании индивидуального кода 009D дополнительного выпуска обыкновенных акций акционерного общества «Тюменское областное дорожно-эксплуатационное предприятие» (Тюменская область) с регистрационным номером 1-01-55207-Е-009D от 15.12.2022.,Решение в отношении ценных бумаг,Уральское главное управление Центрального банка Российской Федерации,29.05.2023 13:25
45,АО «ВЭЙ-ГРУПП»,ОГРН,ИНН не присвоены,"Банк России 29.05.2023 принял решение о приостановлении эмиссии обыкновенных акций акционерного общества «ВЭЙ-ГРУПП» (Красноярский край), размещаемых путем обмена на акции акционерного общества, создаваемого в результате преобразования, долей участников в уставном капитале реорганизуемого в форме преобразования общества с ограниченной ответственностью «ВЭЙ-ГРУПП».",Решение в отношении ценных бумаг,Сибирское главное управление Центрального банка Российской Федерации,29.05.2023 09:03
