,Company Name,Registration Number,Taxpayer Number,Subtitle,CBR Decission,CBR Structural Unit,Date
14,АО «Слава»,ОГРН 1021500674403,ИНН 1504000918,"Банк России 30.05.2024 принял решение о возобновлении эмиссии и государственной регистрации выпуска и отчета об итогах выпуска акций обыкновенных Акционерного общества «Слава» (Республика Северная Осетия-Алания), размещенных путем распределения акций среди учредителей акционерного общества. Выпуску ценных бумаг присвоен регистрационный номер 1-01-10875-Р.",Решение в отношении ценных бумаг,Южное главное управление Центрального банка Российской Федерации,30.05.2024 18:21
15,АО «ОЭЗ «Лотос»,ОГРН 1153023000767,ИНН 3023009439,Банк России 30.05.2024 принял решение об аннулировании индивидуального кода 012D дополнительного выпуска акций обыкновенных акционерного общества «Особая экономическая зона «Лотос» (Астраханская область) с регистрационным номером 1-01-35680-E-012D от 21.12.2023.,Решение в отношении ценных бумаг,Южное главное управление Центрального банка Российской Федерации,30.05.2024 18:21
16,АО «Медвежья гора»,ОГРН 1022304542369,ИНН 2348000243,"Банк России 30.05.2024 принял решение о государственной регистрации дополнительного выпуска акций обыкновенных Акционерного общества «Медвежья гора» (Краснодарский край), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-30064-Е-002D.",Решение в отношении ценных бумаг,Южное главное управление Центрального банка Российской Федерации,30.05.2024 18:20
17,О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом,представленных ООО «УК «Капитал-Траст-Инвест»,,Банк России 30.05.2024 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевым инвестиционным фондом со следующим полным названием: Закрытый паевой инвестиционный рентный фонд «Казанский рентный инвестиционный фонд».,Решение в отношении иных финансовых инструментов,Департамент корпоративных отношений,30.05.2024 18:13
18,О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом,представленных ООО «УК «Реальные инвестиции»,,Банк России 30.05.2024 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевым инвестиционным фондом со следующим полным названием: Закрытый паевой инвестиционный фонд недвижимости «Краснопресненский».,Решение в отношении иных финансовых инструментов,Департамент корпоративных отношений,30.05.2024 18:13
19,О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом,представленных АО «СОЛИД Менеджмент»,,Банк России 30.05.2024 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевым инвестиционным фондом со следующим полным названием: Закрытый паевой инвестиционный фонд недвижимости «Солид Рентный - 2».,Решение в отношении иных финансовых инструментов,Департамент корпоративных отношений,30.05.2024 18:13
20,О регистрации изменений и дополнений в правила доверительного управления паевыми инвестиционными фондами,представленных ООО «РСХБ Управление Активами»,,"Банк России 30.05.2024 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевыми инвестиционными фондами со следующими полными названиями: Биржевой паевой инвестиционный фонд рыночных финансовых инструментов «РСХБ - Индекс МосБиржи - РСПП Вектор устойчивого развития, полной доходности брутто (РСХБ Управление Активами)»; Биржевой паевой инвестиционный фонд рыночных финансовых инструментов «РСХБ – Корпоративные российские еврооблигации смарт бета».
Решение в отношении иных финансовых инструментов
Департамент корпоративных отношений",Решение в отношении иных финансовых инструментов,Департамент корпоративных отношений,30.05.2024 18:13
21,О регистрации правил доверительного управления паевым инвестиционным фондом,представленных ООО «УК «Атон-менеджмент»,,Банк России 30.05.2024 принял решение зарегистрировать правила доверительного управления паевым инвестиционным фондом со следующим полным названием: Биржевой паевой инвестиционный фонд рыночных финансовых инструментов «АТОН – Накопительный в юанях».,Решение в отношении иных финансовых инструментов,Департамент корпоративных отношений,30.05.2024 18:13
22,О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом,представленных АО «УК ТФГ»,,Банк России 30.05.2024 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевым инвестиционным фондом со следующим полным названием: Закрытый паевой инвестиционный фонд недвижимости «Печора».,Решение в отношении иных финансовых инструментов,Департамент корпоративных отношений,30.05.2024 18:13
23,О регистрации изменений и дополнений в правила доверительного управления паевыми инвестиционными фондами,представленных АО УК «Первая»,,"Банк России 30.05.2024 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевыми инвестиционными фондами со следующими полными названиями: Биржевой паевой инвестиционный фонд рыночных финансовых инструментов «Первая – Фонд Взвешенный смарт»; Биржевой паевой инвестиционный фонд рыночных финансовых инструментов  «Первая – Фонд Прогрессивный смарт»; Биржевой паевой инвестиционный фонд рыночных финансовых инструментов «Первая – Фонд Сберегательный в юанях»;Биржевой паевой инвестиционный фонд рыночных финансовых инструментов «Первая – Фонд Динамичный смарт»;Биржевой паевой инвестиционный фонд рыночных финансовых инструментов «Первая – Фонд Консервативный смарт»;  Биржевой паевой инвестиционный фонд рыночных финансовых инструментов «Первая – Фонд Осторожный смарт».
Решение в отношении иных финансовых инструментов
Департамент корпоративных отношений



2530.05.2024 17:47
АО «Исламский банкинг», ОГРН 1241600005470, ИНН 1655500694АО «Исламский банкинг», ОГРН 1241600005470, ИНН 1655500694
Банк России 30.05.2024 принял решение о государственной регистрации изменений в решение о выпуске акций обыкновенных акционерного общества «Исламский банкинг» (Республика Татарстан), регистрационный номер выпуска 1-01-06309-G.
Решение в отношении ценных бумаг
Волго-Вятское главное управление Центрального банка Российской Федерации



2630.05.2024 17:45
АО «Флот РТ», ОГРН 1231600027185, ИНН 1686028048АО «Флот РТ», ОГРН 1231600027185, ИНН 1686028048
Банк России 30.05.2024 принял решение о государственной регистрации изменений в документ, содержащий условия размещения акций обыкновенных акционерного общества «Флот Республики Татарстан» (Республика Татарстан), регистрационный номер дополнительного выпуска 1-01-04681-G-001D.
Решение в отношении ценных бумаг
Волго-Вятское главное управление Центрального банка Российской Федерации



2730.05.2024 17:42
АО «Радуга», ОГРН 1034316503385, ИНН 4346000570АО «Радуга», ОГРН 1034316503385, ИНН 4346000570
О корректировке информации в сообщении, опубликованном 30.03.2021 14:03 в отношении ОАО «Радуга», ОГРН 1034316503385Текст сообщения с учетом внесенных корректировок:Банк России 30.03.2021 принял решение об аннулировании государственного регистрационного номера 40-1-014 от 15.08.1997, присвоенного выпуску акций привилегированных открытого акционерного общества «Радуга» (Кировская область), и присвоении указанному выпуску регистрационного номера 2-02-10955-E.
Решение в отношении ценных бумаг
Волго-Вятское главное управление Центрального банка Российской Федерации



2830.05.2024 16:40
АО «СПЕЦТЕХ», ОГРН 1247700292157, ИНН 9731133531АО «СПЕЦТЕХ», ОГРН 1247700292157, ИНН 9731133531
Банк России 30.05.2024 принял решение о приостановлении эмиссии обыкновенных акций НЕПУБЛИЧНОГО АКЦИОНЕРНОГО ОБЩЕСТВА «СПЕЦТЕХ» (г. Москва), размещенных путем обмена на акции акционерного общества, создаваемого в результате преобразования, долей участников в уставном капитале реорганизуемого в форме преобразования Общества с ограниченной ответственностью «СпецТех», регистрационный номер выпуска 1-01-87640-H.
Решение в отношении ценных бумаг
Департамент корпоративных отношений



2930.05.2024 16:26
АО «Совхоз «Ведлозерский», ОГРН 1081038000240, ИНН 1021504755АО «Совхоз «Ведлозерский», ОГРН 1081038000240, ИНН 1021504755
Банк России 30.05.2024 принял решение об аннулировании индивидуального кода 003D дополнительного выпуска обыкновенных акций Акционерного общества «Совхоз «Ведлозерский» с регистрационным номером 1-01-04504-D-003D от 24.01.2024.
Решение в отношении ценных бумаг
Северо-Западное главное управление Центрального банка Российской Федерации



3030.05.2024 16:26
АО «РУССАЛМ», ОГРН 1232900006657, ИНН 2901315507АО «РУССАЛМ», ОГРН 1232900006657, ИНН 2901315507
Банк России 30.05.2024 принял решение об аннулировании индивидуального кода 001D дополнительного выпуска обыкновенных акций Акционерного общества «АЛМАЗЫ РУССКОГО СЕВЕРА» с регистрационным номером 1-01-05588-G-001D от 23.01.2024.
Решение в отношении ценных бумаг
Северо-Западное главное управление Центрального банка Российской Федерации



3130.05.2024 16:26
АО «Гарантийный фонд Республики Коми», ОГРН 1101101011153, ИНН 1101205870АО «Гарантийный фонд Республики Коми», ОГРН 1101101011153, ИНН 1101205870
Банк России 30.05.2024 принял решение о государственной регистрации дополнительного выпуска обыкновенных акций Акционерного общества «Гарантийный фонд Республики Коми» (Республика Коми), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-02-04993-D-007D.
Решение в отношении ценных бумаг
Северо-Западное главное управление Центрального банка Российской Федерации



3230.05.2024 16:26
АО «ПСЗ «Янтарь», ОГРН 1023901861213, ИНН 3900000111АО «ПСЗ «Янтарь», ОГРН 1023901861213, ИНН 3900000111
Банк России 30.05.2024 принял решение о государственной регистрации дополнительного выпуска обыкновенных акций Акционерного общества «Прибалтийский судостроительный завод «Янтарь» (Калининградская область), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-02357-D-005D.
Решение в отношении ценных бумаг
Северо-Западное главное управление Центрального банка Российской Федерации



3330.05.2024 15:12
АО «Лискинское ПАТП», ОГРН 1033684500772, ИНН 3652007170АО «Лискинское ПАТП», ОГРН 1033684500772, ИНН 3652007170
Банк России 30.05.2024 принял решение о государственной регистрации отчета об итогах дополнительного выпуска акций обыкновенных Акционерного общества «Лискинское пассажирское автотранспортное предприятие» (Воронежская область), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-42444-A-023D.
Решение в отношении ценных бумаг
Департамент корпоративных отношений



3430.05.2024 15:12
АО «СЕЛЛЕР», ОГРН 1244400001570, ИНН 4400019444АО «СЕЛЛЕР», ОГРН 1244400001570, ИНН 4400019444
Банк России 30.05.2024 принял решение о государственной регистрации отчета об итогах выпуска акций обыкновенных Акционерного общества «СЕЛЛЕР» (Костромская область), размещенных путем обмена на акции акционерного общества, создаваемого в результате преобразования, долей участников в уставном капитале реорганизуемого в форме преобразования Общества с ограниченной ответственностью «СЕЛЛЕР», регистрационный номер выпуска 1-01-87636-H.
Решение в отношении ценных бумаг
Департамент корпоративных отношений



3530.05.2024 14:24
АО «АК «ЖДЯ», ОГРН 1021401044500, ИНН 1435073060АО «АК «ЖДЯ», ОГРН 1021401044500, ИНН 1435073060
Банк России 30.05.2024 принял решение об аннулировании индивидуального кода 005D дополнительного выпуска обыкновенных акций акционерного общества «Акционерная компания «Железные дороги Якутии» (Республика Саха (Якутия)) с регистрационным номером 1-02-20452-F-005D от 21.12.2020.
Решение в отношении ценных бумаг
Департамент корпоративных отношений



3630.05.2024 14:24
АО «АПРИ», ОГРН 1197456003360, ИНН 7453326003АО «АПРИ», ОГРН 1197456003360, ИНН 7453326003
Банк России 30.05.2024 принял решение об аннулировании индивидуального кода 001D дополнительного выпуска обыкновенных акций акционерного общества «АПРИ» (Челябинская область) с регистрационным номером 1-01-12464-K-001D от 09.11.2023.
Решение в отношении ценных бумаг
Департамент корпоративных отношений



3730.05.2024 14:24
АО «Юнивер», ОГРН 1207800146971, ИНН 7801690292АО «Юнивер», ОГРН 1207800146971, ИНН 7801690292
Банк России 30.05.2024 принял решение об аннулировании индивидуального кода 001D дополнительного выпуска обыкновенных акций акционерного общества «Юнивер» (г. Санкт-Петербург) с регистрационным номером 1-01-00671-G-001D от 27.11.2023.
Решение в отношении ценных бумаг
Департамент корпоративных отношений



3830.05.2024 14:23
АО «ШАРД», ОГРН 1227700522719, ИНН 9704159322АО «ШАРД», ОГРН 1227700522719, ИНН 9704159322
Банк России 30.05.2024 принял решение о государственной регистрации отчета об итогах дополнительного выпуска обыкновенных акций Акционерного общества «ШАРД» (г. Москва), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-03336-G-002D.
Решение в отношении ценных бумаг
Департамент корпоративных отношений



3930.05.2024 14:23
АО «ВНИИВ», ОГРН 1067746598523, ИНН 7710628297АО «ВНИИВ», ОГРН 1067746598523, ИНН 7710628297
Банк России 30.05.2024 принял решение о государственной регистрации отчета об итогах дополнительного выпуска обыкновенных акций акционерного общества «Научно-исследовательский институт вагоностроения» (г. Москва), размещенных путем распределения дополнительных акций среди акционеров, регистрационный номер дополнительного выпуска 1-01-11638-А-001D.
Решение в отношении ценных бумаг
Департамент корпоративных отношений



4030.05.2024 14:23
АО «ГТЛК», ОГРН 1027739407189, ИНН 7720261827АО «ГТЛК», ОГРН 1027739407189, ИНН 7720261827
Банк России 30.05.2024 принял решение о государственной регистрации отчета об итогах дополнительного выпуска обыкновенных акций акционерного общества «Государственная транспортная лизинговая компания» (Ямало-Ненецкий автономный округ), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-32432-H-010D.
Решение в отношении ценных бумаг
Департамент корпоративных отношений



4130.05.2024 14:23
АО «СОКОЛ-ЭНЕРГО», ОГРН 1177746534514, ИНН 7743211526АО «СОКОЛ-ЭНЕРГО», ОГРН 1177746534514, ИНН 7743211526
Банк России 30.05.2024 принял решение о государственной регистрации отчета об итогах дополнительного выпуска обыкновенных акций Акционерного общества «СОКОЛ-ЭНЕРГО» (г. Москва), размещенных путем конвертации в акции акционерного общества, к которому осуществляется присоединение, акций присоединяемого Акционерного общества «СОЦИУМ-ЭНЕРГОСИСТЕМЫ», регистрационный номер дополнительного выпуска 1-01-85091-Н-001D.
Решение в отношении ценных бумаг
Департамент корпоративных отношений



4230.05.2024 14:23
ПАО «Селигдар», ОГРН 1071402000438, ИНН 1402047184ПАО «Селигдар», ОГРН 1071402000438, ИНН 1402047184
Банк России 30.05.2024 принял решение о государственной регистрации изменений в программу и проспект неконвертируемых процентных бездокументарных облигаций серии 001SLZ публичного акционерного общества «Селигдар» (Республика Саха (Якутия)), регистрационный номер программы 4-32694-F-001P.
Решение в отношении ценных бумаг
Департамент корпоративных отношений



4330.05.2024 14:23
АО «ПРОМОМЕД», ОГРН 1217700349459, ИНН 9702034818АО «ПРОМОМЕД», ОГРН 1217700349459, ИНН 9702034818
Банк России 30.05.2024 принял решение о государственной регистрации дополнительного выпуска и регистрации проспекта обыкновенных акций публичного акционерного общества «ПРОМОМЕД» (г. Москва), размещаемых путем открытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-01622-G.Решение о государственной регистрации дополнительного выпуска акций и о регистрации проспекта акций при приобретении обществом публичного статуса вступают в силу со дня внесения в единый государственный реестр юридических лиц сведений о фирменном наименовании общества, содержащем указание на то, что общество является публичным.
Решение в отношении ценных бумаг
Департамент корпоративных отношений



4430.05.2024 14:23
АО «Эксперт Бизнес - Решения», ОГРН не присвоен, ИНН не присвоенАО «Эксперт Бизнес - Решения», ОГРН не присвоен, ИНН не присвоен
Банк России 30.05.2024 принял решение о государственной регистрации выпуска обыкновенных акций Акционерного общества «Эксперт Бизнес - Решения» (г. Москва), размещаемых путем обмена на акции акционерного общества, создаваемого в результате преобразования, долей участников в уставном капитале реорганизуемого в форме преобразования Общества с ограниченной ответственностью «Эксперт Бизнес-Решения». Выпуску ценных бумаг присвоен регистрационный номер 1-01-87694-H.Решение о государственной регистрации указанного выпуска ценных бумаг вступает в силу с даты государственной регистрации Акционерного общества «Эксперт Бизнес - Решения».
Решение в отношении ценных бумаг
Департамент корпоративных отношений



4530.05.2024 14:22
АО «СиМ-Сайл», ОГРН 1037739147930, ИНН 7722099351АО «СиМ-Сайл», ОГРН 1037739147930, ИНН 7722099351
Банк России 30.05.2024 принял решение о государственной регистрации выпуска и отчета об итогах выпуска обыкновенных акций Акционерного общества «СиМ-Сайл» (г. Москва), размещенных путем распределения среди учредителей. Выпуску ценных бумаг присвоен регистрационный номер 1-01-16817-А.
Решение в отношении ценных бумаг
Департамент корпоративных отношений



4630.05.2024 14:22
АО «СмартСтаффинг», ОГРН не присвоен, ИНН не присвоенАО «СмартСтаффинг», ОГРН не присвоен, ИНН не присвоен
Банк России 30.05.2024 принял решение о государственной регистрации выпуска обыкновенных акций Акционерного общества «СмартСтаффинг» (г. Москва), размещаемых путем обмена на акции акционерного общества, создаваемого в результате преобразования, долей участников в уставном капитале реорганизуемого в форме преобразования Общества с ограниченной ответственностью «СмартСтаффинг». Выпуску ценных бумаг присвоен регистрационный номер 1-01-16815-A.Решение о государственной регистрации указанного выпуска ценных бумаг вступает в силу с даты государственной регистрации Акционерного общества «СмартСтаффинг».
Решение в отношении ценных бумаг
Департамент корпоративных отношений



4730.05.2024 14:22
ПАО «МТС», ОГРН 1027700149124, ИНН 7740000076ПАО «МТС», ОГРН 1027700149124, ИНН 7740000076
Банк России 30.05.2024 принял решение о государственной регистрации выпуска неконвертируемых процентных бездокументарных облигаций серии 001-02, размещаемых в рамках программы облигаций серии 001, публичного акционерного общества «Мобильные ТелеСистемы» (г. Москва). Выпуску ценных бумаг присвоен регистрационный номер 4-02-04715-А-001P.
Решение в отношении ценных бумаг
Департамент корпоративных отношений



4830.05.2024 14:22
ПАО «Полюс», ОГРН 1068400002990, ИНН 7703389295ПАО «Полюс», ОГРН 1068400002990, ИНН 7703389295
Банк России 30.05.2024 принял решение о государственной регистрации выпуска неконвертируемых процентных бездокументарных облигаций серии ЗО28-Д публичного акционерного общества «Полюс» (г. Москва), размещаемых путем открытой подписки. Выпуску ценных бумаг присвоен регистрационный номер 4-01-55192-Е.
Решение в отношении ценных бумаг
Департамент корпоративных отношений



4930.05.2024 14:21
АО «Монтажник», ОГРН 1023102159233, ИНН 3117000216АО «Монтажник», ОГРН 1023102159233, ИНН 3117000216
Банк России 30.05.2024 принял решение об аннулировании индивидуального кода 001D дополнительного выпуска обыкновенных акций Акционерного общества «Монтажник» (Белгородская область) с регистрационным номером 1-02-42247-A-001D от 13.09.2023.
