,Company Name,Registration Number,Taxpayer Number,Subtitle,CBR Decission,CBR Structural Unit,Date
14,"АО ""Камчатскгражданпроект""",ОГРН не присвоен,ИНН не присвоен,"Банк России 28.04.2023 принял решение о возобновлении эмиссии и государственной регистрации выпуска акций обыкновенных акционерного общества ""Камчатскгражданпроект"" (Камчатский край), размещаемых путем приобретения акций акционерного общества, создаваемого в результате преобразования, Российской Федерацией, субъектом Российской Федерации или муниципальным образованием, являющимся собственником имущества реорганизуемого в форме преобразования государственного унитарного предприятия Камчатского края ""Камчатскгражданпроект"". Выпуску ценных бумаг присвоен регистрационный номер 1-01-59321-N.Решение о государственной регистрации указанного выпуска ценных бумаг вступает в силу с даты государственной регистрации акционерного общества ""Камчатскгражданпроект"".
Решение в отношении ценных бумаг
Дальневосточное главное управление Центрального банка Российской Федерации",Решение в отношении ценных бумаг,Дальневосточное главное управление Центрального банка Российской Федерации,28.04.2023 10:23
15,"АО ""Чукотснаб""",ОГРН 1198709000654,ИНН 8709908421,"Банк России 28.04.2023 принял решение о государственной регистрации дополнительного выпуска акций обыкновенных акционерного общества ""Чукотснаб"" (Чукотский автономный округ), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-59246-N-001D.",Решение в отношении ценных бумаг,Дальневосточное главное управление Центрального банка Российской Федерации,28.04.2023 09:43
16,"АО ""ГКС""",ОГРН,ИНН не присвоены,"Банк России 28.04.2023 принял решение о возобновлении эмиссии и государственной регистрации выпуска акций обыкновенных акционерного общества ""ГКС"" (Приморский край), размещаемых путем обмена на акции акционерного общества, создаваемого в результате преобразования, долей участников в уставном капитале реорганизуемого в форме преобразования общества с ограниченной ответственностью ""Глобал Экспорт Эдженси"". Выпуску ценных бумаг присвоен регистрационный номер 1-01-59320-N. Решение о государственной регистрации указанного выпуска ценных бумаг вступает в силу с даты государственной регистрации акционерного общества ""ГКС"".
Решение в отношении ценных бумаг
Дальневосточное главное управление Центрального банка Российской Федерации",Решение в отношении ценных бумаг,Дальневосточное главное управление Центрального банка Российской Федерации,28.04.2023 09:43
17,ОАО «Колыванское РТП»,ОГРН 1025405624529,ИНН 5424101467,"Банк России 28.04.2023 принял решение об аннулировании государственного регистрационного номера 51-1п-363 от 10.08.1993, присвоенного выпуску обыкновенных  акций открытого акционерного общества «Колыванское Ремонтно-Техническое предприятие» (Новосибирская область), и присвоении указанному выпуску регистрационного номера 1-01-13487-F.",Решение в отношении ценных бумаг,Сибирское главное управление Центрального банка Российской Федерации,28.04.2023 09:20
18,АО «ИнМед Маркет»,ОГРН 1235400011417,ИНН 5406830160,"Банк России 28.04.2023 принял решение о государственной регистрации отчета об итогах выпуска привилегированных акций акционерного общества «ИнМед Маркет» (Новосибирская область), размещенных путем обмена на акции акционерного общества, создаваемого в результате преобразования, долей участников в уставном капитале реорганизуемого в форме преобразования общества с ограниченной ответственностью «ИнМед Маркет», регистрационный номер выпуска 2-01-36154-N.",Решение в отношении ценных бумаг,Сибирское главное управление Центрального банка Российской Федерации,28.04.2023 09:18
19,АО «ИнМед Маркет»,ОГРН 1235400011417,ИНН 5406830160,"Банк России 28.04.2023 принял решение о государственной регистрации отчета об итогах выпуска обыкновенных акций акционерного общества «ИнМед Маркет» (Новосибирская область), размещенных путем обмена на акции акционерного общества, создаваемого в результате преобразования, долей участников в уставном капитале реорганизуемого в форме преобразования общества с ограниченной ответственностью «ИнМед Маркет», регистрационный номер выпуска 1-01-36154-N.",Решение в отношении ценных бумаг,Сибирское главное управление Центрального банка Российской Федерации,28.04.2023 09:16
20,"АО ""Фирма ""Снабженец""",ОГРН 1026500535555,ИНН 6501091923,"Банк России от 28.04.2023 принял решение о государственной регистрации отчета об итогах дополнительного выпуска акций обыкновенных акционерного общества ""Фирма Снабженец"" (Сахалинская область), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-58575-N-001D.",Решение в отношении ценных бумаг,Дальневосточное главное управление Центрального банка Российской Федерации,28.04.2023 08:13
21,АО «Коммунальщик Дона»,ОГРН 1046166004521,ИНН 6166050504,Банк России 27.04.2023 принял решение об аннулировании индивидуального кода 005D дополнительного выпуска акций обыкновенных Акционерного общества «Коммунальщик Дона» (Ростовская область) с регистрационным номером 1-01-34021-E-005D от 29.11.2022.,Решение в отношении ценных бумаг,Южное главное управление Центрального банка Российской Федерации,27.04.2023 18:17
22,АО «САТ»,ОГРН 1020700756746,ИНН 0711020572,Банк России 27.04.2023 принял решение об аннулировании индивидуального кода 001D дополнительного выпуска акций обыкновенных Акционерного общества «СПЕЦАВТОТЕХ» (Кабардино-Балкарская Республика) с регистрационным номером 1-01-06258-Е-001D от 21.02.2022.,Решение в отношении ценных бумаг,Южное главное управление Центрального банка Российской Федерации,27.04.2023 18:17
23,АО «Туроверовское»,ОГРН 1026102193699,ИНН 6149007499,"Банк России 27.04.2023 принял решение о государственной регистрации отчета об итогах выпуска акций привилегированных Акционерного общества «Туроверовское» (Ростовская область), размещенных путем закрытой подписки, регистрационный номер выпуска 2-01-59517-Р.",Решение в отношении ценных бумаг,Южное главное управление Центрального банка Российской Федерации,27.04.2023 18:17
24,АО «Краснодарский завод «Нефтемаш»,ОГРН 1022301195916,ИНН 2308026372,"Банк России 27.04.2023 принял решение о государственной регистрации отчета об итогах дополнительного выпуска акций обыкновенных Акционерного общества «Краснодарский завод «Нефтемаш» (Краснодарский край), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-02-30156-Е-002D.",Решение в отношении ценных бумаг,Южное главное управление Центрального банка Российской Федерации,27.04.2023 18:17
25,АО «ФАРУС»,ОГРН 1207700495353,ИНН 9705151125,"Банк России 27.04.2023 принял решение о государственной регистрации отчета об итогах дополнительного выпуска обыкновенных акций Акционерного общества «ФАРУС» (г. Москва), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-87137-H-001D.",Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,27.04.2023 17:55
26,ОАО «РЖД»,ОГРН 1037739877295,ИНН 7708503727,"Банк России 27.04.2023 принял решение о государственной регистрации дополнительных выпусков обыкновенных и привилегированных акций типа Б открытого акционерного общества «Российские железные дороги» (г. Москва), размещаемых путем закрытой подписки. Дополнительным выпускам ценных бумаг присвоены регистрационные номера 1-01-65045-D-033D и 2-03-65045-D-001D соответственно.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,27.04.2023 17:21
27,АО «СПУТНИК»,ОГРН,ИНН не присвоены,"Банк России 27.04.2023 принял решение о государственной регистрации выпуска обыкновенных акций Акционерного общества «СПУТНИК» (Санкт-Петербург), размещаемых путем обмена на акции акционерного общества, создаваемого в результате преобразования, долей участников в уставном капитале реорганизуемого в форме преобразования Общества с ограниченной ответственностью «СПУТНИК». Выпуску ценных бумаг присвоен регистрационный номер 1-01-32287-J.Решение о государственной регистрации указанного выпуска ценных бумаг вступает в силу с даты государственной регистрации Акционерного общества «СПУТНИК».
Решение в отношении ценных бумаг
Северо-Западное главное управление Центрального банка Российской Федерации",Решение в отношении ценных бумаг,Северо-Западное главное управление Центрального банка Российской Федерации,27.04.2023 16:38
28,АО НПП «АМЭ»,ОГРН 1037841007896,ИНН 7819029855,"Банк России 27.04.2023 принял решение о государственной регистрации отчета об итогах дополнительного выпуска обыкновенных акций Акционерного общества Научно-производственного предприятия «Авиационная и Морская Электроника» (Санкт-Петербург), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-14742-J-001D.",Решение в отношении ценных бумаг,Северо-Западное главное управление Центрального банка Российской Федерации,27.04.2023 16:38
29,АО «Наука и инновации»,ОГРН 1117746621211,ИНН 7706760091,Банк России 27.04.2023 принял решение об аннулировании индивидуального кода 002D дополнительного выпуска обыкновенных акций акционерного общества «Наука и инновации» (г. Москва) с регистрационным номером 1-01-76921-H-002D от 09.01.2020.,Решение в отношении ценных бумаг,Департамент корпоративных отношений,27.04.2023 16:04
30,ПАО «Россети»,ОГРН 1024701893336,ИНН 4716016979,"Банк России 27.04.2023 принял решение об аннулировании индивидуальных кодов 105D, 106D, 107D, 108D дополнительных выпусков обыкновенных акций публичного акционерного общества «Федеральная сетевая компания - Россети» (г. Москва) с регистрационными номерами 1-01-65018-D-105D, 1-01-65018-106D, 1-01-65018-107D, 1-01-65018-108D от 15.12.2022 соответственно.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,27.04.2023 16:04
31,АО «МА «Симферополь»,ОГРН 1149102173109,ИНН 9102065317,Банк России 27.04.2023 принял решение об аннулировании индивидуального кода 009D дополнительного выпуска обыкновенных акций акционерного общества «Международный аэропорт «Симферополь» (Республика Крым) с регистрационным номером 1-01-50407-A-009D от 05.12.2022.,Решение в отношении ценных бумаг,Департамент корпоративных отношений,27.04.2023 16:04
32,АО «КРЖС»,ОГРН 1132540006675,ИНН 2540193110,Банк России 27.04.2023 принял решение об аннулировании индивидуального кода 011D дополнительного выпуска обыкновенных акций акционерного общества «Корпорация развития жилищного строительства» (Приморский край) с регистрационным номером 1-01-50157-A-011D от 24.11.2022.,Решение в отношении ценных бумаг,Департамент корпоративных отношений,27.04.2023 16:04
33,АО «Мосотделстрой № 1»,ОГРН 1177746438760,ИНН 9718062105,"Банк России 27.04.2023 принял решение о государственной регистрации отчета об итогах дополнительного выпуска обыкновенных акций акционерного общества «Мосотделстрой № 1» (г. Москва), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-84814-H-002D.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,27.04.2023 16:04
34,АО «КРЖС»,ОГРН 1132540006675,ИНН 2540193110,"Банк России 27.04.2023 принял решение о государственной регистрации отчета об итогах дополнительного выпуска обыкновенных акций акционерного общества «Корпорация развития жилищного строительства» (Приморский край), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-50157-A-012D.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,27.04.2023 16:04
35,ППК «Фонд развития территорий»,ОГРН 5177746100032,ИНН 7704446429,"Банк России 27.04.2023 принял решение о государственной регистрации выпуска неконвертируемых процентных бездокументарных облигаций серии 001Р-19, размещаемых в рамках программы облигаций серии 001Р c регистрационным номером 4-00013-Т-001Р, публично-правовой компании «Фонд развития территорий» (г. Москва). Выпуску ценных бумаг присвоен регистрационный номер 4-18-00014-Т-001P.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,27.04.2023 16:04
36,ООО «СОПФ «Инфраструктурные облигации»,ОГРН 1217700023177,ИНН 9704044804,"Банк России 27.04.2023 принял решение о государственной регистрации выпуска неконвертируемых процентных бездокументарных облигаций с залоговым обеспечением, размещаемых в рамках программы облигаций, общества с ограниченной ответственностью «Специализированное общество проектного финансирования «Инфраструктурные облигации» (г. Москва). Выпуску ценных бумаг присвоен регистрационный номер 4-05-00598-R-001P.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,27.04.2023 16:03
37,ПАО «Сахалинэнерго»,ОГРН 1026500522685,ИНН 6500000024,"Банк России 27.04.2023 принял решение о приостановлении эмиссии обыкновенных акций публичного акционерного общества энергетики и электрификации «Сахалинэнерго» (Сахалинская область), размещаемых путем открытой подписки, регистрационный номер дополнительного выпуска 1-03-00272-A-003D.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,27.04.2023 16:03
38,АО «Биг-Маг Шоп»,,,"Банк России 27.04.2023 принял решение об отказе в государственной регистрации выпуска обыкновенных акций акционерного общества «Биг-Маг Шоп» (г. Москва), размещаемых путем приобретения единственным учредителем.
Решение в отношении ценных бумаг
Департамент корпоративных отношений",Решение в отношении ценных бумаг,Департамент корпоративных отношений,27.04.2023 16:03
39,АО «НПК Фламберт»,,,"Банк России 27.04.2023 принял решение об отказе в государственной регистрации выпуска обыкновенных акций акционерного общества «Научно-производственная компания Фламберт» (г. Москва), размещаемых путем приобретения единственным учредителем.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,27.04.2023 16:03
40,АО «ЯрГЭТ»,ОГРН 1117602000064,ИНН 7602082331,Банк России 27.04.2023 принял решение об аннулировании индивидуального кода 001D дополнительного выпуска обыкновенных акций Акционерного общества «Яргорэлектротранс» (Ярославская область) с регистрационным номером 1-02-14540-A-001D от 12.04.2022.,Решение в отношении ценных бумаг,Отделение по Орловской области Главного управления Центрального банка Российской Федерации по Центральному федеральному округу,27.04.2023 16:01
41,"АО ""Асбестоцемент"" ОГРН 1027400805794",ИНН 7412000806,,"Банк России 27.04.2023 принял решение о государственной регистрации отчета об итогах выпуска привилегированных акций акционерного общества «Асбестоцемент» (Челябинская область), размещенных путем закрытой подписки, регистрационный номер выпуска 2-01-45038-D.",Решение в отношении ценных бумаг,Уральское главное управление Центрального банка Российской Федерации,27.04.2023 14:22
42,АО «Крымхлеб»,ОГРН 1199112010360,ИНН 9102256223,Банк России 27.04.2023 принял решение об аннулировании индивидуального кода 002D дополнительного выпуска обыкновенных акций акционерного общества «Крымхлеб» (Республика Крым) с регистрационным номером 1-01-16621-А-002D от 13.12.2022.,Решение в отношении ценных бумаг,Отделение по Республике Крым Южного главного управления Центрального банка Российской Федерации,27.04.2023 14:01
43,"АКБ ""СЛАВИЯ"" (АО)",ОГРН 1027739228758,ИНН 7726000596,"Банк России 27.04.2023 принял решение о государственной регистрации отчета об итогах дополнительного выпуска обыкновенных акций Акционерного коммерческого банка ""СЛАВИЯ"" (акционерное общество) (г. Москва), размещавшихся путем закрытой подписки, регистрационный номер дополнительного выпуска ценных бумаг 10102664B007D, дата регистрации дополнительного выпуска ценных бумаг 04.04.2022, о признании указанного дополнительного выпуска ценных бумаг несостоявшимся в связи с неразмещением ни одной ценной бумаги и аннулировании его государственной регистрации.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,27.04.2023 13:29
44,Банк ВТБ (ПАО),ОГРН 1027739609391,ИНН 7702070139,"Банк России 27.04.2023 принял решение о государственной регистрации изменений в решение о выпуске структурных процентных неконвертируемых бездокументарных облигаций с централизованным учетом прав серии С-1-154, размещенных в рамках программы облигаций, Банка ВТБ (публичное акционерное общество) (г. Санкт-Петербург), регистрационный номер выпуска 6-154-01000-В-001P.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,27.04.2023 13:29
45,"АО ""Банк Финсервис""",ОГРН 1087711000013,ИНН 7750004270,Банк России 27.04.2023 принял решение об аннулировании индивидуального кода 006D дополнительного выпуска обыкновенных акций Акционерного общества «Банк Финсервис» (г. Москва) с регистрационным номером 10103388В006D от 23.06.2022.,Решение в отношении ценных бумаг,Департамент корпоративных отношений,27.04.2023 13:17
46,АО «Пансионат с лечением «Верхневолжский»,ОГРН 1026901729304,ИНН 6911000302,"Банк России 27.04.2023 принял решение о государственной регистрации дополнительного выпуска обыкновенных акций Акционерного общества «Пансионат с лечением «Верхневолжский» (Тверская область), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-64248-Н-001D.",Решение в отношении ценных бумаг,Отделение по Орловской области Главного управления Центрального банка Российской Федерации по Центральному федеральному округу,27.04.2023 12:56
47,АО «Лискинское ПАТП»,ОГРН 1033684500772,ИНН 3652007170,Банк России 27.04.2023 принял решение об аннулировании индивидуального кода 019D дополнительного выпуска обыкновенных акций Акционерного общества «Лискинское пассажирское автотранспортное предприятие» (Воронежская область) с регистрационным номером 1-01-42444-A-019D от 21.11.2022.,Решение в отношении ценных бумаг,Отделение по Орловской области Главного управления Центрального банка Российской Федерации по Центральному федеральному округу,27.04.2023 12:44
48,О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом,представленных АО УК «БКС»,,Банк России 27.04.2023 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевым инвестиционным фондом со следующим полным названием: Биржевой паевой инвестиционный фонд рыночных финансовых инструментов «БКС Глобальные доходные облигации»,Решение в отношении иных финансовых инструментов,Департамент корпоративных отношений,27.04.2023 12:03
