,Company Name,Registration Number,Taxpayer Number,Subtitle,CBR Decission,CBR Structural Unit,Date
10,ПАО «ОАК»,ОГРН 1067759884598,ИНН 7708619320,Банк России 29.08.2024 принял решение об аннулировании индивидуального кода 008D дополнительного выпуска обыкновенных акций публичного акционерного общества «Объединенная авиастроительная корпорация» (г. Москва) с регистрационным номером 1-02-55306-E-008D от 08.12.2022.,Решение в отношении ценных бумаг,Департамент корпоративных отношений,30.08.2024 10:53
11,ООО «СФО БКС Структурные Ноты»,ОГРН 1197746248963,ИНН 7743298037,"Банк России 29.08.2024 принял решение о государственной регистрации выпусков структурных неконвертируемых процентных дисконтных бездокументарных облигаций с залоговым обеспечением серий 39, 40, 41, 42, 43, 44 и 45, предназначенных для квалифицированных инвесторов, общества с ограниченной ответственностью «Специализированное финансовое общество БКС Структурные Ноты» (г. Москва), размещаемых путем закрытой подписки. Выпускам ценных бумаг присвоены регистрационные номера 6-39-00508-R, 6-40-00508-R, 6-41-00508-R, 6-42-00508-R, 6-43-00508-R, 6-44-00508-R и 6-45-00508-R соответственно.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,30.08.2024 10:53
12,АО «ЧНГ Газификация»,ОГРН 1249100011962,ИНН 9102298985,"Банк России 30.08.2024 принял решение о государственной регистрации отчета об итогах выпуска акций обыкновенных акционерного общества «Черноморнефтегаз Газификация» (Республика Крым), размещенных путем обмена на акции акционерного общества, создаваемого в результате преобразования, долей участников в уставном капитале реорганизуемого в форме преобразования общества с ограниченной ответственностью «Черноморнефтегаз Газификация», регистрационный номер выпуска 1-01-16862-А.",Решение в отношении ценных бумаг,Отделение по Республике Крым Южного главного управления Центрального банка Российской Федерации,30.08.2024 10:38
13,"АО ""РКЦ""",ОГРН,ИНН не присвоены,"Банк России 30.08.2024 принял решение о государственной регистрации выпуска акций обыкновенных акционерного общества ""Расчетно-кассовый центр жилищно-коммунального хозяйства Владивостока"" (Приморский край), размещаемых путем приобретения акций акционерного общества, создаваемого в результате преобразования, Российской Федерацией, субъектом Российской Федерации или муниципальным образованием, являющимся собственником имущества реорганизуемого в форме преобразования муниципального унитарного предприятия ""Расчетно-кассовый центр жилищно-коммунального хозяйства Владивостока"". Выпуску ценных бумаг присвоен регистрационный номер 1-01-59327-N.Решение о государственной регистрации указанного выпуска ценных бумаг вступает в силу с даты государственной регистрации акционерного общества ""Расчетно-кассовый центр жилищно-коммунального хозяйства Владивостока"".
Решение в отношении ценных бумаг
Дальневосточное главное управление Центрального банка Российской Федерации",Решение в отношении ценных бумаг,Дальневосточное главное управление Центрального банка Российской Федерации,30.08.2024 09:00
14,АО «ИКТ»,ОГРН 1082310017800,ИНН 2310134142,Банк России 29.08.2024 принял решение об аннулировании индивидуального кода 001D дополнительного выпуска акций обыкновенных Акционерного общества «Институт Корпоративных Технологий» (Краснодарский край) с регистрационным номером 1-01-75135-Р-001D от 25.12.2023.,Решение в отношении ценных бумаг,Южное главное управление Центрального банка Российской Федерации,29.08.2024 18:36
15,"АО СК ""Двадцать первый век""",ОГРН 1027808760539,ИНН 7817021522,"Банк России 29.08.2024 принял решение о государственной регистрации отчета об итогах дополнительного выпуска обыкновенных акций Акционерного общества ""Страховая компания ""Двадцать первый век"" (г. Санкт-Петербург), размещенных путем распределения дополнительных акций среди акционеров, регистрационный номер дополнительного выпуска 1-01-00079-Z-009D.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,29.08.2024 17:08
16,О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом,представленных ООО «УК «Капитал-Траст-Инвест»,,Банк России 29.08.2024 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевым инвестиционным фондом со следующим полным названием: Закрытый паевой инвестиционный рентный фонд «Казанский земельный инвестиционный фонд».,Решение в отношении иных финансовых инструментов,Департамент корпоративных отношений,29.08.2024 15:38
17,О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом,представленных АО УК «БКС»,,Банк России 29.08.2024 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевым инвестиционным фондом со следующим полным названием: Открытый паевой инвестиционный фонд рыночных финансовых инструментов «БКС Российские Еврооблигации».,Решение в отношении иных финансовых инструментов,Департамент корпоративных отношений,29.08.2024 15:38
18,О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом,представленных ООО «УК «Прагма Капитал»,,Банк России 29.08.2024 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевым инвестиционным фондом со следующим полным названием: Закрытый паевой инвестиционный фонд недвижимости «ФОРУМ».,Решение в отношении иных финансовых инструментов,Департамент корпоративных отношений,29.08.2024 15:38
19,О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом,представленных ООО УК «Альфа-Капитал»,,Банк России 29.08.2024 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевым инвестиционным фондом со следующим полным названием: Открытый паевой инвестиционный фонд рыночных финансовых инструментов «Альфа - Капитал Сбалансированный с выплатой дохода».,Решение в отношении иных финансовых инструментов,Департамент корпоративных отношений,29.08.2024 15:38
20,О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом,представленных АО УК «Первая»,,Банк России 29.08.2024 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевым инвестиционным фондом со следующим полным названием: Открытый паевой инвестиционный фонд рыночных финансовых инструментов «Первая - Накопительный».,Решение в отношении иных финансовых инструментов,Департамент корпоративных отношений,29.08.2024 15:38
21,АО «АЭЛИТА»,ОГРН 1244400002472,ИНН 4400020320,"Банк России 29.08.2024 принял решение о государственной регистрации отчета об итогах выпуска акций обыкновенных Акционерного общества «АЭЛИТА» (Костромская область), размещенных путем обмена на акции акционерного общества, создаваемого в результате преобразования, долей участников в уставном капитале реорганизуемого в форме преобразования Общества с ограниченной ответственностью «АЭЛИТА», регистрационный номер выпуска 1-01-87681-H.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,29.08.2024 14:09
22,АО «БИЛД АКТИВ»,ОГРН и ИНН не присвоены,,"Банк России 28.08.2024 принял решение о государственной регистрации выпуска акций обыкновенных Акционерного общества «БИЛД АКТИВ» (Костромская область), размещаемых путем распределения акций акционерного общества, создаваемого в результате выделения, среди акционеров Акционерного общества «Билдинг», реорганизуемого в форме выделения. Выпуску ценных бумаг присвоен регистрационный номер 1-01-87711-H.Решение о государственной регистрации указанного выпуска ценных бумаг вступает в силу с даты государственной регистрации Акционерного общества «БИЛД АКТИВ».
Решение в отношении ценных бумаг
Департамент корпоративных отношений",Решение в отношении ценных бумаг,Департамент корпоративных отношений,29.08.2024 12:20
23,АО «Смоленскотель»,ОГРН 1026701429732,ИНН 6730013243,"Банк России 28.08.2024 принял решение о государственной регистрации отчета об итогах дополнительного выпуска акций обыкновенных Акционерного общества «Смоленскотель» (Смоленская область), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-03-01903-А-001D.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,29.08.2024 12:20
24,АО «БИЛД»,ОГРН и ИНН не присвоены,,"Банк России 28.08.2024 принял решение о государственной регистрации выпуска акций обыкновенных Акционерного общества «БИЛД» (Костромская область), размещаемых путем распределения акций акционерного общества, создаваемого в результате выделения, среди акционеров Акционерного общества «Билдинг», реорганизуемого в форме выделения. Выпуску ценных бумаг присвоен регистрационный номер 1-01-87712-H.Решение о государственной регистрации указанного выпуска ценных бумаг вступает в силу с даты государственной регистрации Акционерного общества «БИЛД».
Решение в отношении ценных бумаг
Департамент корпоративных отношений",Решение в отношении ценных бумаг,Департамент корпоративных отношений,29.08.2024 12:20
25,Банк ВТБ (ПАО),ОГРН 1027739609391,ИНН 7702070139,"Банк России 29.08.2024 принял решение о государственной регистрации выпусков структурных процентных дисконтных неконвертируемых бездокументарных облигаций с централизованным учетом прав серий С-1-1279, С-1-1280, размещаемых в рамках программы облигаций Банка ВТБ (публичное акционерное общество) (г. Санкт-Петербург). Выпускам ценных бумаг присвоены регистрационные номера 6-1279-01000-В-001P, 6-1280-01000-В-001P соответственно.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,29.08.2024 12:15
26,АО «ИК «Горизонт»,ОГРН не присвоен,ИНН не присвоен,"Банк России 29.08.2024 принял решение о государственной регистрации выпуска обыкновенных акций Акционерного общества «Инвестиционная компания «Горизонт» (г. Москва), размещаемых путём обмена на акции акционерного общества, создаваемого в результате преобразования, долей участников в уставном капитале реорганизуемого в форме преобразования Общества с ограниченной ответственностью «Управляющая компания «Горизонт». Выпуску ценных бумаг присвоен регистрационный номер 1-01-16885-А.В соответствии со статьей 27.5-5 Федерального закона от 22.04.1996 № 39-ФЗ «О рынке ценных бумаг» решение о государственной регистрации выпуска эмиссионных ценных бумаг, подлежащих размещению при реорганизации, вступает в силу с даты государственной регистрации юридического лица, являющегося эмитентом.
Решение в отношении ценных бумаг
Департамент корпоративных отношений",Решение в отношении ценных бумаг,Департамент корпоративных отношений,29.08.2024 12:11
27,"АО ""Бани""",ОГРН,ИНН не присвоены,"Банк России 29.08.2024 принял решение о государственной регистрации выпуска акций обыкновенных акционерного общества ""Бани"" (Сахалинская область), размещаемых путем приобретения акций акционерного общества, создаваемого в результате преобразования, Российской Федерацией, субъектом Российской Федерации или муниципальным образованием, являющимся собственником имущества реорганизуемого в форме преобразования муниципального унитарного предприятия ""Бани - 2"" городского округа «Город Южно-Сахалинск». Выпуску ценных бумаг присвоен регистрационный номер 1-01-59329-N.Решение о государственной регистрации указанного выпуска ценных бумаг вступает в силу с даты государственной регистрации акционерного общества ""Бани"".
Решение в отношении ценных бумаг
Дальневосточное главное управление Центрального банка Российской Федерации",Решение в отношении ценных бумаг,Дальневосточное главное управление Центрального банка Российской Федерации,29.08.2024 11:33
28,"АО ""Центр""",ОГРН,ИНН не присвоены,"Банк России 29.08.2024 принял решение о государственной регистрации выпуска акций обыкновенных акционерного общества ""Центр"" (Забайкальский край), размещаемых путем приобретения акций акционерного общества, создаваемого в результате преобразования, Российской Федерацией, субъектом Российской Федерации или муниципальным образованием, являющимся собственником имущества реорганизуемого в форме преобразования унитарного муниципального предприятия ""Центр"". Выпуску ценных бумаг присвоен регистрационный номер 1-01-59328-N.Решение о государственной регистрации указанного выпуска ценных бумаг вступает в силу с даты государственной регистрации акционерного общества ""Центр"".
Решение в отношении ценных бумаг
Дальневосточное главное управление Центрального банка Российской Федерации",Решение в отношении ценных бумаг,Дальневосточное главное управление Центрального банка Российской Федерации,29.08.2024 11:33
29,ЗАО «Оснастка»,ОГРН 1024300749110,ИНН 4341015357,"Банк России 29.08.2024 принял решение о государственной регистрации изменений в решение о выпуске акций привилегированных закрытого акционерного общества «Опытный завод по производству технологической оснастки» (Кировская область), государственный регистрационный номер выпуска 2-01-15362-P, дата государственной регистрации выпуска 27.05.1997.",Решение в отношении ценных бумаг,Волго-Вятское главное управление Центрального банка Российской Федерации,29.08.2024 11:27
30,АО «Город»,ОГРН,ИНН не присвоены,"Банк России 28.08.2024 принял решение о приостановлении эмиссии акций обыкновенных акционерного общества «Город» (Республика Марий Эл), размещаемых путем приобретения акций акционерного общества, создаваемого в результате преобразования, муниципальным образованием, являющимся собственником имущества реорганизуемого в форме преобразования муниципального унитарного предприятия «Город» муниципального образования «Город Йошкар-Ола».",Решение в отношении ценных бумаг,Волго-Вятское главное управление Центрального банка Российской Федерации,29.08.2024 11:27
31,АО «Почта России»,ОГРН 1197746000000,ИНН 7724490000,"Банк России 28.08.2024 принял решение о государственной регистрации дополнительного выпуска обыкновенных акций акционерного общества «Почта России» (г. Москва), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-16643-А-002D.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,29.08.2024 10:14
32,ООО «СФО Актиниум»,ОГРН 1227700784651,ИНН 9729334551,"Банк России 28.08.2024 принял решение о государственной регистрации изменений в решение о выпуске структурных неконвертируемых процентных бездокументарных облигаций серии АСТ-1 с залоговым обеспечением денежными требованиями, предназначенных для квалифицированных инвесторов, общества с ограниченной ответственностью «Специализированное финансовое общество Актиниум» (г. Москва), регистрационный номер выпуска 6-01-00728-R.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,29.08.2024 10:14
33,АО «ГТЛК»,ОГРН 1027739407189,ИНН 7720261827,"Банк России 28.08.2024 принял решение о государственной регистрации выпуска неконвертируемых процентных бездокументарных облигаций серии 005Р-31, размещаемых в рамках программы облигаций серии 005Р, акционерного общества «Государственная транспортная лизинговая компания» (Ямало-Ненецкий автономный округ). Выпуску ценных бумаг присвоен регистрационный номер 4-33-32432-Н-003P.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,29.08.2024 10:14
34,АО «НТЦ ЗМКС»,ОГРН не присвоен,ИНН не присвоен,"Банк России 28.08.2024 принял решение о возобновлении эмиссии и государственной регистрации выпуска обыкновенных акций акционерного общества «Научно-технический центр Защищённые мобильные комплексы и системы» (г. Москва), размещаемых путем обмена на акции акционерного общества, создаваемого в результате преобразования, долей участников в уставном капитале реорганизуемого в форме преобразования общества с ограниченной ответственностью «Научно-технический центр Защищённые мобильные комплексы и системы». Выпуску ценных бумаг присвоен регистрационный номер 1-01-16854-А. Решение о государственной регистрации указанного выпуска ценных бумаг вступает в силу с даты государственной регистрации акционерного общества «Научно-технический центр Защищённые мобильные комплексы и системы».",Решение в отношении ценных бумаг,Департамент корпоративных отношений,29.08.2024 10:14
35,АО «Люблинский рынок»,ОГРН не присвоен,ИНН не присвоен,"Банк России 28.08.2024 принял решение о государственной регистрации выпуска обыкновенных акций акционерного общества «Люблинский рынок» (г. Москва), размещаемых путем приобретения акций акционерного общества, создаваемого в результате преобразования, субъектом Российской Федерации, являющимся собственником имущества реорганизуемого в форме преобразования государственного унитарного предприятия города Москвы «Люблинский рынок». Выпуску ценных бумаг присвоен регистрационный номер 1-01-16883-A. Решение о государственной регистрации указанного выпуска ценных бумаг вступает в силу с даты государственной регистрации акционерного общества «Люблинский рынок».",Решение в отношении ценных бумаг,Департамент корпоративных отношений,29.08.2024 10:14
36,АО «ЦЕМГРАД-Терминал»,ОГРН 1067847281040,ИНН 7810052190,"Банк России 28.08.2024 принял решение о признании дополнительного выпуска обыкновенных акций акционерного общества «ЦЕМГРАД-Терминал» (г. Москва), регистрационный номер дополнительного выпуска 1-01-17775-J-002D, несостоявшимся и аннулировании его государственной регистрации.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,29.08.2024 10:14
37,ООО СФО «ФинКод»,ОГРН 1213200003972,ИНН 3257080451,"Банк России 28.08.2024 принял решение о государственной регистрации выпуска неконвертируемых процентных бездокументарных облигаций с залоговым обеспечением общества с ограниченной ответственностью Специализированное финансовое общество «ФинКод» (Брянская область), размещаемых путем закрытой подписки. Выпуску ценных бумаг присвоен регистрационный номер 4-03-00703-R.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,29.08.2024 10:14
38,ПАО «ЗПЗР»,ОГРН 1021300661425,ИНН 1308038496,"Банк России 28.08.2024 принял решение о государственной регистрации дополнительного выпуска акций обыкновенных публичного акционерного общества «Зубово-Полянский завод радиодеталей» (Республика Мордовия), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-10830-E-001D.",Решение в отношении ценных бумаг,Волго-Вятское главное управление Центрального банка Российской Федерации,29.08.2024 09:03
39,АО «УСК-технологии»,ОГРН 1081001016876,ИНН 1001013533,"Банк России 28.08.2024 принял решение об отказе в государственной регистрации изменений в решение о выпуске обыкновенных акций Акционерного общества «УСК-технологии» (Санкт-Петербург), государственный регистрационный номер выпуска 1-01-21015-J от 01.10.2009.",Решение в отношении ценных бумаг,Северо-Западное главное управление Центрального банка Российской Федерации,29.08.2024 08:37
40,"АО ""Севгранкарьер"" ОГРН 1026602949603",ИНН 6659005925,,Банк России 28.08.2024 принял решение об аннулировании индивидуального кода 001D дополнительного выпуска обыкновенных акций акционерного общества «Северский гранитный карьер» (Свердловская область) с регистрационным номером 1-01-32461-D-001D от 31.01.2024.,Решение в отношении ценных бумаг,Уральское главное управление Центрального банка Российской Федерации,28.08.2024 13:37
41,"АО ""УК ""Промышленный парки Югры"" ОГРН 1118601001298",ИНН 8601044254,,"Банк России 28.08.2024 принял решение о приостановлении эмиссии обыкновенных акций акционерного общества ""Управляющая компания ""Промышленные парки Югры"", (Ханты-Мансийский автономный округ - Югра), размещаемых путем закрытой подписки.",Решение в отношении ценных бумаг,Уральское главное управление Центрального банка Российской Федерации,28.08.2024 13:34
