,Company Name,Registration Number,Taxpayer Number,Subtitle,CBR Decission,CBR Structural Unit,Date
10,АО «ДСК»,ОГРН не присвоен,ИНН не присвоен,"Банк России 31.01.2023 принял решение о государственной регистрации выпуска обыкновенных акций Акционерного общества «ДСК» (г. Москва), размещаемых путем обмена на акции акционерного общества, создаваемого в результате преобразования, долей участников в уставном капитале реорганизуемого в форме преобразования Общества с ограниченной ответственностью «ДСК». Выпуску ценных бумаг присвоен регистрационный номер 1-01-87457-Н.Решение о государственной регистрации указанного выпуска ценных бумаг вступает в силу с даты государственной регистрации Акционерного общества «ДСК».
Решение в отношении ценных бумаг
Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва",Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,31.01.2023 15:47
11,АО «ЛАЛ»,ОГРН 1104823004714,ИНН 4825068173,"Банк России 31.01.2023 принял решение о государственной регистрации дополнительного выпуска акций обыкновенных Акционерного общества «Липецкие автобусные линии» (Липецкая область), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-02-43747-A-001D.",Решение в отношении ценных бумаг,Отделение по Орловской области Главного управления Центрального банка Российской Федерации по Центральному федеральному округу,31.01.2023 15:24
12,"АО ""АИРТО"" ОГРН 1087232037595",ИНН 7203223118,,"Банк России 31.01.2023 принял решение о государственной регистрации отчета об итогах дополнительного выпуска обыкновенных акций акционерного общества «Агентство инфраструктурного развития Тюменской области» (Тюменская область), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-55424-Е-001D.",Решение в отношении ценных бумаг,Уральское главное управление Центрального банка Российской Федерации,31.01.2023 15:22
13,"АО ""Терминал-Рощино"" ОГРН 1027200813716",ИНН 7204003620,,"Банк России 31.01.2023 принял решение о государственной регистрации отчета об итогах дополнительного выпуска обыкновенных акций акционерного общества «Терминал-Рощино» (Тюменская область), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-00239-F-008D.",Решение в отношении ценных бумаг,Уральское главное управление Центрального банка Российской Федерации,31.01.2023 15:22
14,"АО ""Корпорация развития РС(Я)""",ОГРН 1141447024938,ИНН 1435289661,"Банк России от 31.01.2023 принял решение о государственной регистрации отчета об итогах дополнительного выпуска акций обыкновенных акционерного общества ""Корпорация развития Республики Саха (Якутия)"" (Республика Саха (Якутия), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-59072-N-006D.",Решение в отношении ценных бумаг,Дальневосточное главное управление Центрального банка Российской Федерации,31.01.2023 10:17
15,АО «НПП «Исток» им. Шокина»,ОГРН 1135050007400,ИНН 5050108496,"Банк России 30.01.2023 принял решение о государственной регистрации отчета об итогах дополнительного выпуска обыкновенных акций акционерного общества «Научно-производственное предприятие «Исток» имени А.И. Шокина» (Московская область), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-15713-A-004D.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,30.01.2023 15:51
16,АО «ЦАТ»,ОГРН 1187746120407,ИНН 7733325690,"Банк России 30.01.2023 принял решение о государственной регистрации отчета об итогах дополнительного выпуска обыкновенных акций акционерного общества «Центр аддитивных технологий» (г. Москва), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-85545-Н-001D.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,30.01.2023 15:51
17,ПАО «АСЗ»,ОГРН 1022700514605,ИНН 2703000015,"Банк России 30.01.2023 принял решение о государственной регистрации дополнительного выпуска обыкновенных акций публичного акционерного общества «Амурский судостроительный завод» (Хабаровский край), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-02-30661-F-008D.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,30.01.2023 15:50
18,АО «Крымэнерго»,ОГРН 1086621000432,ИНН 6621014889,"Банк России 30.01.2023 принял решение о приостановлении эмиссии обыкновенных акций акционерного общества «Крымэнерго» (Республика Крым), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-33433-D-002D.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,30.01.2023 15:50
19,ООО «СФО Феррум»,ОГРН 1227700299012,ИНН 9703089496,"Банк России 30.01.2023 принял решение о приостановлении эмиссии структурных неконвертируемых процентных бездокументарных облигаций серии MNR-1 с залоговым обеспечением, предназначенных для квалифицированных инвесторов, общества с ограниченной ответственностью «Специализированное финансовое общество Феррум» (г. Москва), размещаемых путем закрытой подписки.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,30.01.2023 15:50
20,АО «АЛЬФА-БАНК»,ОГРН 1027700067328,ИНН 7728168971,"Банк России 30.01.2023 принял решение о государственной регистрации выпусков структурных процентных неконвертируемых бездокументарных облигаций с централизованным учетом прав серий С-1-36, С-1-37, С-1-38, С-1-39, размещаемых в рамках программы облигаций АКЦИОНЕРНОГО ОБЩЕСТВА «АЛЬФА-БАНК» (г. Москва). Выпускам ценных бумаг присвоены регистрационные номера 6-36-01326-B-001P, 6-37-01326-B-001P, 6-38-01326-B-001P, 6-39-01326-B-001P соответственно.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,30.01.2023 15:49
21,О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом,представленных АО УК «Первая»,,Банк России 30.01.2023 принял решение зарегистрировать изменения и дополнения в правила доверительного управления Закрытым паевым инвестиционным фондом недвижимости «Современный Арендный бизнес 2».,Решение в отношении иных финансовых инструментов,Департамент корпоративных отношений,30.01.2023 15:48
22,О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом,представленных ООО «СФН»,,Банк России 30.01.2023 принял решение зарегистрировать изменения и дополнения в правила доверительного управления Закрытым паевым инвестиционным фондом недвижимости «Современный Арендный бизнес 7».,Решение в отношении иных финансовых инструментов,Департамент корпоративных отношений,30.01.2023 15:48
23,О регистрации изменений и дополнений в правила доверительного управления паевыми инвестиционными фондами,представленных ООО «УК «Райффайзен Капитал»,,"Банк России 30.01.2023 принял решение зарегистрировать изменения и дополнения в правила доверительного управления:Биржевым паевым инвестиционным фондом рыночных финансовых инструментов «Райффайзен - Тактическая Стратегия Биржевых фондов»;Биржевым паевым инвестиционным фондом рыночных финансовых инструментов «Райффайзен – Сбалансированная Стратегия Биржевых фондов».
Решение в отношении иных финансовых инструментов
Департамент корпоративных отношений",Решение в отношении иных финансовых инструментов,Департамент корпоративных отношений,30.01.2023 15:48
