,Company Name,Registration Number,Taxpayer Number,Subtitle,CBR Decission,CBR Structural Unit,Date
10,АО «Делай медиа»,ОГРН,ИНН не присвоены,"Банк России 28.06.2024 принял решение о государственной регистрации выпуска обыкновенных акций акционерного общества «Делай медиа» (Кемеровская область - Кузбасс), размещаемых путем приобретения акций акционерного общества, создаваемого в результате преобразования, муниципальным образованием, являющимся собственником имущества реорганизуемого в форме преобразования муниципального унитарного предприятия города Киселевска «Телерадиокомпания «Киселевск». Выпуску ценных бумаг присвоен регистрационный номер 1-01-36335-N. Решение о государственной регистрации указанного выпуска ценных бумаг вступает в силу с даты государственной регистрации акционерного общества «Делай медиа».
Решение в отношении ценных бумаг
Сибирское главное управление Центрального банка Российской Федерации",Решение в отношении ценных бумаг,Сибирское главное управление Центрального банка Российской Федерации,28.06.2024 11:55
11,АО «ОЭЗ ТРТ «Бирюзовая Катунь»,ОГРН 1082203000010,ИНН 2232008701,"Банк России 28.06.2024 принял решение о государственной регистрации отчета об итогах дополнительного выпуска обыкновенных акций акционерного общества «Особая экономическая зона туристско-рекреационного типа «Бирюзовая Катунь» (Алтайский край), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-55341-Е-004D.",Решение в отношении ценных бумаг,Сибирское главное управление Центрального банка Российской Федерации,28.06.2024 11:55
12,АО «ТК – Центральный»,ОГРН 1245700001887,ИНН 5700009255,"Банк России 28.06.2024 принял решение о государственной регистрации отчета об итогах выпуска акций обыкновенных Акционерного общества «Торговый комплекс – Центральный» (Орловская область), размещенных путем приобретения акций акционерного общества, создаваемого в результате преобразования, Российской Федерацией, субъектом Российской Федерации или муниципальным образованием, являющимся собственником имущества реорганизуемого в форме преобразования Муниципального унитарного торгового предприятия «Ливенское», регистрационный номер выпуска 1-01-87655-Н.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,28.06.2024 11:53
13,АО «ВПАТП № 3»,ОГРН 1123668005130,ИНН 3665086660,"Банк России 28.06.2024 принял решение о государственной регистрации дополнительного выпуска акций обыкновенных Акционерного общества «Воронежское пассажирское автотранспортное предприятие № 3» (Воронежская область), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-43909-A-006D.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,28.06.2024 11:53
14,ЗАО «Союзтеплострой-Петербург»,ОГРН 1027810323507,ИНН 7826694274,"Банк России  27.06.2024 принял решение о государственной регистрации изменений в решение о выпуске обыкновенных акций Закрытого акционерного общества «Союзтеплострой-Петербург» (Санкт-Петербург), государственный регистрационный номер выпуска 1-01-03631-J от 23.11.1998.",Решение в отношении ценных бумаг,Северо-Западное главное управление Центрального банка Российской Федерации,28.06.2024 09:37
15,АО «Коломяжское»,ОГРН 1097847272500,ИНН 7814448098,Банк России 27.06.2024 принял решение об аннулировании индивидуального кода 004D дополнительного выпуска обыкновенных акций Акционерного общества «Коломяжское» с регистрационным номером 1-01-04983-D-004D от 22.12.2023.,Решение в отношении ценных бумаг,Северо-Западное главное управление Центрального банка Российской Федерации,28.06.2024 09:37
16,АО «Коми холдинг»,ОГРН 1151101002425,ИНН 1101051490,"Банк России 27.06.2024 принял решение о государственной регистрации дополнительного выпуска обыкновенных акций Акционерного общества «Коми холдинговая компания» (Республика Коми), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-02-50385-A-004D.",Решение в отношении ценных бумаг,Северо-Западное главное управление Центрального банка Российской Федерации,28.06.2024 09:37
17,АО «Гефест»,ОГРН 1227800051786,ИНН 7842202353,Банк России 27.06.2024 принял решение об аннулировании индивидуального кода 003D дополнительного выпуска обыкновенных акций Акционерного общества «Гефест» с регистрационным номером 1-01-02540-G-003D от 26.01.2024.,Решение в отношении ценных бумаг,Северо-Западное главное управление Центрального банка Российской Федерации,28.06.2024 09:37
18,АО «ЭТАЛОН»,ОГРН 1027810300440,ИНН 7826009627,Банк России 27.06.2024 принял решение об аннулировании индивидуального кода 001D дополнительного выпуска обыкновенных акций Акционерного общества «ЭТАЛОН» с регистрационным номером 1-01-02604-D-001D от 01.12.2023.,Решение в отношении ценных бумаг,Северо-Западное главное управление Центрального банка Российской Федерации,28.06.2024 09:37
19,АО «Группа компаний «ВЛП»,ОГРН 1113525015581,ИНН 3525268892,Банк России 27.06.2024 принял решение об аннулировании индивидуального кода 001D дополнительного выпуска обыкновенных акций Акционерного общества «Группа компаний «Вологодские лесопромышленники» с регистрационным номером 1-02-22789-J-001D от 14.11.2023.,Решение в отношении ценных бумаг,Северо-Западное главное управление Центрального банка Российской Федерации,28.06.2024 09:37
20,АО «ГЕСЕР»,ОГРН 1044701331905,ИНН 4706021264,Банк России 27.06.2024 принял решение об аннулировании индивидуального кода 002D дополнительного выпуска обыкновенных акций Акционерного общества «ГЕСЕР» с регистрационным номером 1-01-18397-J-002D от 23.01.2024.,Решение в отношении ценных бумаг,Северо-Западное главное управление Центрального банка Российской Федерации,28.06.2024 09:37
21,АО «ВЕРТЕКС»,ОГРН 1037821026484,ИНН 7810180435,Банк России 27.06.2024 принял решение об аннулировании индивидуального кода 002D дополнительного выпуска обыкновенных акций Акционерного общества «ВЕРТЕКС» с регистрационным номером 1-01-06818-J-002D от 31.01.2024.,Решение в отношении ценных бумаг,Северо-Западное главное управление Центрального банка Российской Федерации,28.06.2024 09:37
22,АО «Предпортовый»,ОГРН 1024702184650,ИНН 4720002778,Банк России 27.06.2024 принял решение об аннулировании индивидуального кода 002D дополнительного выпуска обыкновенных акций Акционерного общества «Предпортовый» с регистрационным номером 1-01-06915-J-002D от 23.11.2023.,Решение в отношении ценных бумаг,Северо-Западное главное управление Центрального банка Российской Федерации,28.06.2024 09:37
23,АО «АПК БЕЛИФФ ГАЗ»,ОГРН 1147847191876,ИНН 7805652308,Банк России 27.06.2024 принял решение об аннулировании индивидуального кода 002D дополнительного выпуска обыкновенных акций Акционерного общества «АПК БЕЛИФФ ГАЗ» с регистрационным номером 1-01-24182-J-002D от 09.02.2024.,Решение в отношении ценных бумаг,Северо-Западное главное управление Центрального банка Российской Федерации,28.06.2024 09:37
24,АО «Коммунальщик Дона»,ОГРН 1046166004521,ИНН 6166050504,"Банк России 27.06.2024 принял решение о государственной регистрации дополнительного выпуска акций обыкновенных Акционерного общества «Коммунальщик Дона» (Ростовская область), размещаемых путем конвертации в акции акционерного общества, к которому осуществляется присоединение, акций присоединяемого Акционерного общества «Комбинат благоустройства» Пролетарского района. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-34021-E-006D.",Решение в отношении ценных бумаг,Южное главное управление Центрального банка Российской Федерации,27.06.2024 18:35
25,АО «Жутовский элеватор»,ОГРН 1023405960698,ИНН 3421001206,Банк России 27.06.2024 принял решение об аннулировании индивидуального кода 001D дополнительного выпуска акций обыкновенных Акционерного общества «Жутовский элеватор» (Волгоградская область) с регистрационным номером 1-01-31453-E-001D от 30.11.2023.,Решение в отношении ценных бумаг,Южное главное управление Центрального банка Российской Федерации,27.06.2024 18:31
26,АО «УК ФранчКэмп»,ОГРН 1227700910140,ИНН 9731107203,"Банк России 27.06.2024 принял решение об отказе в государственной регистрации отчета об итогах дополнительного выпуска обыкновенных акций Акционерного общества «Управляющая компания ФранчКэмп» (г. Москва), размещавшихся путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-03971-G-003D, дата государственной регистрации 13.03.2024, признании указанного дополнительного выпуска ценных бумаг несостоявшимся и аннулировании его государственной регистрации.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,27.06.2024 17:08
27,АО «Атомэнергопром»,ОГРН 1077758081664,ИНН 7706664260,Банк России 27.06.2024 принял решение об аннулировании индивидуального кода 009D дополнительного выпуска обыкновенных акций акционерного общества «Атомный энергопромышленный комплекс» (г. Москва) с регистрационным номером 1-01-55319-E-009D от 15.05.2023.,Решение в отношении ценных бумаг,Департамент корпоративных отношений,27.06.2024 17:08
28,АО «КРЖС»,ОГРН 1132540006675,ИНН 2540193110,Банк России 27.06.2024 принял решение об аннулировании индивидуального кода 013D дополнительного выпуска обыкновенных акций акционерного общества «Корпорация развития жилищного строительства» (Приморский край) с регистрационным номером 1-01-50157-A-013D от 08.02.2024.,Решение в отношении ценных бумаг,Департамент корпоративных отношений,27.06.2024 17:08
29,АО «Курганмашзавод»,ОГРН 1024500521682,ИНН 4501008142,Банк России 27.06.2024 принял решение об аннулировании индивидуального кода 004D дополнительного выпуска обыкновенных акций акционерного общества «Курганский машиностроительный завод» (Курганская область) с регистрационным номером 1-01-45213-D-004D от 18.01.2024.,Решение в отношении ценных бумаг,Департамент корпоративных отношений,27.06.2024 17:08
30,АО «ИНФО ТРАСТ»,ОГРН 1237700386880,ИНН 9726046347,Банк России 27.06.2024 принял решение об аннулировании индивидуального кода 001D дополнительного выпуска обыкновенных акций акционерного общества «ИНФО ТРАСТ» (г. Москва) с регистрационным номером 1-01-04717-G-001D от 21.12.2023.,Решение в отношении ценных бумаг,Департамент корпоративных отношений,27.06.2024 17:08
31,АО «АП ВОСХОД»,ОГРН 1037700038254,ИНН 7719021450,Банк России 27.06.2024 принял решение об аннулировании индивидуального кода 002D дополнительного выпуска обыкновенных акций акционерного общества «АЭРОПРИБОР-ВОСХОД» (г. Москва) с регистрационным номером 1-02-02802-A-002D от 22.01.2024.,Решение в отношении ценных бумаг,Департамент корпоративных отношений,27.06.2024 17:08
32,АО «СП ВИС-МОС»,ОГРН не присвоен,ИНН не присвоен,"Банк России 27.06.2024 принял решение об аннулировании решения Банка России от 13.06.2023 о государственной регистрации выпуска обыкновенных акций Акционерного общества «СП ВИС-МОС» (г. Москва), регистрационный номер выпуска 1-01-87557-H, в связи с неосуществлением государственной регистрации Акционерного общества «СП ВИС-МОС», создаваемого в результате реорганизации в форме преобразования.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,27.06.2024 17:08
33,АО «Прорыв»,ОГРН 1187746578480,ИНН 7708332920,"Банк России 27.06.2024 принял решение о государственной регистрации отчета об итогах дополнительного выпуска обыкновенных акций акционерного общества «Прорыв» (г. Москва), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-85767-H-006D.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,27.06.2024 17:08
34,АО «Метеор»,ОГРН 1227700874950,ИНН 9704187489,"Банк России 27.06.2024 принял решение о государственной регистрации дополнительного выпуска обыкновенных акций Акционерного общества «Метеор» (г. Москва), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-03942-G-001D.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,27.06.2024 17:08
35,ООО «СФО АКТИНИЙ КРЕДИТ»,ОГРН 1227700874631,ИНН 9701233257,"Банк России 27.06.2024 принял решение о государственной регистрации изменений в решение о выпуске структурных неконвертируемых процентных бездокументарных облигаций с залоговым обеспечением серии 01, предназначенных для квалифицированных инвесторов, общества с ограниченной ответственностью «Специализированное финансовое общество АКТИНИЙ КРЕДИТ» (г. Москва), регистрационный номер выпуска 6-01-00776-R.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,27.06.2024 17:08
36,АО «Концерн ВКО «Алмаз - Антей»,ОГРН 1027739001993,ИНН 7731084175,"Банк России 27.06.2024 принял решение о государственной регистрации дополнительного выпуска обыкновенных акций акционерного общества «Концерн воздушно-космической обороны «Алмаз - Антей» (г. Москва), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-04065-А-014D.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,27.06.2024 17:08
37,ООО «ДФФ»,ОГРН 1155009000453,ИНН 5009097236,"Банк России 27.06.2024 принял решение о государственной регистрации выпуска неконвертируемых процентных бездокументарных облигаций серии ЗО28 общества с ограниченной ответственностью «ДОМОДЕДОВО ФЬЮЭЛ ФАСИЛИТИС» (Московская область), размещаемых путем открытой подписки. Выпуску ценных бумаг присвоен регистрационный номер 4-01-00356-R.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,27.06.2024 17:08
38,ООО «СФО ГД Финанс»,ОГРН 1237700846734,ИНН 9703163125,"Банк России 27.06.2024 принял решение о государственной регистрации выпуска структурных неконвертируемых процентных бездокументарных облигаций серии 01 с залоговым обеспечением, предназначенных для квалифицированных инвесторов, общества с ограниченной ответственностью «Специализированное финансовое общество ГД Финанс» (г. Москва), размещаемых путем закрытой подписки. Выпуску ценных бумаг присвоен регистрационный номер 6-01-00803-R.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,27.06.2024 17:08
39,ООО «Микро Капитал Руссия»,ОГРН 1107746847361,ИНН 7701893789,"Банк России 27.06.2024 принял решение о государственной регистрации выпуска неконвертируемых процентных бездокументарных облигаций серии 07, предназначенных для квалифицированных инвесторов, Общества с ограниченной ответственностью «Микро Капитал Руссия» (г. Москва), размещаемых путем закрытой подписки. Выпуску ценных бумаг присвоен регистрационный номер 4-07-00667-R.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,27.06.2024 17:08
40,ООО «Микро Капитал Руссия»,ОГРН 1107746847361,ИНН 7701893789,"Банк России 27.06.2024 принял решение о государственной регистрации выпуска неконвертируемых процентных бездокументарных облигаций серии 06, предназначенных для квалифицированных инвесторов, Общества с ограниченной ответственностью «Микро Капитал Руссия» (г. Москва), размещаемых путем закрытой подписки. Выпуску ценных бумаг присвоен регистрационный номер 4-06-00667-R.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,27.06.2024 17:08
41,О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом,представленных ООО УК «Эра Инвестиций»,,Банк России 27.06.2024 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевым инвестиционным фондом со следующим полным названием: Открытый паевой инвестиционный фонд рыночных финансовых инструментов «РБ – Сбалансированный».,Решение в отношении иных финансовых инструментов,Департамент корпоративных отношений,27.06.2024 16:33
42,О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом,представленных ООО Сбережения плюс,,Банк России 27.06.2024 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевым инвестиционным фондом со следующим полным названием: Закрытый паевой инвестиционный фонд недвижимости «РД 2».,Решение в отношении иных финансовых инструментов,Департамент корпоративных отношений,27.06.2024 16:33
43,О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом,представленных ЗАО «Управляющая компания»,,Банк России 27.06.2024 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевым инвестиционным фондом со следующим полным названием: Интервальный паевой инвестиционный фонд рыночных финансовых инструментов «Аз-Капитал».,Решение в отношении иных финансовых инструментов,Департамент корпоративных отношений,27.06.2024 16:33
44,О регистрации изменений и дополнений в правила доверительного управления паевыми инвестиционными фондами,представленных АО ВИМ Инвестиции,,"Банк России 27.06.2024 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевыми инвестиционными фондами со следующими полными названиями:Открытый паевой инвестиционный фонд рыночных финансовых инструментов «Денежный рынок. Рубли»;Открытый паевой инвестиционный фонд рыночных финансовых инструментов «Акции».
Решение в отношении иных финансовых инструментов
Департамент корпоративных отношений",Решение в отношении иных финансовых инструментов,Департамент корпоративных отношений,27.06.2024 16:33
