,Company Name,Registration Number,Taxpayer Number,Subtitle,CBR Decission,CBR Structural Unit,Date
О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом, представленных ООО «УК «ПрофИнвестиции»О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом, представленных ООО «УК «ПрофИнвестиции»
Банк России 31.10.2024 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевым инвестиционным фондом со следующим полным названием: Закрытый паевой инвестиционный фонд недвижимости «Ермолаевский».
Решение в отношении иных финансовых инструментов
Департамент корпоративных отношений



1531.10.2024 14:04
О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом, представленных АО «УК ТФГ»О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом, представленных АО «УК ТФГ»
Банк России 31.10.2024 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевым инвестиционным фондом со следующим полным названием: Открытый паевой инвестиционный фонд рыночных финансовых инструментов «ТФГ – Рублевые облигации».
Решение в отношении иных финансовых инструментов
Департамент корпоративных отношений



1631.10.2024 13:32
АО «Городецпассажиравтотранс», ОГРН, ИНН не присвоеныАО «Городецпассажиравтотранс», ОГРН, ИНН не присвоены
Банк России 31.10.2024 принял решение о возобновлении эмиссии и государственной регистрации выпуска акций обыкновенных акционерного общества «Городецкий пассажирский автомобильный транспорт» (Нижегородская область), размещаемых путем приобретения акций акционерного общества, создаваемого в результате преобразования, субъектом Российской Федерации, являющимся собственником имущества реорганизуемого в форме преобразования государственного предприятия Нижегородской области «Городецкий пассажирский автомобильный транспорт». Выпуску ценных бумаг присвоен регистрационный номер 1-01-10908-P.Решение о государственной регистрации указанного выпуска ценных бумаг вступает в силу с даты государственной регистрации акционерного общества «Городецкий пассажирский автомобильный транспорт».
Решение в отношении ценных бумаг
Волго-Вятское главное управление Центрального банка Российской Федерации



1731.10.2024 13:29
АО «АПАТ», ОГРН, ИНН не присвоеныАО «АПАТ», ОГРН, ИНН не присвоены
Банк России 30.10.2024 принял решение о возобновлении эмиссии и государственной регистрации выпуска акций обыкновенных акционерного общества «Арзамасский пассажирский автомобильный транспорт» (Нижегородская область), размещаемых путем приобретения акций акционерного общества, создаваемого в результате преобразования, субъектом Российской Федерации, являющимся собственником имущества реорганизуемого в форме преобразования государственного предприятия Нижегородской области «Арзамасский пассажирский автомобильный транспорт». Выпуску ценных бумаг присвоен регистрационный номер 1-01-10921-P.Решение о государственной регистрации указанного выпуска ценных бумаг вступает в силу с даты государственной регистрации акционерного общества «Арзамасский пассажирский автомобильный транспорт».
Решение в отношении ценных бумаг
Волго-Вятское главное управление Центрального банка Российской Федерации



1831.10.2024 13:29
АО «Выксатеплоэнерго», ОГРН 1195275024812, ИНН 5247055114АО «Выксатеплоэнерго», ОГРН 1195275024812, ИНН 5247055114
Банк России от 30.10.2024 принял решение об отказе в государственной регистрации отчета об итогах дополнительного выпуска акций обыкновенных акционерного общества «Выксатеплоэнерго» (Нижегородская область),  размещавшихся путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-09902-P-002D, дата государственной регистрации дополнительного выпуска 12.03.2024, признании указанного дополнительного выпуска ценных бумаг несостоявшимся и аннулировании его государственной регистрации.
Решение в отношении ценных бумаг
Волго-Вятское главное управление Центрального банка Российской Федерации



1931.10.2024 13:29
АО «ВЕДА», ОГРН 1245200025036, ИНН 5247057760АО «ВЕДА», ОГРН 1245200025036, ИНН 5247057760
Банк России 30.10.2024 принял решение о государственной регистрации отчета об итогах выпуска акций обыкновенных акционерного общества «ВЕДА» (Нижегородская область), размещенных путем приобретения акций акционерного общества, создаваемого в результате преобразования, муниципальным образованием, являющимся собственником имущества реорганизуемого в форме преобразования муниципального унитарного предприятия, регистрационный номер выпуска 1-01-10896-P.
Решение в отношении ценных бумаг
Волго-Вятское главное управление Центрального банка Российской Федерации



2031.10.2024 12:53
АО «Сервис ЗАТО Солнечный», ОГРН, ИНН не присвоеныАО «Сервис ЗАТО Солнечный», ОГРН, ИНН не присвоены
Банк России 31.10.2024 принял решение о возобновлении эмиссии и государственной регистрации выпуска обыкновенных акций акционерного общества «Сервис ЗАТО Солнечный» Красноярского края (Красноярский край), размещаемых путем приобретения акций акционерного общества, создаваемого в результате преобразования, муниципальным образованием, являющимся собственником имущества реорганизуемого в форме преобразования муниципального унитарного предприятия «Сервис ЗАТО Солнечный» Красноярского края. Выпуску ценных бумаг присвоен регистрационный номер 1-01-36349-N.Решение о государственной регистрации указанного выпуска ценных бумаг вступает в силу с даты государственной регистрации акционерного общества «Сервис ЗАТО Солнечный» Красноярского края.
Решение в отношении ценных бумаг
Сибирское главное управление Центрального банка Российской Федерации



2131.10.2024 12:30
АО «КАФА ГРАД», ОГРН 1249100015757, ИНН 9108130587АО «КАФА ГРАД», ОГРН 1249100015757, ИНН 9108130587
Банк России 31.10.2024 принял решение о государственной регистрации отчета об итогах выпуска акций обыкновенных акционерного общества «КАФА ГРАД» (Республика Крым), размещенных путем приобретения акций акционерного общества, создаваемого в результате преобразования, муниципальным образованием, являющимся собственником имущества реорганизуемого в форме преобразования муниципального унитарного предприятия муниципального образования городской округ Феодосия Республики Крым «КАФА ГРАД», регистрационный номер выпуска 1-01-16947-А.
Решение в отношении ценных бумаг
Отделение по Республике Крым Южного главного управления Центрального банка Российской Федерации



2231.10.2024 10:54
АО «НПП «СПЕЦУГЛЕМАШ», ОГРН 1229300043510, ИНН 9312002747АО «НПП «СПЕЦУГЛЕМАШ», ОГРН 1229300043510, ИНН 9312002747
Банк России 31.10.2024 принял решение о государственной регистрации выпуска акций обыкновенных с номинальной стоимостью в рублях АКЦИОНЕРНОГО ОБЩЕСТВА «НАУЧНО-ПРОИЗВОДСТВЕННОЕ ПРЕДПРИЯТИЕ «СПЕЦУГЛЕМАШ» (Донецкая Народная Республика). Выпуску акций присвоен регистрационный номер 1-01-16888-А.
Решение в отношении ценных бумаг
Отделение по Республике Крым Южного главного управления Центрального банка Российской Федерации



2331.10.2024 10:54
АО «ЖЭК № 5», ОГРН 1249100014668, ИНН 9108130481АО «ЖЭК № 5», ОГРН 1249100014668, ИНН 9108130481
Банк России 31.10.2024 принял решение о государственной регистрации отчета об итогах выпуска акций обыкновенных акционерного общества «Жилищно-эксплуатационная контора № 5» (Республика Крым), размещенных путем приобретения акций акционерного общества, создаваемого в результате преобразования, муниципальным образованием, являющимся собственником имущества реорганизуемого в форме преобразования муниципального унитарного предприятия муниципального образования городской округ Феодосия Республики Крым «Жилищно-эксплуатационная контора №5», регистрационный номер выпуска 1-01-16924-А.
Решение в отношении ценных бумаг
Отделение по Республике Крым Южного главного управления Центрального банка Российской Федерации



2431.10.2024 10:18
АО ""ПО ""Стрела"" ОГРН 1065658011638, ИНН 5609061432АО ""ПО ""Стрела"" ОГРН 1065658011638, ИНН 5609061432
Банк России 31.10.2024 принял решение о государственной регистрации отчета об итогах дополнительного выпуска обыкновенных акций акционерного общества ""Производственное объединение ""Стрела"" (Оренбургская область), размещенных путем их распределения среди акционеров, регистрационный номер дополнительного выпуска 1-01-55268-E-014D.
Решение в отношении ценных бумаг
Уральское главное управление Центрального банка Российской Федерации



2531.10.2024 10:02
АО «БКИ СБ», ОГРН 1247700058319, ИНН 7708429953АО «БКИ СБ», ОГРН 1247700058319, ИНН 7708429953
Банк России 31.10.2024 принял решение о государственной регистрации дополнительного выпуска обыкновенных акций Акционерного общества «Бюро кредитных историй «Скоринг Бюро» (г. Москва), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-16749-А-002D.
Решение в отношении ценных бумаг
Департамент корпоративных отношений



2631.10.2024 09:45
АО ""Дальпиво"", ОГРН 1022700515320, ИНН 2726011253АО ""Дальпиво"", ОГРН 1022700515320, ИНН 2726011253
Банк России 31.10.2024 принял решение об аннулировании индивидуального кода 001D дополнительного выпуска обыкновенных акций акционерного общества ""Дальпиво"" (Хабаровский край) с регистрационным номером 1-01-31973-F-001D от 28.02.2024.
Решение в отношении ценных бумаг
Дальневосточное главное управление Центрального банка Российской Федерации



2731.10.2024 09:44
АО ""Примавтодор"", ОГРН 1062538079856, ИНН 2538099431АО ""Примавтодор"", ОГРН 1062538079856, ИНН 2538099431
Банк России 31.10.2024 принял решение об аннулировании индивидуального кода 014D дополнительного выпуска обыкновенных акций акционерного общества ""Приморское автодорожное ремонтное предприятие"" (Приморский край) с регистрационным номером 1-01-32587-F-014D от 20.06.2024.
Решение в отношении ценных бумаг
Дальневосточное главное управление Центрального банка Российской Федерации



2831.10.2024 09:39
ООО «СФО АТОН Структурные Решения», ОГРН 1247700123824, ИНН 9705218108ООО «СФО АТОН Структурные Решения», ОГРН 1247700123824, ИНН 9705218108
Банк России 30.10.2024 принял решение о государственной регистрации изменений в решение о выпуске структурных неконвертируемых процентных дисконтных бездокументарных облигаций с залоговым обеспечением серий 001Р-11, 001Р-12, 001Р-13, 001Р-14, 001Р-15, 001Р-16, 001Р-17, 001Р-18 и 001Р-19, предназначенных для квалифицированных инвесторов, размещаемых в рамках программы облигаций серии 001P, общества с ограниченной ответственностью «Специализированное финансовое общество АТОН Структурные Решения» (г. Москва), регистрационные номера выпусков 6-11-00796-R-001P, 6-12-00796-R-001P, 6-13-00796-R-001P, 6-14-00796-R-001P, 6-15-00796-R-001P, 6-16-00796-R-001P, 6-17-00796-R-001P, 6-18-00796-R-001P и 6-19-00796-R-001P соответственно.
Решение в отношении ценных бумаг
Департамент корпоративных отношений



2931.10.2024 09:39
АО «РЕГУПЕКС», ОГРН 1025003917168, ИНН 5031001910АО «РЕГУПЕКС», ОГРН 1025003917168, ИНН 5031001910
Банк России 30.10.2024 принял решение о государственной регистрации дополнительного выпуска обыкновенных акций акционерного общества «РЕГУПЕКС» (Московская область), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-08136-A-001D.
Решение в отношении ценных бумаг
Департамент корпоративных отношений



3031.10.2024 09:39
АО «АБТ», ОГРН не присвоен, ИНН не присвоенАО «АБТ», ОГРН не присвоен, ИНН не присвоен
Банк России 30.10.2024 принял решение о государственной регистрации выпуска обыкновенных акций акционерного общества «АБТ» (Московская область), размещаемых путем обмена на акции акционерного общества, создаваемого в результате преобразования, долей участников в уставном капитале реорганизуемого в форме преобразования общества с ограниченной ответственностью «АБТ». Выпуску ценных бумаг присвоен регистрационный номер 1-01-16959-A. Решение о государственной регистрации указанного выпуска ценных бумаг вступает в силу с даты государственной регистрации акционерного общества «АБТ».
Решение в отношении ценных бумаг
Департамент корпоративных отношений



3131.10.2024 09:39
ООО «СФО «Элтехфинанс», ОГРН 1247700218875, ИНН 9703175949ООО «СФО «Элтехфинанс», ОГРН 1247700218875, ИНН 9703175949
Банк России 30.10.2024 принял решение о государственной регистрации выпуска структурных неконвертируемых процентных бездокументарных облигаций с залоговым обеспечением серии 01, предназначенных для квалифицированных инвесторов, общества с ограниченной ответственностью «Специализированное финансовое общество «Элтехфинанс» (г. Москва), размещаемых путем закрытой подписки. Выпуску ценных бумаг присвоен регистрационный номер 6-01-00845-R.
Решение в отношении ценных бумаг
Департамент корпоративных отношений



3231.10.2024 09:39
АО «ПРОДАКТИВ КЭПИТАЛ», ОГРН 1247700554001, ИНН 9704248318АО «ПРОДАКТИВ КЭПИТАЛ», ОГРН 1247700554001, ИНН 9704248318
Банк России 30.10.2024 принял решение о государственной регистрации дополнительного выпуска обыкновенных акций акционерного общества «ПРОДАКТИВ КЭПИТАЛ» (г. Москва), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-07688-G-001D.
Решение в отношении ценных бумаг
Департамент корпоративных отношений



3331.10.2024 09:38
АО «Корпорация развития Нижегородской области», ОГРН 1135260003284, ИНН 5260351747АО «Корпорация развития Нижегородской области», ОГРН 1135260003284, ИНН 5260351747
Банк России 30.10.2024 принял решение о государственной регистрации изменений в документ, содержащий условия размещения обыкновенных акций акционерного общества «Корпорация развития Нижегородской области» (Нижегородская область), регистрационный номер дополнительного выпуска 1-01-13121-Е-005D.
Решение в отношении ценных бумаг
Департамент корпоративных отношений



3431.10.2024 06:41
АО ""НГЭС"" ОГРН 1236600005971, ИНН 6682021731АО ""НГЭС"" ОГРН 1236600005971, ИНН 6682021731
Банк России 31.10.2024 принял решение о государственной регистрации изменений в документ, содержащий условия размещения обыкновенных акций акционерного общества «Новоуральские городские электрические сети» (Свердловская область), регистрационный номер дополнительного выпуска 1-01-12995-K-002D.
Решение в отношении ценных бумаг
Уральское главное управление Центрального банка Российской Федерации



3531.10.2024 05:05
АО ""ИМКОМ"", ОГРН 1081434001109, ИНН 1434036450АО ""ИМКОМ"", ОГРН 1081434001109, ИНН 1434036450
Банк России 31.10.2024 принял решение о приостановлении эмиссии акций обыкновенных АКЦИОНЕРНОГО ОБЩЕСТВА ""ИМУЩЕСТВЕННЫЙ КОМПЛЕКС"" (Республика Саха (Якутия), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-02-32823-F-004D.
Решение в отношении ценных бумаг
Дальневосточное главное управление Центрального банка Российской Федерации



3630.10.2024 16:03
ПАО СЗ «Северная верфь», ОГРН 1027802713773, ИНН 7805034277ПАО СЗ «Северная верфь», ОГРН 1027802713773, ИНН 7805034277
Банк России 30.10.2024 принял решение о государственной регистрации изменений в документ, содержащий условия размещения обыкновенных акций публичного акционерного общества Судостроительного завода «Северная верфь» (Санкт-Петербург), регистрационный номер дополнительного выпуска 1-01-01905-D-004D.
Решение в отношении ценных бумаг
Северо-Западное главное управление Центрального банка Российской Федерации



3730.10.2024 14:07
АО «Актюба», ОГРН, ИНН не присвоеныАО «Актюба», ОГРН, ИНН не присвоены
Банк России 29.10.2024 принял решение о государственной регистрации выпуска акций обыкновенных акционерного общества «Актюба» (Республика Татарстан), размещаемых путем приобретения акций акционерного общества, создаваемого в результате преобразования, муниципальным образованием, являющимся собственником имущества реорганизуемого в форме преобразования муниципального унитарного предприятия «Актюба». Выпуску ценных бумаг присвоен регистрационный номер 1-01-10924-P.Решение о государственной регистрации указанного выпуска ценных бумаг вступает в силу с даты государственной регистрации акционерного общества «Актюба».
Решение в отношении ценных бумаг
Волго-Вятское главное управление Центрального банка Российской Федерации



3830.10.2024 14:07
АО «Комбинат питания города Дзержинска», ОГРН, ИНН не присвоеныАО «Комбинат питания города Дзержинска», ОГРН, ИНН не присвоены
Банк России 29.10.2024 принял решение о приостановлении эмиссии акций обыкновенных акционерного общества «Комбинат питания города Дзержинска» (Нижегородская область), размещаемых путем приобретения акций акционерного общества, создаваемого в результате преобразования, муниципальным образованием, являющимся собственником имущества реорганизуемого в форме преобразования муниципального унитарного предприятия «Комбинат питания» города Дзержинска».
Решение в отношении ценных бумаг
Волго-Вятское главное управление Центрального банка Российской Федерации



3930.10.2024 14:07
АО «Борское ПАП», ОГРН, ИНН не присвоеныАО «Борское ПАП», ОГРН, ИНН не присвоены
Банк России 29.10.2024 принял решение о приостановлении эмиссии акций обыкновенных акционерного общества «Борское пассажирское автотранспортное предприятие» (Нижегородская область), размещаемых путем приобретения акций акционерного общества, создаваемого в результате преобразования, субъектом Российской Федерации, являющимся собственником имущества реорганизуемого в форме преобразования государственного предприятия Нижегородской области «Борское пассажирское автотранспортное предприятие».
Решение в отношении ценных бумаг
Волго-Вятское главное управление Центрального банка Российской Федерации



4030.10.2024 13:12
АО ""ПКБ ЭНЕРГОЦВЕТМЕТ"" ОГРН 1036604023070, ИНН 6671140952АО ""ПКБ ЭНЕРГОЦВЕТМЕТ"" ОГРН 1036604023070, ИНН 6671140952
Банк России 30.10.2024 принял решение о государственной регистрации дополнительного выпуска обыкновенных акций акционерного общества «ПРОЕКТНО-КОНСТРУКТОРСКОЕ БЮРО ЭНЕРГОЦВЕТМЕТ», (Свердловская область), размещаемых путем закрытой подписки.Дополнительному выпуску ценных бумаг присвоен регистрационный номер  1-01-32107-D-001D.
Решение в отношении ценных бумаг
Уральское главное управление Центрального банка Российской Федерации



4130.10.2024 10:46
АО «Школьный комбинат», ОГРН 1249100015746, ИНН 9108130570АО «Школьный комбинат», ОГРН 1249100015746, ИНН 9108130570
Банк России 30.10.2024 принял решение о государственной регистрации отчета об итогах выпуска акций обыкновенных акционерного общества «Школьный комбинат» (Республика Крым), размещенных путем приобретения акций акционерного общества, создаваемого в результате преобразования, муниципальным образованием, являющимся собственником имущества реорганизуемого в форме преобразования муниципального унитарного предприятия муниципального образования городской округ Феодосия Республики Крым «Школьный комбинат», регистрационный номер выпуска 1-01-16934-А.
