,Company Name,Registration Number,Taxpayer Number,Subtitle,CBR Decission,CBR Structural Unit,Date
10,"АО ""СДП"" ОГРН 1234500003132",ИНН 4500009270,,"Банк России 31.07.2023 принял решение о государственной регистрации отчета об итогах выпуска обыкновенных акций акционерного общества «Специализированное дорожное предприятие» (Курганская область), размещенных путем приобретения акций акционерного общества, создаваемого в  результате преобразования, субъектом Российской Федерации, являющимся собственником имущества реорганизуемого в форме преобразования государственного унитарного предприятия Курганской области «Специализированное дорожное предприятие», регистрационный номер выпуска 1-01-13128-К.",Решение в отношении ценных бумаг,Уральское главное управление Центрального банка Российской Федерации,31.07.2023 13:35
11,ООО «Строительные технологии»,ОГРН 1165275007831,ИНН 5260425364,"Банк России 31.07.2023 принял решение об отказе в государственной регистрации выпуска бездокументарных процентных неконвертируемых облигаций с централизованным учетом прав серии 01 с возможностью досрочного погашения по усмотрению эмитента общества с ограниченной ответственностью «Строительные технологии» (Нижегородская область), размещаемых путем открытой подписки.",Решение в отношении ценных бумаг,Волго-Вятское главное управление Центрального банка Российской Федерации,31.07.2023 11:51
12,"АО ""Страховая Компания ""СОЛИДАРНОСТЬ""",1023800517410,3801013896,"Банк России 31.07.2023 принял решение о государственной регистрации изменений в решение о выпуске обыкновенных акций Акционерного общества ""Страховая Компания ""СОЛИДАРНОСТЬ"" (Ивановская область), государственный регистрационный номер выпуска 1-06-64024-Z.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,31.07.2023 11:08
13,"АО ""БКИ СБ""",ОГРН не присвоен,ИНН не присвоен,"Банк России 31.07.2023 принял решение о государственной регистрации выпуска обыкновенных акций Акционерного общества «Бюро кредитных историй «Скоринг Бюро» (г. Москва), размещаемых путем обмена долей участников в уставном капитале реорганизуемого в форме преобразования Общества с ограниченной ответственностью «Бюро кредитных историй «Скоринг Бюро». Выпуску ценных бумаг присвоен регистрационный номер 1-01-16749-А. Решение о государственной регистрации указанного выпуска ценных бумаг вступает в силу с даты государственной регистрации Акционерного общества «Бюро кредитных историй «Скоринг Бюро».",Решение в отношении ценных бумаг,Департамент корпоративных отношений,31.07.2023 11:08
14,АО «Алтайское»,ОГРН 1021900529562,ИНН 1904000239,"Банк России 31.07.2023 принял решение о приостановлении эмиссии обыкновенных акций акционерного общества «Алтайское» (Республика Хакасия), размещаемых путем закрытой подписки.",Решение в отношении ценных бумаг,Сибирское главное управление Центрального банка Российской Федерации,31.07.2023 10:06
15,АО «ОЭЗ «Иркутск»,ОГРН 1153850041476,ИНН 3808191898,"Банк России 31.07.2023 принял решение о приостановлении эмиссии обыкновенных акций акционерного общества «Особая экономическая зона «Иркутск» (Иркутская область), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-30547-N-007D.",Решение в отношении ценных бумаг,Сибирское главное управление Центрального банка Российской Федерации,31.07.2023 10:06
16,"АО ""Якутская ярмарка""",ОГРН 1041402047059,ИНН 1435150677,"Банк России 28.07.2023 принял решение об отказе в государственной регистрации отчета об итогах дополнительного выпуска акций обыкновенных акционерного общества «Якутская ярмарка» (Республика Саха (Якутия), размещавшихся путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-32250-F-005D, дата государственной регистрации 28.03.2022, признании указанного дополнительного выпуска ценных бумаг несостоявшимся и аннулировании его государственной регистрации.",Решение в отношении ценных бумаг,Дальневосточное главное управление Центрального банка Российской Федерации,31.07.2023 11:21
17,АО «БИГ Телеком»,ОГРН 1037739407034,ИНН 7743054859,"Банк России 28.07.2023 принял решение о государственной регистрации отчета об итогах выпуска привилегированных акций Акционерного общества «БИГ Телеком» (г. Москва), размещенных путем закрытой подписки, регистрационный номер выпуска 2-01-35681-H.",Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,28.07.2023 16:19
18,АО «ФАРУС»,ОГРН 1207700495353,ИНН 9705151125,Банк России 28.07.2023 принял решение об аннулировании индивидуального кода 001D дополнительного выпуска обыкновенных акций Акционерного общества «ФАРУС» (г. Москва) с регистрационным номером 1-01-87137-H-001D от 03.03.2023.,Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,28.07.2023 16:13
19,АО ГНЦ «Центр Келдыша»,ОГРН 1217700095667,ИНН 7743355574,Банк России 28.07.2023 принял решение об аннулировании индивидуального кода 001D дополнительного выпуска обыкновенных акций Акционерного общества «Государственный научный центр Российской Федерации «Исследовательский центр имени М.В.Келдыша» (г. Москва) с регистрационным номером 1-01-87112-H-001D от 16.03.2022.,Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,28.07.2023 16:13
20,АО «РК-Финанс»,ОГРН 1197746759330,ИНН 7722483582,Банк России 28.07.2023 принял решение об аннулировании индивидуального кода 001D дополнительного выпуска обыкновенных акций акционерного общества «РК-Финанс» (г. Москва) с регистрационным номером 1-01-87030-H-001D от 13.09.2022.,Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,28.07.2023 16:12
21,АО «ЛЗСФ»,ОГРН 1025003079331,ИНН 5025001397,"Банк России 28.07.2023 принял решение о государственной регистрации дополнительного выпуска привилегированных акций Акционерного общества «Лобненский завод строительного фарфора» (Московская область), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 2-02-23212-H-001D.",Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,28.07.2023 16:12
22,АО «МКБ «Искра»,ОГРН 1027714027395,ИНН 7714288059,Банк России 28.07.2023 принял решение об аннулировании индивидуального кода 004D дополнительного выпуска обыкновенных акций Акционерного общества «Машиностроительное конструкторское бюро «Искра» имени Ивана Ивановича Картукова» (г. Москва) с регистрационным номером 1-02-07805-A-004D от 07.02.2023.,Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,28.07.2023 16:11
23,АО «Производственно-коммунальное предприятие»,ОГРН 1025801441225,ИНН 5837003430,"Банк России 28.07.2023 принял решение о возобновлении эмиссии и государственной регистрации дополнительного выпуска акций обыкновенных акционерного общества «Производственно-коммунальное предприятие» (Пензенская область), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-02-01718-E-002D.",Решение в отношении ценных бумаг,Волго-Вятское главное управление Центрального банка Российской Федерации,28.07.2023 15:04
24,АО «Волга Цемент»,ОГРН 1126441001180,ИНН 6441021742,"Банк России 28.07.2023 принял решение о государственной регистрации изменений в решение о выпуске акций привилегированных акционерного общества «Волга Цемент» (Саратовская область), государственный регистрационный номер выпуска 2-01-07621-P.",Решение в отношении ценных бумаг,Волго-Вятское главное управление Центрального банка Российской Федерации,28.07.2023 15:01
25,АО «СКИМ»,ОГРН,ИНН не присвоены,"Банк России 27.07.2023 принял решение о приостановлении эмиссии акций обыкновенных акционерного общества «Строительная Компания «Инсар Мордовия» (Республика Мордовия), размещаемых путем обмена на акции акционерного общества, создаваемого в результате преобразования, долей участников в уставном капитале реорганизуемого в форме преобразования общества с ограниченной ответственностью «Строительная Компания «Инсар Мордовия».",Решение в отношении ценных бумаг,Волго-Вятское главное управление Центрального банка Российской Федерации,28.07.2023 13:55
26,АО «Оптимед»,ОГРН 1027802507842,ИНН 7804041659,"Банк России 28.07.2023 принял решение о государственной регистрации дополнительного выпуска обыкновенных акций Акционерного общества «Оптические медицинские приборы «Оптимед» (Санкт-Петербург), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-02-00001-D-001D.",Решение в отношении ценных бумаг,Северо-Западное главное управление Центрального банка Российской Федерации,28.07.2023 13:55
27,АО «Мирус»,ОГРН 1237800018433,ИНН 7838111590,"Банк России 28.07.2023 принял решение о государственной регистрации дополнительного выпуска обыкновенных акций Акционерного общества «Мирус» (Санкт-Петербург), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-04149-G-001D.",Решение в отношении ценных бумаг,Северо-Западное главное управление Центрального банка Российской Федерации,28.07.2023 13:55
28,АО «НеФ»,ОГРН 1027810224386,ИНН 7806002550,"Банк России 28.07.2023 принял решение об отказе в государственной регистрации отчета об итогах дополнительного выпуска обыкновенных акций Акционерного общества «НеФ» (Санкт-Петербург), размещавшихся путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-09763-J-001D, дата государственной регистрации 06.10.2022, признании указанного дополнительного выпуска ценных бумаг несостоявшимся и аннулировании его государственной регистрации.",Решение в отношении ценных бумаг,Северо-Западное главное управление Центрального банка Российской Федерации,28.07.2023 13:55
29,"АО ""Югра-Актив"" ОГРН 1168617073525",ИНН 8601058842,,"Банк России 28.07.2023 принял решение о государственной регистрации отчета об итогах дополнительного выпуска обыкновенных акций акционерного общества «Югра-Актив» (Ханты-Мансийский автономный округ - Югра), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-12091-К-003D.",Решение в отношении ценных бумаг,Уральское главное управление Центрального банка Российской Федерации,28.07.2023 13:26
30,АО ОКБ «Ростов-Миль»,ОГРН 1026103055120,ИНН 6161010120,"Банк России 27.07.2023 принял решение об аннулировании государственных регистрационных номеров 1-05-30111-Е от 26.08.2010, 1-01-30111-Е от 04.10.2011, присвоенных выпускам акций обыкновенных Акционерного общества опытно-конструкторское бюро «Ростов-Миль» (прежнее наименование – Открытое акционерное общество опытно-конструкторское бюро «Ростов-Миль», Ростовская область), и присвоении указанным выпускам регистрационного номера 1-03-30111-Е.",Решение в отношении ценных бумаг,Южное главное управление Центрального банка Российской Федерации,28.07.2023 11:22
31,ОАО «Родина»,ОГРН 1086149000409,ИНН 6149012499,"Банк России 27.07.2023 принял решение о приостановлении эмиссии акций обыкновенных Открытого акционерного общества «Родина» (Ростовская область), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-35131-Е-001D.",Решение в отношении ценных бумаг,Южное главное управление Центрального банка Российской Федерации,28.07.2023 11:22
32,АО «СКЗ»,ОГРН 1026102518045,ИНН 6153002990,"Банк России 27.07.2023 принял решение об аннулировании государственного регистрационного номера 58-1п-603 от 01.07.1993, присвоенного выпуску акций обыкновенных, и государственного регистрационного номера 58-1п-603 от 01.07.1993, присвоенного выпуску акций привилегированных типа А Акционерного общества «Сальский комбикормовый завод» (прежнее наименование – Акционерное общество открытого типа «Сальский комбикормовый завод», Ростовская область), и присвоении указанным выпускам регистрационных номеров 1-01-10849-Р и 2-01-10849-Р.",Решение в отношении ценных бумаг,Южное главное управление Центрального банка Российской Федерации,28.07.2023 11:22
33,АО «КЗЭ»,ОГРН 1020900976128,ИНН 0904000692,"Банк России 27.07.2023 принял решение о приостановлении эмиссии акций обыкновенных Акционерного общества «КАРДОНИКСКИЙ ЗАВОД «ЭЛЕКТРОИЗОЛИТ» (Карачаево-Черкесская Республика), размещаемых путем закрытой подписки.",Решение в отношении ценных бумаг,Южное главное управление Центрального банка Российской Федерации,28.07.2023 11:22
34,АО «Чеченнефтехимпром»,ОГРН 1112031000806,ИНН 2013002224,"Банк России 28.07.2023 принял решение о государственной регистрации дополнительного выпуска акций обыкновенных Акционерного общества «Чеченнефтехимпром» (Чеченская Республика), размещаемых путем распределения среди акционеров. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-35400-Е-005D.",Решение в отношении ценных бумаг,Южное главное управление Центрального банка Российской Федерации,28.07.2023 11:21
35,ПАО «Славянский кирпич»,ОГРН 1022304647661,ИНН 2349006287,"Банк России 27.07.2023 принял решение о государственной регистрации отчета об итогах дополнительного выпуска акций обыкновенных Публичного акционерного общества «Славянский кирпич» (Краснодарский край), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-33280-Е-005D.",Решение в отношении ценных бумаг,Южное главное управление Центрального банка Российской Федерации,28.07.2023 11:21
36,АО «Водопровод»,ОГРН 1082356000264,ИНН 2356047502,"Банк России 27.07.2023 принял решение об отказе в государственной регистрации дополнительного выпуска акций обыкновенных Акционерного общества «Водопровод» (Краснодарский край), размещаемых путем закрытой подписки.",Решение в отношении ценных бумаг,Южное главное управление Центрального банка Российской Федерации,28.07.2023 11:21
37,"АО ""УПТС""",ОГРН 1192536034910,ИНН 2511111265,"Банк России 28.07.2023 принял решение об аннулировании индивидуального кода 005D дополнительного выпуска обыкновенных акций акционерного общества ""Уссурийское предприятие тепловых сетей"" (Приморский край) с регистрационным номером 1-01-59252-N-005D от 03.03.2023.",Решение в отношении ценных бумаг,Дальневосточное главное управление Центрального банка Российской Федерации,28.07.2023 07:00
38,АО «СУ №920»,ОГРН 1028601354198,ИНН 8605002520,"Банк России 27.07.2023 принял решение о государственной регистрации изменений в решение о выпуске привилегированных акций Акционерного общества «Строительное управление №920» (Московская область), государственный регистрационный номер выпуска 2-02-32382-D от 28.04.2005.",Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,27.07.2023 16:04
39,АО «АКРУС»,ОГРН не присвоен,ИНН не присвоен,"Банк России 27.07.2023 принял решение о государственной регистрации выпуска обыкновенных акций Акционерного общества «АКРУС» (г. Москва), размещаемых путем обмена на акции акционерного общества, создаваемого в результате преобразования, долей участников в уставном капитале реорганизуемого в форме преобразования Общества с ограниченной ответственностью «АКРУС». Выпуску ценных бумаг присвоен регистрационный номер 1-01-87574-H. Решение о государственной регистрации указанного выпуска ценных бумаг вступает в силу с даты государственной регистрации Акционерного общества «АКРУС».",Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,27.07.2023 15:26
40,О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом,представленных ООО «СФН»,,Банк России 27.07.2023 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевым инвестиционным фондом со следующим полным названием: Закрытый паевой инвестиционный фонд недвижимости «Современный Арендный бизнес 7».,Решение в отношении иных финансовых инструментов,Департамент корпоративных отношений,27.07.2023 15:24
41,О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом,представленных АО «СОЛИД Менеджмент»,,Банк России 27.07.2023 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевым инвестиционным фондом со следующим полным названием: Закрытый паевой инвестиционный фонд недвижимости «Солид Рентный - 2».,Решение в отношении иных финансовых инструментов,Департамент корпоративных отношений,27.07.2023 15:24
42,"АО ""Финансовая платформа БИЗМОЛЛ""",ОГРН 1217800196680,ИНН 7840098900,"Банк России 27.07.2023 принял решение о государственной регистрации отчета об итогах дополнительного выпуска обыкновенных акций Акционерного общества ""Финансовая платформа БИЗМОЛЛ"" (г. Санкт-Петербург), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-02184-G-001D.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,27.07.2023 15:23
43,АО «Тверьгорэлектро»,ОГРН 1226900000909,ИНН 6950257206,"Банк России 27.07.2023 принял решение о государственной регистрации дополнительного выпуска обыкновенных акций Акционерного общества «Тверьгорэлектро» (Тверская область), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-87350-Н-002D.",Решение в отношении ценных бумаг,Отделение по Орловской области Главного управления Центрального банка Российской Федерации по Центральному федеральному округу,27.07.2023 15:23
44,АО НИИ «Ярсинтез»,ОГРН 1027600838462,ИНН 7606000121,"Банк России 27.07.2023 принял решение о государственной регистрации выпуска акций привилегированных типа А Акционерного общества «Научно-исследовательский институт «Ярсинтез» (Ярославская область), размещаемых путем закрытой подписки. Выпуску ценных бумаг присвоен регистрационный номер 2-01-08004-А.",Решение в отношении ценных бумаг,Отделение по Орловской области Главного управления Центрального банка Российской Федерации по Центральному федеральному округу,27.07.2023 15:23
45,АО «Фининвест-Л»,ОГРН 1237700452835,ИНН 9725128131,"Банк России 27.07.2023 принял решение о государственной регистрации отчета об итогах выпуска обыкновенных акций Акционерного общества «Фининвест-Л» (г. Москва), размещенных путем обмена на акции акционерного общества, создаваемого в результате преобразования, долей участников в уставном капитале реорганизуемого в форме преобразования Общества с ограниченной ответственностью «Фининвест-Л», регистрационный номер выпуска 1-01-87520-H.",Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,27.07.2023 15:17
46,АО «РЕАЛ-ЭСТЭЙТ»,ОГРН не присвоен,ИНН не присвоен,"Банк России 27.07.2023 принял решение о государственной регистрации выпуска обыкновенных акций Акционерного общества «РЕАЛ-ЭСТЭЙТ» (г. Москва), размещаемых путем обмена на акции акционерного общества, создаваемого в результате преобразования, долей участников в уставном капитале реорганизуемого в форме преобразования Общества с ограниченной ответственностью «РЕАЛ-ЭСТЭЙТ». Выпуску ценных бумаг присвоен регистрационный номер 1-01-87571-Н. Решение о государственной регистрации указанного выпуска ценных бумаг вступает в силу с даты государственной регистрации Акционерного общества «РЕАЛ-ЭСТЭЙТ».",Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,27.07.2023 15:11
47,АО «Порт Козьмодемьянск»,ОГРН 1021202049626,ИНН 1217000142,"Банк России 26.07.2023 принял решение об отказе в государственной регистрации дополнительного выпуска акций обыкновенных акционерного общества «Порт Козьмодемьянск» (Чувашская Республика-Чувашия), размещаемых путем закрытой подписки.",Решение в отношении ценных бумаг,Волго-Вятское главное управление Центрального банка Российской Федерации,27.07.2023 15:08
48,ООО «СФО Новое время»,ОГРН 1227700745722,ИНН 9702049074,"Банк России 27.07.2023 принял решение о государственной регистрации изменений в решение о выпуске структурных неконвертируемых процентных бездокументарных облигаций с залоговым обеспечением серии 01 общества с ограниченной ответственностью «Специализированное финансовое общество Новое время» (г. Москва), регистрационный номер выпуска 6-01-00709-R.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,27.07.2023 15:02
