,Company Name,Registration Number,Taxpayer Number,Subtitle,CBR Decission,CBR Structural Unit,Date
20,О регистрации правил доверительного управления паевыми инвестиционными фондами,представленных ООО «УК «А-Капитал»,,"Банк России 30.11.2023 принял решение зарегистрировать правила доверительного управления паевыми инвестиционными фондами со следующими полными названиями: Закрытый паевой инвестиционный фонд рыночных финансовых инструментов «Заблокированные активы паевого инвестиционного фонда «БСПБ - Глобальный»»;Закрытый паевой инвестиционный фонд рыночных финансовых инструментов «Заблокированные активы паевого инвестиционного фонда «БСПБ – Глобальный баланс»».
Решение в отношении иных финансовых инструментов
Департамент корпоративных отношений",Решение в отношении иных финансовых инструментов,Департамент корпоративных отношений,30.11.2023 14:29
21,"АО ""Центротраст""",ОГРН 1077760573923,ИНН 7715667525,Банк России 30.11.2023 принял решение об аннулировании индивидуального кода 001D дополнительного выпуска обыкновенных акций Акционерного общества «Центральная трастовая компания» (г. Москва) с регистрационным номером 1-02-66644-Н-001D от 10.08.2023.,Решение в отношении ценных бумаг,Департамент корпоративных отношений,30.11.2023 12:10
22,"БАНК ""МСКБ"" (АО)",ОГРН 1025100003917,ИНН 5190900165,"Банк России 30.11.2023 принял решение о государственной регистрации отчета об итогах дополнительного выпуска обыкновенных акций Акционерного общества ""Мурманский социальный коммерческий банк"" (Мурманская область), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 10102722B006D.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,30.11.2023 12:09
23,АО «АЛЬФА-БАНК»,ОГРН 1027700067328,ИНН 7728168971,"Банк России 30.11.2023 принял решение о государственной регистрации выпусков структурных процентных неконвертируемых бездокументарных облигаций с централизованным учетом прав серий  С-1-291, С-1-292, С-1-293, С-1-294, С-1-295, С-1-296, С-1-297, С-1-298, С-1-299, С-1-300, С-1-301, С-1-302, С-1-303, С-1-304, С-1-305,  размещаемых в рамках программы облигаций АКЦИОНЕРНОГО ОБЩЕСТВА «АЛЬФА-БАНК» (г. Москва). Выпускам ценных бумаг присвоены регистрационные номера 6-291-01326-B-001P, 6-292-01326-B-001P, 6-293-01326-B-001P, 6-294-01326-B-001P, 6-295-01326-B-001P, 6-296-01326-B-001P, 6-297-01326-B-001P, 6-298-01326-B-001P, 6-299-01326-B-001P, 6-300-01326-B-001P, 6-301-01326-B-001P, 6-302-01326-B-001P, 6-303-01326-B-001P, 6-304-01326-B-001P, 6-305-01326-B-001P соответственно.
Решение в отношении ценных бумаг
Департамент корпоративных отношений",Решение в отношении ценных бумаг,Департамент корпоративных отношений,30.11.2023 11:47
24,"АО ААК ""ПРОГРЕСС""",ОГРН 1022500510350,ИНН 2501002394,"Банк России 30.11.2023 принял решение о возобновлении эмиссии и государственной регистрации дополнительного выпуска акций обыкновенных акционерного общества ""Арсеньевская авиационная компания ""Прогресс"" им. Н.И. Сазыкина"" (Приморский край), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-30472-F-007D.",Решение в отношении ценных бумаг,Дальневосточное главное управление Центрального банка Российской Федерации,30.11.2023 10:53
25,АО «НовоГен»,ОГРН,ИНН не присвоены,"Банк России 29.11.2023 принял решение о государственной регистрации выпуска акций обыкновенных акционерного общества «НовоГен» (Республика Татарстан), размещаемых путем обмена на акции акционерного общества, создаваемого в результате преобразования, долей участников в уставном капитале реорганизуемого в форме преобразования общества с ограниченной ответственностью «НовоГен». Выпуску ценных бумаг присвоен регистрационный номер 1-01-10862-P.Решение о государственной регистрации указанного выпуска ценных бумаг вступает в силу с даты государственной регистрации акционерного общества «НовоГен».
Решение в отношении ценных бумаг
Волго-Вятское главное управление Центрального банка Российской Федерации",Решение в отношении ценных бумаг,Волго-Вятское главное управление Центрального банка Российской Федерации,30.11.2023 10:39
26,АО «Омскхлебопродукт»,ОГРН 1025501166426,ИНН 5505010874,"Банк России 30.11.2023 принял решение о государственной регистрации отчета об итогах дополнительного выпуска обыкновенных акций акционерного общества «Омскхлебопродукт» (Омская область), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-02-00785-F-001D.",Решение в отношении ценных бумаг,Сибирское главное управление Центрального банка Российской Федерации,30.11.2023 08:58
27,АО «Волховчанка»,ОГРН 1024700530656,ИНН 4702000048,"Банк России 29.11.2023 принял решение о государственной регистрации дополнительного выпуска обыкновенных акций Акционерного общества «Волховчанка» (Ленинградская область), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-04-21709-J-001D.",Решение в отношении ценных бумаг,Северо-Западное главное управление Центрального банка Российской Федерации,30.11.2023 08:51
28,ПАО «Ижорские заводы»,ОГРН 1027808749121,ИНН 7817005295,"Банк России 29.11.2023 принял решение о государственной регистрации изменений в решение о выпуске привилегированных акций Публичного акционерного общества «Ижорские заводы» (Санкт-Петербург), государственный регистрационный номер выпуска 2-02-00039-А от 27.11.1996.",Решение в отношении ценных бумаг,Северо-Западное главное управление Центрального банка Российской Федерации,30.11.2023 08:51
29,ПАО «Ижорские заводы»,ОГРН 1027808749121,ИНН 7817005295,"Банк России 29.11.2023 принял решение о государственной регистрации изменений в решение о выпуске обыкновенных акций Публичного акционерного общества «Ижорские заводы» (Санкт-Петербург), государственный регистрационный номер выпуска 1-02-00039-A от 27.11.1996.",Решение в отношении ценных бумаг,Северо-Западное главное управление Центрального банка Российской Федерации,30.11.2023 08:51
30,АО «Вариант»,ОГРН 1239100013790,ИНН 9106017427,"Банк России 29.11.2023 принял решение о государственной регистрации отчета об итогах выпуска акций обыкновенных акционерного общества «Вариант» (Республика Крым), размещенных путем приобретения акций акционерного общества, создаваемого в результате преобразования, муниципальным образованием, являющимся собственником имущества реорганизуемого в форме преобразования муниципального унитарного предприятия муниципального образования городской округ Джанкой «Вариант», регистрационный номер выпуска 1-01-16764-А.",Решение в отношении ценных бумаг,Отделение по Республике Крым Южного главного управления Центрального банка Российской Федерации,29.11.2023 17:24
31,АО «НПО «Альтаир»,ОГРН не присвоен,ИНН не присвоен,"Банк России 29.11.2023 принял решение о государственной регистрации выпуска обыкновенных акций Акционерного общества «Научно-производственное объединение «Альтаир» (г. Москва), размещаемых путем обмена на акции акционерного общества, создаваемого в результате преобразования, долей участников в уставном капитале реорганизуемого в форме преобразования Общества с ограниченной ответственностью «Научно-производственное объединение «Альтаир». Выпуску ценных бумаг присвоен регистрационный номер 1-01-87626-H. Решение о государственной регистрации указанного выпуска ценных бумаг вступает в силу с даты государственной регистрации Акционерного общества «Научно-производственное объединение «Альтаир».",Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,29.11.2023 17:05
32,АО «Юнайтед Хоспиталити»,ОГРН 1237700614590,ИНН 9701259520,"Банк России 29.11.2023 принял решение о государственной регистрации отчета об итогах выпуска обыкновенных акций Акционерного общества «Юнайтед Хоспиталити» (г. Москва), размещенных путем обмена на акции акционерного общества, создаваемого в результате преобразования, долей участников в уставном капитале реорганизуемого в форме преобразования Общества с ограниченной ответственностью «Юнайтед Хоспиталити», регистрационный номер выпуска 1-01-87565-Н.",Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,29.11.2023 16:45
33,АО «Люмьер инвест»,ОГРН не присвоен,ИНН не присвоен,"Банк России 29.11.2023 принял решение о государственной регистрации выпуска обыкновенных акций Акционерного общества «Люмьер инвест» (г. Москва), размещаемых путем обмена на акции акционерного общества, создаваемого в результате преобразования, долей участников в уставном капитале реорганизуемого в форме преобразования Общества с ограниченной ответственностью «Люмьер инвест». Выпуску ценных бумаг присвоен регистрационный номер 1-01-87613-H. Решение о государственной регистрации указанного выпуска ценных бумаг вступает в силу с даты государственной регистрации Акционерного общества «Люмьер инвест».",Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,29.11.2023 16:22
34,АО «Купинское»,ОГРН,ИНН не присвоены,"Банк России 29.11.2023 принял решение о приостановлении эмиссии акций обыкновенных акционерного общества «Купинское» (Самарская область), размещаемых путем приобретения акций акционерного общества, создаваемого в результате преобразования, субъектом Российской Федерации, являющимся собственником имущества реорганизуемого в форме преобразования государственного унитарного предприятия Самарской области «Купинское».",Решение в отношении ценных бумаг,Волго-Вятское главное управление Центрального банка Российской Федерации,29.11.2023 16:05
35,"АО ""НКГФ"" ОГРН 1020201881413",ИНН 0264011929,,"Банк России 29.11.2023 принял решение о государственной регистрации дополнительного выпуска обыкновенных акций акционерного общества «Нефтекамская кожгалантерейная фабрика», (Республика Башкортостан), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-30485-D-001D.
Решение в отношении ценных бумаг
Уральское главное управление Центрального банка Российской Федерации",Решение в отношении ценных бумаг,Уральское главное управление Центрального банка Российской Федерации,29.11.2023 13:51
36,"АО ""РАЦ""",ОГРН,ИНН не присвоены,"Банк России 29.11.2023 принял решение о государственной регистрации выпуска акций обыкновенных акционерного общества ""Республиканский аналитический центр"" (Республика Бурятия), размещаемых путем приобретения акций акционерного общества, создаваемого в результате преобразования, Российской Федерацией, субъектом Российской Федерации или муниципальным образованием, являющимся собственником имущества реорганизуемого в форме преобразования государственного предприятия ""Республиканский аналитический центр"". Выпуску ценных бумаг присвоен регистрационный номер 1-01-59323-N.Решение о государственной регистрации указанного выпуска ценных бумаг вступает в силу с даты государственной регистрации акционерного общества ""Республиканский аналитический центр"".
Решение в отношении ценных бумаг
Дальневосточное главное управление Центрального банка Российской Федерации",Решение в отношении ценных бумаг,Дальневосточное главное управление Центрального банка Российской Федерации,29.11.2023 11:57
37,"АО ""РТС""",ОГРН 1027900513706,ИНН 7901012406,"Банк России 29.11.2023 принял решение о приостановлении эмиссии акций обыкновенных акционерного общества ""РТС"" (Еврейская автономная область), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-31355-F-001D.",Решение в отношении ценных бумаг,Дальневосточное главное управление Центрального банка Российской Федерации,29.11.2023 10:08
38,АО «ТФС»,ОГРН,ИНН не присвоены,"Банк России 28.11.2023 принял решение о возобновлении эмиссии и государственной регистрации выпуска обыкновенных акций Акционерного общества «Топ Флор строительство» (Новгородская область), размещаемых путем приобретения акций единственным учредителем акционерного общества. Выпуску ценных бумаг присвоен регистрационный номер 1-01-32300-J.Решение о регистрации указанного выпуска ценных бумаг вступает в силу с даты государственной регистрации Акционерного общества «Топ Флор строительство».
Решение в отношении ценных бумаг
Северо-Западное главное управление Центрального банка Российской Федерации",Решение в отношении ценных бумаг,Северо-Западное главное управление Центрального банка Российской Федерации,29.11.2023 09:06
39,НП АО «Синтез ПАВ»,ОГРН 1023101334740,ИНН 3129000500,"Банк России 28.11.2023 принял решение о приостановлении эмиссии акций обыкновенных Научно-производственного акционерного общества «Синтез ПАВ» (Белгородская область), размещаемых путем закрытой подписки.",Решение в отношении ценных бумаг,Отделение по Орловской области Главного управления Центрального банка Российской Федерации по Центральному федеральному округу,28.11.2023 18:03
40,АО «МЕТАЛИОН»,ОГРН 1227700743005,ИНН 7720879885,"Банк России 28.11.2023 принял решение о государственной регистрации дополнительного выпуска обыкновенных акций Акционерного общества «МЕТАЛИОН» (г. Москва), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-87437-Н-001D.",Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,28.11.2023 17:34
41,АО «ОЭЗ «Иркутск»,ОГРН 1153850041476,ИНН 3808191898,Банк России 28.11.2023 принял решение об аннулировании индивидуального кода 007D дополнительного выпуска обыкновенных акций акционерного общества «Особая экономическая зона «Иркутск» (Иркутская область) с регистрационным номером 1-01-30547-N-007D от 21.03.2023.,Решение в отношении ценных бумаг,Сибирское главное управление Центрального банка Российской Федерации,28.11.2023 12:52
42,АО «УК «ПЛП»,ОГРН 1085475000885,ИНН 5448452150,"Банк России 28.11.2023 принял решение о государственной регистрации дополнительного выпуска обыкновенных акций акционерного общества «Управляющая компания «Промышленно-логистический парк» (Новосибирская область), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-12659-F-011D.",Решение в отношении ценных бумаг,Сибирское главное управление Центрального банка Российской Федерации,28.11.2023 12:51
43,"АО ""ЗАСТРОЙЩИК.27""",ОГРН 1132722007110,ИНН 2722125475,"Банк России 28.11.2023 принял решение о государственной регистрации дополнительного выпуска акций обыкновенных акционерного общества ""ЗАСТРОЙЩИК.27"" (Хабаровский край), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-33095-F-003D.",Решение в отношении ценных бумаг,Дальневосточное главное управление Центрального банка Российской Федерации,28.11.2023 10:55
44,"АО ""Примавтодор""",ОГРН 1062538079856,ИНН 2538099431,"Банк России от 28.11.2023 принял решение о государственной регистрации отчета об итогах дополнительного выпуска акций обыкновенных акционерного общества ""Приморское автодорожное ремонтное предприятие"" (Приморский край), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-32587-F-012D.",Решение в отношении ценных бумаг,Дальневосточное главное управление Центрального банка Российской Федерации,28.11.2023 10:34
45,АО «Корпорация развития Орловской области»,ОГРН 1115753001385,ИНН 5753056072,"Банк России 27.11.2023 принял решение о государственной регистрации отчета об итогах дополнительного выпуска акций обыкновенных Акционерного общества «Корпорация развития Орловской области» (Орловская область), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-43871-А-004D.",Решение в отношении ценных бумаг,Отделение по Орловской области Главного управления Центрального банка Российской Федерации по Центральному федеральному округу,27.11.2023 17:38
46,АО «Корпорация «СПУ-ЦКБ ТМ»,ОГРН 1127746345704,ИНН 7722775458,"Банк России 27.11.2023 принял решение о возобновлении эмиссии и государственной регистрации отчета об итогах дополнительного выпуска обыкновенных акций Акционерного общества «Корпорация «Стратегические пункты управления» (г. Москва), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-15045-А-004D.",Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,27.11.2023 17:11
47,АО «СадкоПарк»,ОГРН 1027739083932,ИНН 7725105652,"Банк России 27.11.2023 принял решение о государственной регистрации отчета об итогах дополнительного выпуска обыкновенных акций Акционерного общества «СадкоПарк» (г. Москва), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-18052-Н-002D.",Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,27.11.2023 16:58
48,АО «ГУТА-ФИНАНС»,ОГРН не присвоен,ИНН не присвоен,"Банк России 27.11.2023 принял решение о государственной регистрации выпуска обыкновенных акций Акционерного общества «ГУТА-ФИНАНС» (г. Москва), размещаемых путем обмена на акции акционерного общества, создаваемого в результате преобразования, долей участников в уставном капитале реорганизуемого в форме преобразования Общества с ограниченной ответственностью «ГУТА-ФИНАНС». Выпуску ценных бумаг присвоен регистрационный номер 1-01-87622-Н. Решение о государственной регистрации указанного выпуска ценных бумаг вступает в силу с даты государственной регистрации Акционерного общества «ГУТА-ФИНАНС».",Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,27.11.2023 16:44
49,АО «СПб ЦДЖ»,ОГРН 1117847632682,ИНН 7838469428,"Банк России 27.11.2023 принял решение о государственной регистрации отчета об итогах дополнительного выпуска обыкновенных акций акционерного общества «Санкт-Петербургский центр доступного жилья» (г. Санкт-Петербург), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-05315-D-013D.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,27.11.2023 16:23
50,ООО «СФО Финансовые инструменты 1»,ОГРН 1227700139413,ИНН 9704125732,"Банк России 27.11.2023 принял решение о государственной регистрации изменений в решение о выпуске структурных неконвертируемых процентных бездокументарных облигаций с залоговым обеспечением серии А-01-EB, предназначенных для квалифицированных инвесторов, размещенных в рамках программы облигаций серии A-01, общества с ограниченной ответственностью «Специализированное финансовое общество Финансовые инструменты 1» (г. Москва), регистрационный номер выпуска 6-02-00669-R-001P.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,27.11.2023 16:23
51,МКАО «Хэдхантер»,ОГРН 1233900011124,ИНН 3900016369,"Банк России 27.11.2023 принял решение о государственной регистрации изменений в решение о выпуске обыкновенных акций международной компании акционерного общества «Хэдхантер» (Калининградская область), регистрационный номер выпуска 1-01-16755-A.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,27.11.2023 16:23
52,ООО «СФО «Орион-6»,ОГРН 1227700902879,ИНН 7730295102,"Банк России 27.11.2023 принял решение о государственной регистрации дополнительного выпуска структурных неконвертируемых процентных бездокументарных облигаций с залоговым обеспечением серии А-1, предназначенных для квалифицированных инвесторов, общества с ограниченной ответственностью «Специализированное финансовое общество «Орион-6» (г. Москва), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 6-01-00717-R.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,27.11.2023 16:23
53,АО «Сахатранснефтегаз»,ОГРН 1031402073097,ИНН 1435142972,"Банк России 27.11.2023 принял решение о государственной регистрации дополнительного выпуска обыкновенных акций акционерного общества «Сахатранснефтегаз» (Республика Саха (Якутия)), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-65075-D-016D.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,27.11.2023 16:23
54,АО «Юнивер»,ОГРН 1207800146971,ИНН 7801690292,"Банк России 27.11.2023 принял решение о государственной регистрации дополнительного выпуска обыкновенных акций акционерного общества «Юнивер» (г. Санкт-Петербург), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-00671-G-001D.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,27.11.2023 16:23
55,АО «ОСК»,ОГРН 1079847085966,ИНН 7838395215,"Банк России 27.11.2023 принял решение о государственной регистрации дополнительного выпуска обыкновенных акций акционерного общества «Объединенная судостроительная корпорация» (г. Санкт-Петербург), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-55331-E-013D.
Решение в отношении ценных бумаг
Департамент корпоративных отношений",Решение в отношении ценных бумаг,Департамент корпоративных отношений,27.11.2023 16:22
56,ООО «СФО РАДОН ФИНАНС»,ОГРН 1237700551274,ИНН 9701256952,"Банк России 27.11.2023 принял решение о приостановлении эмиссии структурных неконвертируемых процентных бездокументарных облигаций серии 01 с залоговым обеспечением, предназначенных для квалифицированных инвесторов, общества с ограниченной ответственностью «Специализированное финансовое общество РАДОН ФИНАНС» (г. Москва), размещаемых путем закрытой подписки.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,27.11.2023 16:22
57,АО «МГКЛ»,ОГРН 5067746475770,ИНН 7707600245,"Банк России 27.11.2023 принял решение о возобновлении эмиссии и государственной регистрации дополнительного выпуска и регистрации проспекта обыкновенных акций публичного акционерного общества «МГКЛ» (г. Москва), размещаемых путем открытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-11915-A.Решение о государственной регистрации дополнительного выпуска акций и о регистрации проспекта акций при приобретении обществом публичного статуса вступают в силу со дня внесения в единый государственный реестр юридических лиц сведений о фирменном наименовании общества, содержащем указание на то, что общество является публичным.
Решение в отношении ценных бумаг
Департамент корпоративных отношений",Решение в отношении ценных бумаг,Департамент корпоративных отношений,27.11.2023 16:22
58,АО «Агрохолдинг «Просторы»,ОГРН 1227700005752,ИНН 9704112155,"Банк России 27.11.2023 принял решение о приостановлении эмиссии обыкновенных акций акционерного «Агрохолдинг «Просторы» (г. Москва), размещаемых путем закрытой подписки.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,27.11.2023 16:22
59,АО «Восход»,ОГРН 1023101336103,ИНН 3120001410,"Банк России 27.11.2023 принял решение о государственной регистрации дополнительного выпуска акций обыкновенных Акционерного общества «Восход» (Белгородская область), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-02-64284-J-001D.",Решение в отношении ценных бумаг,Отделение по Орловской области Главного управления Центрального банка Российской Федерации по Центральному федеральному округу,27.11.2023 14:08
60,АО «Агентство инновационного развития»,АО «АИР» ОГРН 1104025004060,ИНН 4025427585,"Банк России 27.11.2023 принял решение о государственной регистрации изменений в решение о выпуске акций обыкновенных Акционерного общества «Агентство инновационного развития – центр кластерного развития Калужской области» (Калужская область), государственный регистрационный номер выпуска 1-03-14423-А.",Решение в отношении ценных бумаг,Отделение по Орловской области Главного управления Центрального банка Российской Федерации по Центральному федеральному округу,27.11.2023 14:08
61,О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом,представленных АО УК «Первая»,,Банк России 27.11.2023 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевым инвестиционным фондом со следующим полным названием: Биржевой паевой инвестиционный фонд рыночных финансовых инструментов «Первая - Фонд Российские еврооблигации».,Решение в отношении иных финансовых инструментов,Департамент корпоративных отношений,27.11.2023 13:00
62,О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом,представленных ООО «УК «Райффайзен Капитал»,,Банк России 27.11.2023 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевым инвестиционным фондом со следующим полным названием: Биржевой паевой инвестиционный фонд рыночных финансовых инструментов «Райффайзен - Тактическая Стратегия Биржевых фондов».,Решение в отношении иных финансовых инструментов,Департамент корпоративных отношений,27.11.2023 13:00
63,О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом,представленных ООО «УК Портфельные инвестиции»,,Банк России 27.11.2023 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевым инвестиционным фондом со следующим полным названием: «Закрытый паевой инвестиционный фонд смешанных инвестиций «Коммерческие Инвестиции».,Решение в отношении иных финансовых инструментов,Департамент корпоративных отношений,27.11.2023 13:00
64,О регистрации изменений и дополнений в правила доверительного управления паевыми инвестиционными фондами,представленных ООО «СФН»,,"Банк России 27.11.2023 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевыми инвестиционными фондами со следующими полными названиями:Закрытый паевой инвестиционный фонд недвижимости «Современный Арендный бизнес 7»;Закрытый паевой инвестиционный фонд недвижимости «Современный 8».
Решение в отношении иных финансовых инструментов
Департамент корпоративных отношений",Решение в отношении иных финансовых инструментов,Департамент корпоративных отношений,27.11.2023 13:00
