,Company Name,Registration Number,Taxpayer Number,Subtitle,CBR Decission,CBR Structural Unit,Date
10,О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом,представленных ООО «СФН»,,Банк России 30.06.2023 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевым инвестиционным фондом со следующим полным названием: Закрытый паевой инвестиционный фонд недвижимости «Современный Арендный бизнес 7».,Решение в отношении иных финансовых инструментов,Департамент корпоративных отношений,30.06.2023 12:18
11,АО «Алмак»,ОГРН 1022201758369,ИНН 2225001342,"Банк России 30.06.2023 принял решение о возобновлении эмиссии и государственной регистрации дополнительного выпуска обыкновенных акций акционерного общества «Алтайские макароны» (Алтайский край), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-03-10232-F-001D.",Решение в отношении ценных бумаг,Сибирское главное управление Центрального банка Российской Федерации,30.06.2023 12:06
12,АО «ПОСБОН»,ОГРН 1035005501574,ИНН 5029044257,"Банк России 29.06.2023 принял решение о государственной регистрации отчета об итогах выпуска привилегированных акций типа Б Акционерного общества «Производственное объединение специализированного бытового обслуживания населения» (Московская область), размещенных путем закрытой подписки, регистрационный номер выпуска 2-02-04974-A.",Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,30.06.2023 12:01
13,АО «Экструдер»,ОГРН 1045206804301,ИНН 5249071697,"Банк России 29.06.2023 принял решение о государственной регистрации изменений в решение о выпуске акций обыкновенных акционерного общества «Экструдер» (Нижегородская область), государственный регистрационный номер выпуска 1-02-18798-P от 11.01.2011.",Решение в отношении ценных бумаг,Волго-Вятское главное управление Центрального банка Российской Федерации,30.06.2023 10:43
14,АО «Бежецкагропромхимия»,ОГРН 1026901536386,ИНН 6906001251,Банк России 30.06.2023 принял решение об аннулировании индивидуального кода 001D дополнительного выпуска обыкновенных акций Акционерного общества «Бежецкагропромхимия» (Тверская область) с регистрационным номером 1-01-07242-A-001D от 12.05.2022.,Решение в отношении ценных бумаг,Отделение по Орловской области Главного управления Центрального банка Российской Федерации по Центральному федеральному округу,30.06.2023 10:34
15,АО «Костромское ПАТП № 3»,ОГРН 1234400003111,ИНН 4400014911,"Банк России 30.06.2023 принял решение о государственной регистрации отчета об итогах выпуска акций обыкновенных Акционерного общества «Костромское Пассажирское автотранспортное предприятие № 3» (Костромская область), размещенных путем приобретения акций акционерного общества, создаваемого в результате преобразования, Российской федерацией, субъектом Российской Федерации или муниципальным образованием, являющимся собственником имущества реорганизуемого в форме преобразования Государственного предприятия Костромской области «Костромское пассажирское автотранспортное предприятие № 3», регистрационный номер выпуска 1-01-87487-H.",Решение в отношении ценных бумаг,Отделение по Орловской области Главного управления Центрального банка Российской Федерации по Центральному федеральному округу,30.06.2023 10:32
16,"АО ""УЭМЗ"" ОГРН 1196658022208",ИНН 6670480610,,"Банк России 30.06.2023 принял решение о государственной регистрации дополнительного выпуска обыкновенных акций акционерного общества «Уральский электромеханический завод», (Свердловская область), размещаемых путем закрытой подписки.Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-12501-K-003D.
Решение в отношении ценных бумаг
Уральское главное управление Центрального банка Российской Федерации",Решение в отношении ценных бумаг,Уральское главное управление Центрального банка Российской Федерации,30.06.2023 08:41
17,АО «КБР-ипотека»,ОГРН 1070721000811,ИНН 0721020518,"Банк России 29.06.2023 принял решение о приостановлении эмиссии акций обыкновенных Акционерного общества «Кабардино-Балкарская республиканская ипотечная корпорация» (Кабардино-Балкарская Республика), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-34950-Е-004D.",Решение в отношении ценных бумаг,Южное главное управление Центрального банка Российской Федерации,29.06.2023 18:20
18,АО «Гамма-М»,ОГРН не присвоен,ИНН не присвоен,"Банк России 29.06.2023 принял решение о приостановлении эмиссии обыкновенных акций Акционерного общества «Гамма-М» (г. Москва), размещаемых путем обмена на акции акционерного общества, создаваемого в результате преобразования, долей участников в уставном капитале реорганизуемого в форме преобразования Общества с ограниченной ответственностью «Гамма-М».",Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,29.06.2023 17:23
19,АО «КАО»,ОГРН 1027806858749,ИНН 7813132895,Банк России 29.06.2023 принял решение об аннулировании индивидуального кода 002D дополнительного выпуска обыкновенных акций Акционерного общества «Корпорация «Аэрокосмическое оборудование» с регистрационным номером             1-01-01792-D-002D от 06.04.2022.,Решение в отношении ценных бумаг,Северо-Западное главное управление Центрального банка Российской Федерации,29.06.2023 17:17
20,АО «КомплектСервис»,ОГРН 1027739101004,ИНН 7703012997,"Банк России 29.06.2023 принял решение о государственной регистрации дополнительного выпуска обыкновенных акций Акционерного общества «КомплектСервис» (г. Москва), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-02-28564-H-001D.",Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,29.06.2023 16:56
21,АО «Торговый Дизайн»,ОГРН 1047796605647,ИНН 7743535707,"Банк России 28.06.2023 принял решение о государственной регистрации изменений в решение о выпуске обыкновенных акций Акционерного общества «Торговый Дизайн» (Московская область), государственный регистрационный номер выпуска 1-01-51122-H от 13.10.2004.",Решение в отношении ценных бумаг,Главное управление Центрального банка Российской Федерации по Центральному федеральному округу г. Москва,29.06.2023 15:48
22,ООО «НЛК – Финанс»,ОГРН 1227700847087,ИНН 7743402256,"Банк России 29.06.2023 принял решение о государственной регистрации выпуска неконвертируемых процентных бездокументарных облигаций серии 001P-02, размещаемых в рамках программы облигаций серии 001Р, общества с ограниченной ответственностью «НЛК – Финанс» (г. Москва). Выпуску ценных бумаг присвоен регистрационный номер 4-02-00694-R-001P.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,29.06.2023 14:56
23,АО «ЦС «Звездочка»,ОГРН 1082902002677,ИНН 2902060361,"Банк России 29.06.2023 принял решение о государственной регистрации отчета об итогах дополнительного выпуска обыкновенных акций акционерного общества «Центр судоремонта «Звездочка» (Архангельская область), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-55431-E-009D.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,29.06.2023 14:47
24,ООО «РГД Проектное финансирование»,ОГРН 1227700250920,ИНН 9731092067,"Банк России 29.06.2023 принял решение о государственной регистрации изменений в решение о выпуске неконвертируемых процентных бездокументарных облигаций серии 002Р-02, предназначенных для квалифицированных инвесторов, размещаемых в рамках программы облигаций серии 002-Р, общества с ограниченной ответственностью «РГД Проектное финансирование» (г. Москва), регистрационный номер выпуска 4-02-00665-R-002P.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,29.06.2023 14:47
25,ООО «РГД Проектное финансирование»,ОГРН 1227700250920,ИНН 9731092067,"Банк России 29.06.2023 принял решение о государственной регистрации изменений в программу неконвертируемых процентных и / или дисконтных бездокументарных облигаций, предназначенных для квалифицированных инвесторов, серии 002Р общества с ограниченной ответственностью «РГД Проектное финансирование» (г. Москва), регистрационный номер программы облигаций 4-00665-R-002P.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,29.06.2023 14:47
26,ПАО «ФосАгро»,ОГРН 1027700190572,ИНН 7736216869,"Банк России 29.06.2023 принял решение о государственной регистрации выпусков неконвертируемых процентных бездокументарных облигаций серий ЗО25-Д и ЗО28-Д публичного акционерного общества «ФосАгро» (г. Москва), размещаемых путем открытой подписки. Выпускам ценных бумаг присвоены регистрационные номера 4-01-06556-А и 4-02-06556-А.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,29.06.2023 14:47
27,ООО «СФО Велс айкью 1»,ОГРН 1237700213277,ИНН 9729342810,"Банк России 29.06.2023 принял решение о государственной регистрации выпуска структурных неконвертируемых процентных бездокументарных облигаций с залоговым обеспечением денежными требованиями серии WIQ-1, предназначенных для квалифицированных инвесторов, общества с ограниченной ответственностью «Специализированное финансовое общество Велс айкью 1» (г. Москва), размещаемых путем закрытой подписки. Выпуску ценных бумаг присвоен регистрационный номер 6-01-00722-R.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,29.06.2023 14:46
28,АО «Арена РТ»,ОГРН 1167746089554,ИНН 7704343007,"Банк России 29.06.2023 принял решение о возобновлении эмиссии и государственной регистрации отчета об итогах дополнительного выпуска обыкновенных акций акционерного общества «Арена РТ» (г. Москва), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-84082-H-002D.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,29.06.2023 14:46
29,ООО «СФО ТРФ СП 1»,ОГРН 1207700378940,ИНН 9702023990,"Банк России 29.06.2023 принял решение о признании выпуска структурных неконвертируемых процентных бездокументарных облигаций серии 01 с залоговым обеспечением денежными требованиями, предназначенных для квалифицированных инвесторов общества с ограниченной ответственностью «Специализированное финансовое общество ТРФ СП 1» (г. Москва), регистрационный номер выпуска 6-01-00651-R, несостоявшимся и аннулировании его государственной регистрации.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,29.06.2023 14:46
30,"АО ""НР"" ОГРН 1237200009617",ИНН 7203557142,,"Банк России 29.06.2023 принял решение о государственной регистрации отчета об итогах выпуска обыкновенных акций акционерного общества «НАЦИОНАЛЬНЫЕ РЕСУРСЫ» (Тюменская область), размещенных путем обмена на акции акционерного общества, создаваемого в результате преобразования, долей участников в уставном капитале реорганизуемого в форме преобразования общества с ограниченной ответственностью «ПОРОГЛАСС ГРУПП», регистрационный номер выпуска 1-01-13053-К.",Решение в отношении ценных бумаг,Уральское главное управление Центрального банка Российской Федерации,29.06.2023 14:44
31,"АО ""ДАКО"" ОГРН 1036603132081",ИНН 6664004613,,"Банк России 29.06.2023 принял решение о приостановлении эмиссии обыкновенных акций акционерного общества «ДАКО», (Тюменская область), размещенных путем приобретения акций единственным учредителем акционерного общества.",Решение в отношении ценных бумаг,Уральское главное управление Центрального банка Российской Федерации,29.06.2023 14:39
32,О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом,представленных ООО «Контрада Капитал»,,Банк России 29.06.2023 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевым инвестиционным фондом со следующим полным названием «Закрытый паевой инвестиционный фонд недвижимости «СтройКапиталЪ».,Решение в отношении иных финансовых инструментов,Департамент корпоративных отношений,29.06.2023 14:23
33,О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом,представленных ООО «СФН»,,Банк России 29.06.2023 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевым инвестиционным фондом со следующим полным названием: Закрытый паевой инвестиционный фонд недвижимости «Современный Арендный бизнес 7».,Решение в отношении иных финансовых инструментов,Департамент корпоративных отношений,29.06.2023 14:23
34,О регистрации изменений и дополнений в правила доверительного управления паевым инвестиционным фондом,представленных АО «УК Мономах»,,Банк России 29.06.2023 принял решение зарегистрировать изменения и дополнения в правила доверительного управления паевым инвестиционным фондом со следующим полным названием: Открытый паевой инвестиционный фонд рыночных финансовых инструментов «Мономах-Перспектива».,Решение в отношении иных финансовых инструментов,Департамент корпоративных отношений,29.06.2023 14:23
35,АО «Залесье»,ОГРН 1027601050620,ИНН 7608000230,"Банк России 29.06.2023 принял решение о государственной регистрации отчета об итогах выпуска акций привилегированных типа А Акционерного общества «Залесье» (Ярославская область), размещенных путем закрытой подписки, регистрационный номер выпуска 2-01-04421-A.",Решение в отношении ценных бумаг,Отделение по Орловской области Главного управления Центрального банка Российской Федерации по Центральному федеральному округу,29.06.2023 12:06
36,"АО ""Эльконский ГМК""",ОГРН 1071402001054,ИНН 1402047530,"Банк России 29.06.2023 принял решение о государственной регистрации изменений в документ, содержащий условия размещения акций обыкновенных акционерного общества ""Эльконский горно-металлургический комбинат"" (Республика Саха (Якутия), регистрационный номер дополнительного выпуска 1-01-58209-N-005D.",Решение в отношении ценных бумаг,Дальневосточное главное управление Центрального банка Российской Федерации,29.06.2023 10:45
37,"АО ""Региоснаб""",ОГРН 1162724078494,ИНН 2723189344,"Банк России от 29.06.2023 принял решение о государственной регистрации отчета об итогах дополнительного выпуска акций обыкновенных акционерного общества ""Региоснаб"" (Хабаровский край), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-02-59121-N-001D.",Решение в отношении ценных бумаг,Дальневосточное главное управление Центрального банка Российской Федерации,29.06.2023 09:49
38,Банк ВТБ (ПАО),ОГРН 1027739609391,ИНН 7702070139,"Банк России 29.06.2023 принял решение о государственной регистрации выпусков структурных процентных дисконтных неконвертируемых бездокументарных облигаций с централизованным учетом прав серий С-1-581, С-1-582, С-1-583, С-1-584, С-1-585, С-1-586, С-1-587, С-1-588, С-1-589, С-1-590, С-1-591, С-1-592, С-1-593, С-1-594, С-1-595, С-1-596, С-1-597, С-1-598, С-1-599, С-1-600, размещаемых в рамках программы облигаций Банка ВТБ (публичное акционерное общество) (г. Санкт-Петербург). Выпускам ценных бумаг присвоены регистрационные номера 6-581-01000-В-001P, 6-582-01000-В-001P, 6-583-01000-В-001P, 6-584-01000-В-001P, 6-585-01000-В-001P, 6-586-01000-В-001P, 6-587-01000-В-001P, 6-588-01000-В-001P, 6-589-01000-В-001P, 6-590-01000-В-001P, 6-591-01000-В-001P, 6-592-01000-В-001P, 6-593-01000-В-001P, 6-594-01000-В-001P, 6-595-01000-В-001P, 6-596-01000-В-001P, 6-597-01000-В-001P, 6-598-01000-В-001P, 6-599-01000-В-001P, 6-600-01000-В-001P соответственно.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,29.06.2023 08:51
39,"АО ""Сбербанк КИБ""",ОГРН 1027739007768,ИНН 7710048970,"Банк России 29.06.2023 принял решение о государственной регистрации выпусков облигаций структурных бездокументарных с централизованным учетом прав серий CIB-СО-541, CIB-СО-542, CIB-СО-543, CIB-СО-544, CIB-СО-545, CIB-СО-546, CIB-СО-547, CIB-СО-548, CIB-СО-549, CIB-СО-550, CIB-СО-551, CIB-СО-552, CIB-СО-553, CIB-СО-554, CIB-СО-555, CIB-СО-556, CIB-СО-557, CIB-СО-558, CIB-СО-559, CIB-СО-560, CIB-СО-561, CIB-СО-562, CIB-СО-563, CIB-СО-564, CIB-СО-565, CIB-СО-566, CIB-СО-567, CIB-СО-568, CIB-СО-569, CIB-СО-570, CIB-СО-571, CIB-СО-572, CIB-СО-573, CIB-СО-574, CIB-СО-575, CIB-СО-576, CIB-СО-577, CIB-СО-578, CIB-СО-579, CIB-СО-580, CIB-СО-581, CIB-СО-582, CIB-СО-583, CIB-СО-584, CIB-СО-585, CIB-СО-586, CIB-СО-587, CIB-СО-588, CIB-СО-589, CIB-СО-590, CIB-СО-591, CIB-СО-592, CIB-СО-593, CIB-СО-594, CIB-СО-595, CIB-СО-596, CIB-СО-597, CIB-СО-598, CIB-СО-599, CIB-СО-600, CIB-СО-601, CIB-СО-602, CIB-СО-603, CIB-СО-604, CIB-СО-605, CIB-СО-606, CIB-СО-607, CIB-СО-608, CIB-СО-609, CIB-СО-610, CIB-СО-611, CIB-СО-612, CIB-СО-613, CIB-СО-614, CIB-СО-615, CIB-СО-616, CIB-СО-617, CIB-СО-618, CIB-СО-619, неконвертируемых с залоговым обеспечением, процентных c возможностью получения дополнительного дохода, со сроком погашения, определённым уполномоченным органом эмитента, с возможностью досрочного погашения по требованию их владельцев и досрочного погашения по усмотрению эмитента в случаях, не зависящих от воли эмитента, Акционерного общества ""Сбербанк КИБ"" (г. Москва), размещаемых путем закрытой подписки. Выпускам присвоены регистрационные номера 6-541-01793-А, 6-542-01793-А, 6-543-01793-А, 6-544-01793-А, 6-545-01793-А, 6-546-01793-А, 6-547-01793-А, 6-548-01793-А, 6-549-01793-А, 6-550-01793-А, 6-551-01793-А, 6-552-01793-А, 6-553-01793-А, 6-554-01793-А, 6-555-01793-А, 6-556-01793-А, 6-557-01793-А, 6-558-01793-А, 6-559-01793-А, 6-560-01793-А, 6-561-01793-А, 6-562-01793-А, 6-563-01793-А, 6-564-01793-А, 6-565-01793-А, 6-566-01793-А, 6-567-01793-А, 6-568-01793-А, 6-569-01793-А, 6-570-01793-А, 6-571-01793-А, 6-572-01793-А, 6-573-01793-А, 6-574-01793-А, 6-575-01793-А, 6-576-01793-А, 6-577-01793-А, 6-578-01793-А, 6-579-01793-А, 6-580-01793-А, 6-581-01793-А, 6-582-01793-А, 6-583-01793-А, 6-584-01793-А, 6-585-01793-А, 6-586-01793-А, 6-587-01793-А, 6-588-01793-А, 6-589-01793-А, 6-590-01793-А, 6-591-01793-А, 6-592-01793-А, 6-593-01793-А, 6-594-01793-А, 6-595-01793-А, 6-596-01793-А, 6-597-01793-А, 6-598-01793-А, 6-599-01793-А, 6-600-01793-А, 6-601-01793-А, 6-602-01793-А, 6-603-01793-А, 6-604-01793-А, 6-605-01793-А, 6-606-01793-А, 6-607-01793-А, 6-608-01793-А, 6-609-01793-А, 6-610-01793-А, 6-611-01793-А, 6-612-01793-А, 6-613-01793-А, 6-614-01793-А, 6-615-01793-А, 6-616-01793-А, 6-617-01793-А, 6-618-01793-А, 6-619-01793-А соответственно.",Решение в отношении ценных бумаг,Департамент корпоративных отношений,29.06.2023 08:51
40,АО «Доступная лаборатория»,ОГРН 1234700009642,ИНН 4706059363,"Банк России 28.06.2023 принял решение о государственной регистрации отчета об итогах выпуска обыкновенных акций Акционерного общества «Доступная лаборатория» (Ленинградская область), размещенных путем обмена на акции акционерного общества, создаваемого в результате преобразования, долей участников в уставном капитале реорганизуемого в форме преобразования общества с ограниченной ответственностью, регистрационный номер выпуска 1-01-32277-J.",Решение в отношении ценных бумаг,Северо-Западное главное управление Центрального банка Российской Федерации,28.06.2023 16:32
41,АО «Фрязиново»,ОГРН 1103525009070,ИНН 3525243009,"Банк России 28.06.2023 принял решение о государственной регистрации отчета об итогах дополнительного выпуска обыкновенных акций Акционерного общества «Фрязиново» (Вологодская область), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-05138-D-002D.",Решение в отношении ценных бумаг,Северо-Западное главное управление Центрального банка Российской Федерации,28.06.2023 16:32
42,АО «ОЭЗ ППТ «Новгородская»,ОГРН 1195321004493,ИНН 5321200240,"Банк России 28.06.2023 принял решение о государственной регистрации дополнительного выпуска обыкновенных акций Акционерного общества «Особая экономическая зона промышленно-производственного типа «Новгородская» (Новгородская область), размещаемых путем закрытой подписки. Дополнительному выпуску ценных бумаг присвоен регистрационный номер 1-01-26412-J-002D.",Решение в отношении ценных бумаг,Северо-Западное главное управление Центрального банка Российской Федерации,28.06.2023 16:32
43,АО «ТАВРИЯ»,ОГРН 1149204032845,ИНН 9203004575,"Банк России 28.06.2023 принял решение об аннулировании индивидуального кода 002D дополнительного выпуска акций обыкновенных АКЦИОНЕРНОГО ОБЩЕСТВА «ТАВРИЯ» (г. Севастополь) с регистрационным номером 1-01-50291-А-002D от 10.01.2023.
Решение в отношении ценных бумаг
Отделение по Республике Крым Южного главного управления Центрального банка Российской Федерации",Решение в отношении ценных бумаг,Отделение по Республике Крым Южного главного управления Центрального банка Российской Федерации,28.06.2023 13:54
44,АО «ЭкоПром-Липецк»,ОГРН 1044800164090,ИНН 4825037859,"Банк России 28.06.2023 принял решение о государственной регистрации отчета об итогах дополнительного выпуска акций обыкновенных Акционерного общества «ЭкоПром-Липецк» (Липецкая область), размещенных путем закрытой подписки, регистрационный номер дополнительного выпуска 1-01-64179-J-002D.",Решение в отношении ценных бумаг,Отделение по Орловской области Главного управления Центрального банка Российской Федерации по Центральному федеральному округу,28.06.2023 13:04
45,АО «ЛАЛ»,ОГРН 1104823004714,ИНН 4825068173,Банк России 28.06.2023 принял решение об аннулировании индивидуального кода 001D дополнительного выпуска обыкновенных акций Акционерного общества «Липецкие автобусные линии» (Липецкая область) с регистрационным номером 1-02-43747-A-001D от 31.01.2023.,Решение в отношении ценных бумаг,Отделение по Орловской области Главного управления Центрального банка Российской Федерации по Центральному федеральному округу,28.06.2023 13:03
